smiles,IC50
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,35.0
CC(C)(C)OC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,30000.0
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],4.5
[Br-].[Br-].c1cc[n+](CCOCC[n+]2ccccc2)cc1,2010000.0
CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,7.0
[Br-].[Br-].c1ccc2c[n+](Cc3ccc(C[n+]4ccc5ccccc5c4)cc3)ccc2c1,12000.0
c1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,1030.0
CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,750.0
Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,710.0
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,4.6
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,245.3
C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,670.0
[O-]c1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,3850.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,17.78
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,28.0
Cc1ccc(O)cc1,4900.0
CCOc1cc2c(cc1OCC)C(=O)C(C)C2,6.31
Cc1ccc2c(c1)C(=O)C(C)C2,380.0
C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],0.7
[Br-].[Br-].c1ccc2c[n+](CCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,100.0
COc1ccc(C(=O)c2ccc(CN(CCO)Cc3ccccc3)cc2)cc1OC,1410.0
C=CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,2200.0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3,226.0
CCN(CCCCOc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1)Cc1ccccc1OC,3880.0
CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,67000.0
CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,150000.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,2.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,150.0
C#CCCCC[n+]1ccccc1/C=N/O.[Cl-],61500.0
[Br-].[Br-].c1ccc2c[n+](Cc3ccc4ccc(C[n+]5ccc6ccccc6c5)cc4c3)ccc2c1,300.0
C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12,4197.59
COc1ccc2[nH]c3c[n+](C)ccc3c2c1,2208.0
COc1ccc(-c2nc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc3c2[nH]c2ccccc23)cc1,149.0
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)[C@@H]1Cc2c([nH]c3ccccc23)CN1,63.2
CCN(CCCCCCNc1ccc(Cc2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,1071.52
COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1,800.0
CCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],27500.0
CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],500.0
Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,84.3
C[N+]1(C)CCO[C@@](O)(c2ccc(C#N)cc2)C1,11587773.56
COc1cc2c3c(c1)c1cc(=O)c(OC)cc-1cn3CC2,35610.0
O=C(CCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,0.87
COc1ccc2c(N)c3c(nc2c1)CCCC3,346.74
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,0.33
C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,260.0
O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.07
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,22.91
COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC.O=C(O)C(=O)O,169.82
COc1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1OC,7200.0
CCCNc1nc(NCCc2ccccc2)c2ccccc2n1,7200.0
c1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1,8600.0
CNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1,7300.0
CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,13.18
Nc1c2c(nc3ccc(O)cc13)CCCC2,162.18
Oc1cc(O)cc(/C=C/c2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)c1,8800.0
CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,18.2
CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,0.56
C[C@H](NC=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,6456.54
CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,290.0
CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],280.0
CCN1CCN(CCCNC(=O)COc2ccc(-c3ccccc3)cc2)CC1,113000.0
CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc(OC)cc4)cc3)CC2)CC1,18000.0
CCN1CCN(CCCNC(=O)COc2ccc(-c3ccc(OC)cc3)cc2)CC1,110000.0
CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4F)cc3)CC2)CC1,19000.0
Nc1c2c(nc3ccccc13)CCCC2,268.0
Cn1cc[n+](COCCCc2ccccc2)c1/C=N/O.[Cl-],21200.0
CN(C(=O)NCc1ccccc1)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,6295.06
CCC(=O)Oc1ccc(C)c([N+](C)(C)C)c1,69023.98
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccc(Cl)cc4)ccc3N(C)C12,1800.0
CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1,285.0
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,94.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,57.02
COc1cccc(C)c1,4900.0
COc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,28700.0
Nc1c2c(nc3ccccc13)CCCC2,100.0
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1,440.0
C#CCN(C)Cc1ccc(O)c2ncccc12,1800.0
Nc1c2c(nc3c1C(c1c(Cl)cccc1Cl)c1ccc4ccccc4c1O3)CCCC2,4010.0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1037.0
C#CC(CCC)OC[n+]1ccn(C)c1/C=N/O.[Cl-],8270.0
[Cl-].[Cl-].c1ccc2c[n+](COC[n+]3ccc4ccccc4c3)ccc2c1,2000.0
CNC(=O)Oc1cccc2c1OCC1CCN(C)C21,30.0
CC(=O)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,13800.0
CC1=C[C@@H]2Cc3nc4cc(F)ccc4c(N)c3[C@H](C1)C2,4.58
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,1698.24
C[n+]1ccccc1/C=N/O.[Cl-],366000.0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCOC2O3)cc1,2650.0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)COC(C2)O3)cc1,4300.0
COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,44.5
Nc1c2c(nc3ccccc13)CCCC2,78.0
C/C=C(\C)C(=O)N[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)[C@H]1O,30199.52
C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CC)c1,234000.0
Nc1c2c(nc3ccccc13)-c1ccccc1C2,676.0
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,5510.0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@@]2(C)CCO[C@H]2O3)cc1,6700.0
COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,7244.36
C=CC[N+](C)(C)c1ccccc1O.[Br-],1850.0
C[n+]1ccccc1/C=N/O.[Cl-],1190000.0
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],720000.0
O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,300.0
Cc1cccc(F)c1,4900.0
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)(Cc4ccccc4)CC3)cc1)NCC2,39630.0
COc1ccc2[nH]cc(CCNC(=O)c3ccc(CN(C)Cc4cccc(Cl)c4)cc3)c2c1,5600.0
Cc1ccc([N+](C)(C)C)cc1O,3111.72
O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccccc12,8000.0
CCC(OC[n+]1ccn(C)c1/C=N/O)C(C)(C)C.[Cl-],24000.0
CCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,1076.0
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(Cl)cc4)[nH]3)ccc21,6710.0
COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccccc2)N(c2ccc(F)cc2)[C@@H]1c1ccccc1,15120000.0
CCOC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccccc2)N(c2ccc(C)cc2)[C@@H]1c1ccccc1,5176.07
C#CCN(C)CCc1cccc(OC(=O)N(C)C)c1,850.0
C#CCNC(C)Cc1cccc(OC(=O)N(C)CC)c1,33900.0
CC(=O)O[C@@H]1C[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](NC(=O)c5ccccc5)C=C[C@]4(O)CC3=CC[C@]2(C)[C@H]1[C@H](C)N(C)C,30200.0
CN[C@H]1CCC2=CC3=CC[C@]4(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C,40000.0
Nc1c2c(nc3ccccc13)C(O)CCC2,476.0
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,5654.5
CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],350.0
O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,0.57
CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2c3ccccc3cc3ccccc23)cc1)Cc1ccccc1,67700.0
Cc1cccc(C(=O)c2c(-c3cccc(OCCCCCCCN(C)Cc4ccccc4)c3)oc3ccccc23)c1,102000.0
CC(CC(C)(C)C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],32500.0
CCN(CC)CCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,257.0
Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,470.0
CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,6.8
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,700.0
CN1CCC(CC2=Cc3ccccc3C2)CC1,4400.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(F)cc3)CC1)C2,41.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C(F)(F)F)cc3)CC1)C2,5430.0
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,10.0
CCN(CC)CCS/C(=N\O)c1nc(C)no1,90000.0
O=C(CCC1CCN(Cc2ccccc2F)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,2.512
O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,1.288
COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,169.82
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,16.22
CNCCc1cccc(OC(=O)N(C)C)c1,280.0
COc1ccc2c(c1)-c1nc3ccccc3c(N)c1C2,4265.8
COc1cc2c(c(OC)c1)C(=O)C(C)C2,25.12
Cc1cccc(C)c1,4900.0
C#CCNC1CCc2cccc(OC(=O)N(C)C)c21.Cl,2500.0
CN(C)Cc1ccc(CSCCNc2cc(NCCCN3CCOCC3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,370.0
CN(C)CCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],520.0
CN(C)Cc1ccc(CSCCNc2cc(Nc3ncccc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])o1,650.0
COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1,54.0
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,60.0
CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12,460.0
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2,690.0
COc1cc(/C=C/C(=O)O)ccc1OCCCCCCN1CCCCC1,45550.0
COc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,281000.0
O=C(CCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,0.008
O=C(CCO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,93.0
O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,2000.0
CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1,14.6
C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,285.0
CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1,5.0
COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCN(C)C,8950.0
CCOC(=O)/C=C/c1ccc(OCCCCCCN2CCCCC2)c(OC)c1,2650.0
COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN1CCCC1,35130.0
CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],12600.0
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,28300.0
Clc1cccc(Cl)c1CO/N=C/c1cc[n+](CCCc2ccccc2)cc1,180.0
COc1ccc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)ccc2c1,50.0
CC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],105000.0
N/C(=N\O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],291000.0
COc1cc2ccnc3c2c(c1OC)COC3(O)CC(O)CO,35.0
CCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,2192.0
COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,169.82
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,12.02
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,94.0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CO[C@@H](C2)O3)cc1,3430.0
C[N+](C)(C)CCCCCBr,534564.36
O=S(=O)(CCCN1CCN(Cc2ccccc2)CC1)NCCNc1cccc2ccccc12,160.0
CCC1=CC2Cc3nc4cccc(Cl)c4c(N)c3C(C1)C2,11.7
CN(C)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,8950.0
CCCCN(CCCC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,76870.0
CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,116.0
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,153.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,22.0
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,930.0
COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cncn4)cc3)C2)cc1OC,955300.0
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,100.0
CCN(CCCCCCNc1ccc(-c2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,2630.27
CCN(CCCCCC(=O)N1CCC(CC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.O=C(O)C(=O)O,3.311
COC(=O)c1ccc(C[n+]2ccc(CCC(=O)C3Cc4cc(OC)c(OC)cc4S3)cc2)cc1,1000.0
COc1cc2c(cc1OC)SC(C(=O)CC1(O)CC[N+](C)(Cc3ccccc3)CC1)C2,90.0
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],665.0
CN(C)Cc1ccc(CSCCNc2cc(NN)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,76.0
CCN(Cc1cccc2[nH]c3cc(Cl)ccc3c12)C(=O)/C=C/c1ccc(O)c(OC)c1,6900.0
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,120.0
c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1,9.0
c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,2600.0
CN1C(=O)Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc21,0.48
COc1cc2c(cc1OC)C(=O)C(C1CC[N+](C)(Cc3ccccc3)CC1)=C2,250.0
COc1cc2cc(C(=O)CC3CCC(O)C[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,380.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,25000.0
CC1CCN(Cc2ccc3ccccc3c2)CC1,2900.0
CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2,128.82
Nc1c2c(nc3ccccc13)-c1ccc(F)cc1C2,436.52
Cc1ccc(F)cc1,4900.0
Cc1ccc(F)cc1,9.55
COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC,1.0
CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2,460.0
COc1cc2c(cc1OC(C)C)CC(C)C2=O,8.913
COc1cc2oc(-c3ccc(CN4CCCC4)cc3)cc(=O)c2cc1OC,34.0
c1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,2130.0
