SMILES,pXC50
CC(C)CNC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,5.02
COc1ccc(-c2nnn(CCC#N)n2)cc1,4.43
COCOc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,7.0
CC(C)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.19
O=c1oc2cc(OCc3ccccc3)ccc2s1,4.23
CC1CCN(C(=O)C=Cc2ccc3c(c2)OCO3)CC1,6.3
CCCCCCC(C)=NNc1nc(-c2ccc3ccccc3c2)cs1,3.82
O=C1CC(=CN2CCCC2)c2ccc(OCc3cccc(Cl)c3)cc2O1,5.77
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(O)nc3O)cc1)O2,5.68403
CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2cc1O,6.0
CC(C)CNC(=O)c1cc2ccccc2oc1=O,5.49
Cc1ccc(COc2ccc3coc(O)c3c2)cc1,8.05
COc1ccc(CN2CCN(C(=O)CN3CCCn4c3nc3c4c(=O)n(C)c(=O)n3C)CC2)cc1,4.63
Cc1ccc(COc2ccc(-c3nn(CCC#N)c(=S)o3)cc2)cc1,6.4
N#Cc1cccc(COc2ccc3occc(=O)c3c2)c1,7.12
C(=NNc1nc(-c2ccc3ccccc3c2)cs1)c1cccc2ccccc12,4.64
O=C(NCCN1CCOCC1)c1cnc(Cl)c(Cl)c1,4.32
C#CCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,8.85078
Clc1ccc(C=NNc2nc3ccccc3nc2Cc2ccccc2)cc1,4.08
CN1N=C(c2ccccc2)CC1c1ccccc1F,6.55284
CN(C)c1ccc(C=C2SC(=O)N(CCN)C2=O)cc1,6.71
N#Cc1ccc(COc2ccc3c(c2)CCCC3=O)cc1,7.96
Cc1c(C)c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2oc1=O,8.07007
CC(=O)c1ccc2c(c1)Oc1ccc(C(C)=O)cc1S2(=O)=O,5.7
COC(=O)CCCCc1ccc2c(c1)OCO2,5.74473
N#Cc1ccc(Sc2ccccc2)cc1,4.95
C#CCN(C)Cc1cc2ccccc2n1C,8.52
Cn1c(=NN)[nH]c2ccccc2c1=O,4.73
O=C1CC(=CCl)c2ccc(OCc3cccc(Br)c3)cc2O1,6.68
CCCN(C)c1ccc(CC2=Cc3cc(O)c(O)cc3C2=O)cc1,5.12494
N#CCOc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,7.34
COc1cc2c(cc1O)CCN(C)C2C,2.64
Cn1c(=O)c2c(cc(C#Cc3ccc(Cl)cc3)n2C)n(C)c1=O,7.17
Cc1c(C)c2ccc(OCc3c(F)c(F)c(F)c(F)c3F)cc2oc1=O,8.79048
N#CC=C1CCN(c2ccc(N3CC(Cn4ccnn4)OC3=O)cc2F)CC1,5.6
Oc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,8.1707
CNc1nc(O)c(C=C2C=Nc3ccc(Br)cc32)[nH]1,5.69897
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,6.59
COc1cc(Br)cc2cc(-c3ccccc3)c(=O)oc12,7.08
C#CCN(C)C1CCc2cccc(O)c21,7.3
COCC(O)COc1ccc(OCc2cccc(F)c2)cc1C(C)=O,6.52
C#CCN(C)C1CCc2ccc(OC(=O)N(C)C)cc21,4.33
Fc1ccc(-c2csc(NN=Cc3cccnc3)n2)c(F)c1,6.70224
CS(=O)(=O)c1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,6.33
Cn1c(=O)c2c(nc(CSc3cccc(Cl)c3)n2C)n(C)c1=O,5.21325
O=C1NC(=S)NC1=Cc1c[nH]c2c(Br)cccc12,5.91
S=c1cc(-c2ccccc2)oc2ccccc12,3.82
COc1ccc2c(c1)-c1nnc(-c3cccc(C(F)(F)F)c3)cc1C2=O,4.75
C#CCNC1CCc2ccc(OC(=O)N(C)CCC)cc21,3.39
COc1cc(=O)oc2cc(OCc3cccc(F)c3)ccc12,7.44
C#CCN(C)Cc1cc2cc(OCC3CCN(Cc4ccccc4)CC3)ccc2n1C,6.12494
COc1cc(OCC(C)=O)cc2oc(=O)ccc12,4.36
Cc1ccccc1C1CC(c2ccc(O)cc2O)=NN1C,5.69037
CCCN1CCN(c2ccc(OC)cc2)CC1,3.23
NCCCNCCCCNCCCNCc1ccccc1,3.54
O=C(CN1CCCCC1)c1ccc2c(c1)OCO2,5.5
Cc1ccc(C(=O)C=Cc2ccc(Br)cc2)o1,6.15058
COC(=O)c1coc2ccc(OCc3cccc(Br)c3)cc2c1=O,7.11126
CC1=C(C=NNC(N)=O)C(C)(C)CC=C1,3.95
CC(=NNc1nc(-c2ccc(F)cc2F)cs1)c1ccc2ccccc2c1,3.82
COc1cc(C=Cc2ccc(OCCCCCCN3CCC(O)CC3)cc2)cc(OC)c1,4.84
N#Cc1ccc(SCc2ccc(Br)cc2)cc1C#N,7.60206
COc1ccc(COc2ccc(-c3nnn(CCC#N)n3)cc2)cc1,5.47
C#CCNCCc1cccc(O)c1,3.97
CC#CCNCc1cc2cc(OCc3ccccc3)ccc2[nH]1,7.82
Cn1c(=O)c2c(nc(SCCc3ccccc3)n2C)n(C)c1=O,6.6517
CC1CN(C(N)=S)N=C1c1ccccc1,3.82
C#CCNC1CCc2c(OC(=O)N(C)CC)cccc21,3.82
COc1ccc(C=C2COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,6.56
CCOc1ccc(C2CNC(=O)CS2)cc1,5.47
c1ccc(CNCc2cc3ccccc3[nH]2)cc1,3.8
Oc1ccc(C=NNc2nc3ccccc3nc2Cc2ccccc2)cc1,2.1
O=C(C=CC=Cc1ccc(Cl)cc1)c1cc(Cl)ccc1O,5.84
CCc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.05061
O=c1c(CO)coc2ccccc12,4.42
N#Cc1ccc(-c2csc(NN=Cc3ccc4c(c3)OCO4)n2)cc1,6.52129
C#CCNC1CCc2ccc(OC(=S)N(C)C)cc21,4.01
Cc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,9.51004
O=C(C=CC=Cc1ccccc1)Nc1cccc(Br)c1,5.56384
Cn1cccc1C(=O)C(c1ccccc1)N1CCCC1,3.3
CCOC(=O)c1coc2ccccc2c1=O,5.72
N#CCCCOc1ccc(OCc2cccc(Cl)c2)cc1CO,6.0
Cn1c(=O)c2c(nc(NCCc3ccccn3)n2C)n(C)c1=O,4.71
Nc1ccc(NCc2ccccn2)cc1,5.02
CC(=NNc1nc(C)cs1)c1cccnc1,4.87
Cc1nccc2c1[nH]c1cc(OCc3ccccc3)ccc12,5.86
Oc1ccc(C2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2)cc1,3.4
COc1cc(C=Cc2ccc(OCCN(C)Cc3ccccc3)cc2)cc(OC)c1,4.05
COc1ccccc1NC(=S)N1N=C(c2ccc(O)cc2O)CC1c1ccc(O)cc1,3.77
O=C1c2ccccc2-c2nnc3c(c21)CCc1ccccc1-3,4.3
Cc1cc2ccc(OCC=CC3=CC(=O)C(C)(C)O3)cc2oc1=O,6.23
CCCCCCC(C)=NNc1nc(-c2cccc(OC)c2)cs1,3.82
O=C(COc1cccc(Cl)c1)N=c1[nH]c2ccccc2c(=O)s1,6.18
CCCNCc1cc2ccccc2oc1=O,4.21
C#CCNC1CCc2cccc(O)c21,5.68
N#CCCn1nnc(-c2ccc(OCc3cccc(Cl)c3)cc2)n1,7.0
Clc1ccc(-c2csc(NN=C3CCCCCC3)n2)c(Cl)c1,6.03
CNC(=S)N1N=C(c2ccc(OC)cc2)CC1c1ccc[nH]1,4.9
CCOC(=O)c1cc(=O)c2ccccc2o1,4.0
C#CCCCCOc1ccc2c(c1)CC(=NC(C)=O)C(=O)O2,7.61
CCN(C)c1ccc(CC2=Cc3cc(OC)c(O)cc3C2=O)cc1,4.54
CC(=NNc1nc(-c2ccc(F)cc2F)cs1)c1ccncc1,7.78
COc1ccc(-c2cc(=S)c3ccc(C)cc3o2)cc1,3.82
Cn1c2ccccc2c2nnc(N)c(-c3ccccc3Cl)c21,3.0
CCNC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc[nH]1,3.35
O=C(O)c1cc2cc(I)cc(I)c2oc1=O,4.75
O=C(C=Cc1ccc(O)cc1)CC(=O)c1ccccc1O,7.58
C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CC1CCN(Cc2ccccc2)CC1,4.91
O=C(C=CC=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1O,6.8
COc1ccc2c3cc[nH]c(C)c-3nc2c1,3.92
Clc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,8.74473
Cc1nnc2c(c1Cc1ccccc1)C(=O)c1ccccc1-2,4.08
CC(=NNc1nc(-c2ccccc2)c(C)s1)C1CCCCC1,5.21183
O=C1c2ccccc2-c2nnc(-c3cccc(C(F)(F)F)c3)cc21,8.07007
NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc[nH]1,4.53
N#Cc1ccc(Sc2ccc(Cl)cc2)cc1,5.37
C#CCCCCOc1ccc2cc(C(=O)c3ccc(OC)cc3)c(=O)oc2c1,7.17328
O=C(NCCCN1CCOCC1)c1ccc(Cl)nc1,4.12
c1ccc2cc(-c3csc(NN=C4CCCCC4)n3)ccc2c1,5.5
Cc1sc(NN=Cc2c[nH]c3ccccc23)nc1-c1ccccc1,5.85387
CC1CCCCC1=NNc1nc(-c2ccccc2)cs1,6.15
CCCC(C)=NNc1nc(-c2ccccc2)c(C)s1,5.64
Cc1ccc(COc2ccc3occc(=O)c3c2)cc1,8.22185
CC1CCCC1=NNc1nc(-c2ccc(F)cc2F)cs1,8.21042
Cc1cc(=O)oc2c(C)c3oc4c(c3cc12)CCC4,4.14
CCN=C1CCc2c1n(C)c1ccccc21,4.11
Cn1c(=O)c2c(cc(C=Cc3ccccc3)n2C)n(C)c1=O,5.80134
Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)C(c2ccccc2)C1,3.36
CCN(CC)c1ccc2cc(C(=O)c3ccccc3)c(=O)oc2c1,4.62
Cc1ccc(C=CC(=NN=c2[nH]c3ccccc3c(=O)n2C)c2ccccc2)cc1,4.19
CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccc(Cl)cc3)CC2)n(CCC)c1=O,5.03
CC(=NNc1nc(-c2ccc(C#N)cc2)cs1)c1ccccn1,6.00177
CCCOc1ccc2cc(CC(C)N)ccc2c1,4.87
C(=Nc1ccccc1)c1ccccn1,3.16
CC(=O)c1cc2ccccc2oc1=O,4.84
Cc1cccc(C2CC(c3ccc(O)cc3)=NN2C)c1,5.24
C#CCN(C)C1CCc2ccccc21,6.22185
C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,6.824
Cc1sc(NN=Cc2ccco2)nc1-c1ccccc1,5.51428
Cn1c(N)nc(C=C2C=Nc3ccccc32)c1O,4.46
CC(=NNc1nc2ccccc2nc1Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,4.05
Cn1c(=O)c2c(cc(C=Cc3ccc(Cl)cc3)n2C)n(C)c1=O,6.7
C#CCN(C)C1CCc2c(O)cccc21,7.15
CCOC(=O)c1cc2ccccc2cc1O,5.3
Cc1c(C)c2ccc(C=Cc3ccccc3)cc2oc1=O,7.55
C(=NNc1nc(-c2ccc3ccccc3c2)cs1)c1ccc2c(c1)OCO2,3.82
Cc1ccc(S(=O)(=O)N2N=C(c3ccccc3O)CC2c2ccccc2O)cc1,3.21
C#CCN(Cc1ccccc1)Cc1cc2ccccc2n1C,4.22
Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1,6.55
CC1CCC(=NNc2nc(-c3ccc(C#N)cc3)cs2)C1,6.64306
N#Cc1ccc(SC2CCCCC2)cc1C#N,6.6517
CC(=NNc1nc(-c2ccc(F)cc2)cs1)c1ccccn1,7.61422
NNC(=O)c1cc2ccccc2oc1=O,8.49214
C#CCNCCCOc1cccc(C(=O)NCc2ccccc2)c1,5.24413
c1ccc(CCN2CCCCC2)cc1,3.12
COc1ccc(C2CC(c3ccc(O)cc3)=NN2C(C)=O)cc1,5.14267
Cn1c(=O)c2c(nc3n2CCCN3Cc2cccc(Cl)c2)n(C)c1=O,6.46344
N#Cc1ccc(SC2CCCCC2)cc1,5.32148
Cn1c(N)nc(O)c1C=C1C=Nc2c(Br)cccc21,4.46
O=C1C(=Cc2ccc(Cl)cc2)COc2ccccc21,6.81183
O=c1ccoc2cccc(OCc3ccc(Br)cc3)c12,5.36251
CNC(=S)N1N=C(c2ccc(C)cc2)CC1c1ccc[nH]1,3.46
Cc1cccc(NC(=O)C=Cc2ccccc2)c1,5.35
CCCNc1cncc(N(C)CCC)c1CN,4.7
Cn1c(=O)c2c(nc(SC3CCCC3)n2C)n(C)c1=O,4.68
C#CCCCCOc1ccc2ccc(=O)oc2c1,8.5817
Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n(C)c1=O,5.46
Cc1cccc(C)c1NC(=O)c1cc2ccccc2oc1=O,5.89
Cn1c(N2N=C(c3ccc(Cl)cc3)CC2c2ccco2)nc2ccccc2c1=O,5.14146
COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,8.82
CCOC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O,4.76
Cc1sc(NN=C2CCCCC2C)nc1-c1ccccc1,5.95468
Cn1c(=O)c2c(nc(OCCOCc3ccccc3)n2C)n(C)c1=O,5.56
CC(C(N)=O)N1CCc2cc(OCc3cccc(F)c3)ccc2C1,6.62
Cc1ccc(CCSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,7.14267
CC(C)=CCOc1ccc(C(=O)C=Cc2ccccc2)c(O)c1,4.85
Cn1c(=O)c2c(nc3n2CCCN3c2ccc(Cl)cc2)n(C)c1=O,5.0
CN(CCc1ccccc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,4.77
O=C1CC(=CCl)c2ccc(OCc3cccc(Cl)c3)cc2O1,7.36002
CN1C(=N)N(C)C(=Cc2c[nH]c3ccc(Br)cc23)C1=O,5.57
Cc1ccccc1COc1ccc(-c2nnn(CCO)n2)cc1,6.54
CC=NC(=S)N1N=C(c2ccc(OC)cc2)CC1c1cccs1,4.19
COc1ccc(C=CC=CC(=O)c2c(O)cccc2O)cc1OC,5.84
N#Cc1ccc(C=CC(=O)Nc2cccc(Br)c2)cc1,6.54
Cc1ccccc1NC(=O)c1cc2ccccc2oc1=O,5.53
CN(Cc1ccccc1)C(=O)c1ccc(OCC(F)=CCN)cc1,5.66
O=C(CCN1CCCCC1)c1ccc2c(c1)OCO2,5.46
COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br,8.49
COc1ccc(-c2csc(NN=C3CCCCC3C)n2)cc1,5.63
Cc1c(C)c2ccc(OCc3ccc(C#N)cc3)cc2oc1=O,8.63078
COc1ccc(C=C2COc3cc(O)ccc3C2=O)cc1,5.97469
COc1cc(C=CC=CC(=O)c2c(O)cccc2O)ccc1O,6.01348
Clc1ccc(C=NNc2nc(-c3ccc(Cl)cc3)cs2)cc1,3.82
CN=C1CC(=O)Oc2cc(OCc3cccc(Cl)c3)ccc21,8.06
O=[N+]([O-])c1ccc(-c2csc(NN=Cc3ccco3)n2)cc1,3.82
COc1ccc(C2C(=O)Oc3ccc(C)cc3C2=O)cc1Cl,4.37
C#CCN(C)C1CCc2ccc(OC(=O)N(C)CCC)cc21,5.04
N#Cc1ccc(Sc2ccccc2)cc1C#N,5.67162
Cn1c(N)nc(O)c1C=C1C=Nc2ccccc21,4.36
CSc1nc(C=C2C=Nc3c(Br)cccc32)c(O)[nH]1,5.61386
COc1ccc(C=CC=CC(=O)c2ccccc2O)cc1,5.74232
Cn1c(=O)c2c(nc(SCCc3ccc(F)cc3)n2C)n(C)c1=O,7.15
C#CCN(C)Cc1cc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2n1C,5.85387
NC(=O)Cc1cc(=O)oc2cc(OCc3cccc(O)c3)ccc12,6.0
CCCNC(=O)C=CC=Cc1ccc2c(c1)OCO2,7.35
Cn1cccc1C(O)C(c1ccccc1)N1CCCCC1,5.91
CCNCc1cn(Cc2ccccc2)c2ccccc12,3.37
O=C(C=Cc1ccccc1)c1ccccc1,5.85078
Cn1c(=O)c2c(nc(COc3ccc(Br)cc3)n2C)n(C)c1=O,6.72354
Nc1cccc(-c2ccc(C3=NCCN3)o2)c1,4.72
O=c1cc(-c2ccccc2)c2ccc(OCc3ccccc3)cc2o1,5.4
Cc1c(C)c2ccc(OCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cc2oc1=O,8.19
CC(=NNc1nc(-c2ccc3ccccc3c2)cs1)c1ccc2ccccc2c1,3.82
Cc1cccc(COc2ccc3c(c2)-c2nnc(C)cc2C3=O)c1,6.32
COc1cc(C(=O)C=Cc2cc(O)c(O)c([N+](=O)[O-])c2)cc(OC)c1OC,4.3
CC(=O)NCC1CN(c2ccc(C=C(Br)c3c(C)oc[n+]3C)c(F)c2)C(=O)O1,4.68
O=C(Sc1ncccn1)c1cc2ccccc2oc1=O,5.11464
COc1cc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc(OC)c1,4.67
CN1N=C(c2ccc(O)cc2)CC1c1cccc(Cl)c1,5.68403
O=C(NCCN1CCOCC1)c1cccnc1Cl,5.74473
Clc1ccc(C2=NCCN2)c(Cl)c1,5.4
O=C(C=Cc1cccc(Cl)c1)c1ccco1,5.68
Cc1ccc2c(=O)cc(-c3ccc(F)cc3)oc2c1,3.82
NC1CC1c1cccc(OCCC(NC(=O)c2ccccc2)C(=O)NCc2ccccc2)c1,3.13
COc1cccc(NC(=S)N2N=C(c3ccccc3)CC2c2ccccc2O)c1,3.01
Cc1nccc2c1[nH]c1cc(OCCCC(F)(F)F)ccc12,5.5
