SMILES,pXC50
Oc1nc2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,7.2
CCCN(CCC)C1Cc2ccc3nc(N)sc3c2C1,7.96
N#Cc1cccc(C2CCCN(CCc3ccccc3)C2)c1,7.23
Cc1c(-c2ccccc2)nc(O)n1C1CCN(Cc2ccccc2)CC1,6.62
CCOCCOc1cccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,6.77
CCOCCOCc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,6.8
O=C(NCCCN1CCN2c3ccccc3CCC2C1)c1ccc(-c2ccccc2)cc1,5.6
CCCN1CCCC(c2cccc(C(C)=O)c2)C1,5.67
COc1c(C(=O)NCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc(Br)c2ccccc12,6.14
CCCN1CCOC2=C1C=S(O)C1=C2CC(=O)CC1,7.54
COc1cccc(NC(=O)NNC(=O)CCc2ccc(O)c(O)c2)c1,5.1
Oc1cc2c(cc1Cl)CCC(CNCc1ccccc1)O2,7.71
O=C(NCCCCN1CCN(c2cccc(OCCF)c2)CC1)c1ccc2nonc2c1,6.65
CCCN(CCC)C1CCn2cccc2C1,6.25
COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccc(Cl)cc2Cl)CC1,8.89
C1=C(c2ccccc2)CCN(CCC2CCC(Nc3ncccn3)CC2)C1,8.43
COc1ccc(NC(=O)C(=O)NCCN2CCN(C(=O)c3ccco3)CC2)cc1,5.3
Cc1nc2cc3c(cc2o1)CCN(CCCCSc1nnc(-c2ocnc2C)n1C)CC3,6.5
Oc1cccc2c1CC1CCCN(CCN3CCN(c4ccccc4)CC3)C1C2,6.13312
COC(=O)C1(c2ccc(C)cc2)CC1CN1CCC(O)(c2ccccc2)CC1,5.31
CCCN1CCc2cccc3c2C1Cc1cccc(OCc2cn(CCCN4CCN(c5ccccc5)CC4)nn2)c1-3,6.72
c1cnc(NC2CCC(CCN3CCc4ccccc4C3)CC2)nc1,7.4
O=S(=O)(Nc1nc2ccccc2[nH]1)c1ccc2ccccc2c1,3.7
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1,6.7
CCOCCOc1ccn2ncc(C(=O)NCCCN3CCN(c4ccccc4OC)CC3)c2c1,7.11
CCCN(CCN1CCN(c2ccc(-c3cccnc3)cc2)CC1)C1CCc2ccc(O)cc2C1,8.52143
CCCN(CCN1CCN(C(=O)c2cc3ccccc3o2)CC1)C1CCc2c(O)cccc2C1,8.2815
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,5.67697
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,8.2
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,6.97062
CCCN(CCc1cccnc1)C1Cc2cc(OC)c(OC)cc2C1,6.87
c1ccc2c(c1)CCN(Cc1c[nH]c3ncccc13)C2,6.77
CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1,8.10018
CNC1Cc2cccc3ncn(c23)C1,5.61
COc1cc(COCCOCCOCCOCCOCc2ccc(N3CCN(CCCCNC(=O)c4ccccc4)CC3)c(OC)c2)ccc1N1CCN(CCCCNC(=O)c2ccccc2)CC1,6.96
Oc1cc2c(cc1O)C1c3ccccc3CNC1CC2,6.77
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,7.38
COc1ccccc1N1CCN(Cc2cn(CCOCCOCCF)nn2)CC1,5.29243
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,5.68
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(NC(=O)c3ccccc3)cc2C1,6.96257
COc1ccccc1C(=O)NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1,9.22185
CN1CCCc2ccccc2Cc2ccc(O)cc2CCC1,5.40187
C#Cc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,8.25181
CCCN1CCOC2c3cc4c(O)nccc4cc3CCC21,7.72011
Fc1ccc(N2CCN(Cc3cn4ccccc4n3)CC2)cc1,5.51
CS(=O)(O)=Nc1cc(OCCNCc2ccccc2)ccc1Cl,7.96
Cc1ncoc1-c1nnc(SCCCN2C3CCC2CC(c2ccc(C(C)(C)C)cc2)C3)n1C,9.19997
Oc1cccc(N2CCN(Cc3ccccc3)CC2)c1,7.54
CCCN(CCC)C1CCc2c(ccc3ccoc23)C1C,7.57
CCCN1CCCC(c2ccccc2)C1,6.11
O=C(NCCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)c1cc2ccccc2cn1,9.18
c1ccc(C2=NCCC(CN3CCN(c4ccccc4)CC3)N2)cc1,4.89
Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)no3)CC2)cc1,7.1
FC(F)(F)c1nc2c(OCCNCc3ccccc3)cccc2[nH]1,8.94
CCN1CCCC1CNC(=O)c1c(O)c(I)cc(OC)c1OC,9.8
COc1ccccc1N1CCN(CCCN2CCCc3ccccc3C2=O)CC1,6.68
CN1CN(c2ccccc2)C2(CCN(Cc3csc4ccccc34)CC2)C1=O,7.22113
CC(C)(C)c1nc(N2CCN(CCCCn3cc(C(F)(F)F)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,8.27
CCN(CC)C(=O)NC1Cc2c(cc3c[nH]c4c3c2C=CC4)N(C)C1,10.0
OCc1cnn2cccc(CN3CCN(c4ccc(Cl)cc4)CC3)c12,4.64
CC1(C)C2CCC13CCN(CCN1CCN(c4cccc(Cl)c4)C1=O)C3C2,7.6
CCCN(CCC)C1CCc2ccc3[nH]cc(C)c3c2C1,7.17
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.8
CC(C)(C)c1nc(N2CCN(CCCCn3cc(C(F)(F)F)ccc3=O)CC2)cc(C(F)(F)F)n1,7.45
Clc1cccc(N2CCN(Cc3csc4ccccc34)CC2)c1Cl,7.28
COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1,5.3
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc3[nH]c(O)cc3c2C1,7.96257
CCCN(CCC)C1CCc2ccc(O)cc2C1,7.24
COc1ccc(-c2cc(CCCCN3CCN(c4ccccc4F)CC3)on2)cc1OC,7.7
CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,5.62
O=C(NC1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1)c1cccs1,8.1
Clc1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)cc1,7.57
Cc1ccccc1N1CCN(CCCCc2cc(-c3cccs3)no2)CC1,6.79
CN1CCN(C2=Cn3c(C=O)ccc3Sc3ccccc32)CC1,6.99
COc1c(C(=O)NCCN2CCN(c3ccccc3)CC2)ccc2ccccc12,6.57
COc1c(C(=O)NCC2CCCN2C2CCCCCC2)cc(Br)c2ccccc12,7.3
CCCN1CCCC(c2cccc(CO)c2)C1,5.84
Fc1ccc(OCCCN2CCN(c3ccccn3)CC2)cc1,6.64016
Clc1ccc(N2CCN(CCCc3cc4ccccc4o3)CC2)cc1,5.64016
COc1ccc2onc(N3CCN(CCCCNC(=O)c4cccc(-c5ncccn5)c4)CC3)c2c1,5.9431
COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)NC1CCNC1,5.52
Clc1cccc(N2CCN(Cc3cccs3)CC2)c1Cl,7.35164
CCN(CC)CCOc1ccccc1Cc1ccccc1,5.33096
Cn1c(N2CCOCC2)nc2c(CN3CCN(c4ccccc4)CC3)c[nH]c2c1=O,5.56864
Clc1ccccc1OCCNCCCOc1ccccc1,7.77006
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(N3CCOCC3)cc2)CC1,7.6216
Cn1c(CN2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc2ccccc21,5.3
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,9.4
Cc1c(-c2ccccc2Cl)nc(O)n1C1CCN(Cc2ccccc2)CC1,6.66
CCCN(CCc1csc(N)n1)C1Cc2cc(OC)c(OC)cc2C1,6.87
O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,8.30016
COc1ccccc1N1CCN(CCCCNC(=O)c2ccccc2I)CC1,8.11
COc1c(C(=O)NCCN2CCN(c3ccccc3C#N)CC2)cc(Br)c2ccccc12,7.3
Cc1cc(C2CCN(Cc3ccccc3)CC2)[nH]n1,5.47
CN(C)c1ccc(-c2cc3c4c(c2)-c2c(ccc(O)c2O)CC4N(C)CC3)cc1,7.11
COc1ccccc1N1CCN(Cc2cn3cc(C)cc(Br)c3n2)CC1,6.17393
O=C(NCC=CCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCF)cc1,8.08
CN(C)CC1CC2c3ccccc3Sc3ccc(F)cc3C2O1,8.96
COc1ccccc1N1CCN(CCCCOc2ccc(-c3cn4cc(C)ccc4n3)cc2)CC1,6.84
Oc1ccc2c(c1)C1OCCN(CCc3ccccc3)C1CC2,5.81
CCCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,9.36
CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,5.6
CCCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2cc(O)c(O)cc2C1,8.54
CCCN(CCC)C1CCc2c(OC)cccc2C1C,8.4
CN(Cc1ccccc1)Cc1ccc(CN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)cc1,4.4
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,6.77
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,7.46
N#CC(C#N)=Cc1ccn(C2CCN(Cc3ccccc3)CC2)c1,5.1549
COc1ccccc1N1CCN(CCCCc2cc(-c3cccs3)no2)CC1,8.33
COc1cccc2[nH]c3c(c12)CCN(CCCCNC(=O)C1=NCc2ccccc2C1)C3,8.22
CCOc1ccccc1N1CCN(CCCC2CC(c3ccc(OC)c(OC)c3)=NO2)CC1,8.29243
COc1ccccc1N1CCN(CCCCN2CCn3c(cc4ccccc43)C2=O)CC1,9.06
CCCN1CCc2cc(OCCF)cc3c2C1Cc1ccc(O)c(O)c1-3,8.72125
CCCCCN1CCN(C(CC(=O)c2ccccc2)C(=O)c2ccccc2)CC1,5.0
c1ccc(CN2CCC(n3cc(-c4ccccc4)nn3)CC2)cc1,5.89
Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,6.5
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,7.98
O=C1N(CCN2CCCCCC2)CCN1c1cc(Cl)cc(Cl)c1,8.8
CC(CCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1)CN1C(=O)CCc2ccccc21,7.19
COc1ccccc1N1CCN(Cc2cnn(-c3ccccn3)c2)CC1,7.14267
COc1ccccc1N(C(C)=O)C1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,5.63078
O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(I)ccc2o1,8.11295
O=C(CCCCCN1CCN(c2noc3ccccc23)CC1)c1ccccc1O,6.44
COc1ccccc1N1CCN(CCCNC(=O)c2cccc(I)c2)CC1,6.52
Cc1c(-c2ccccc2)n(C)c(=O)n1C1CCN(Cc2ccccc2)CC1,6.85
CN1CCc2ccccc2Cc2ccccc2CC1,7.32331
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,5.96
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C,9.6
Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6cc5CC4)n3C)cccc2n1,7.50004
COc1ccccc1N1CCN(CCCCNc2ccccn2)CC1,6.70333
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)C1CCCCC1,7.91009
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(COCCOCCOCCOCCOCc3ccc(C(=O)NCCCCN4CCN(c5ccccc5OC)CC4)cc3)cc2)CC1,9.06
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1CCc2c(F)cccc2C1,9.60033
COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,6.03
COc1ccccc1N1CCN(Cc2cn3c(-n4cccn4)cccc3n2)CC1,6.0
Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,8.80134
CN1CCCC(CN2c3ccccc3Sc3cc(-c4ccccc4)ccc32)C1,5.6
CC(C)(C)c1nc(N2CCN(CCCCn3cc(Cl)c(=O)[nH]c3=O)CC2)cc(C(F)(F)F)n1,8.64
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccncc1,8.7
CC(C)c1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,8.2
COc1ccc2c(c1)CCC1CN(CCC3CCC(NC(=O)c4ccnc5ccccc45)CC3)CCN21,7.79588
O=Cc1cnn2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc12,8.7
CCN1CCCC1CNC(=O)c1c(OC)ccc(I)c1O,8.38
COc1cc(CN2CCN(C)CC2)ccc1OCCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,6.66
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1c[nH]c2ncccc12,6.89279
COc1ccccc1N1CCN(Cc2cn3cc(C)cc(-n4cccn4)c3n2)CC1,5.62
Cn1cnc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1,5.54
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,6.17
Cc1ccc(-c2nnc(SCCCN3CC4CC4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,9.10018
Cc1c(-c2ccc(Cl)cc2)noc1C1CCN(CCc2ccccc2)CC1,6.32
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3n2)CC1,8.18
CC#CC1=CCC(N(CCC)CCCCn2cc(C)nn2)CC1,6.55284
O=C(CCCN1CCN2c3ccccc3CCC2C1)c1ccc(F)cc1,7.08
O=C1COc2cc(CN3CCN(c4ccccc4)CC3)ccc2N1,7.98
Fc1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,5.47
COc1ccccc1N1CCN(CC=CCNC(=O)c2cc3ccccc3s2)CC1,8.96257
c1ccc(CN2CCC(c3cc(-c4ccccc4)n[nH]3)CC2)cc1,5.85
Cc1ccc(C)c(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1,8.60206
CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,5.52
O=C(NC1CCC(CCN2CCN(c3ccccc3)CC2)CC1)c1cccs1,7.6
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1Cl,8.89
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,8.52288
CN1C2CCC1CC(OC1c3ccccc3Cc3ccccc31)C2,6.71
C#CC(C#C)=C1CCC(N(CCC)CCC)CC1,5.36
CCCN(CCN1CCN(c2ccccc2)CC1)C1C[C]=C(N=[N])CC1,7.39041
Clc1ccc(N2CCN(Cc3cnc4ncccn34)CC2)cc1,5.18
CCCN(CCC)C1Cc2ccc(O)cc2C1,7.85
O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccc(C(F)(F)F)cc1,6.6
