SMILES,pXC50
N#CCCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncccn4)cc23)CC1,6.3
O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,6.12
CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1,6.76
COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCC(C1)N2Cc1ccco1,7.78
Fc1ccc(Nc2nc(N3CCOCC3)nc3[nH]ncc23)cc1,5.6
CN(c1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)cc1)S(=O)(=O)c1ccc(Cl)cc1,5.55021
CN1CCN(C2=C(C=O)n3c(C=O)ccc3Sc3ccccc32)CC1,5.64
CC(N)Cc1c2c(c(CO)c3c1OCC3)OCC2,9.0
O=S(=O)(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2cccnc2c1,7.20066
O=S(=O)(c1ccc(C=Cc2ccccc2F)nc1)c1ccccc1F,8.59
Cn1nccc1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCC(O)CC1,9.38
CC(N)Cc1c2c(c(CC(=O)O)c3c1OCC3)OCC2,6.98297
O=C(NC1CCN(Cc2ccc(Cl)cc2)CC1)c1cccc2ccccc12,5.48
CC1CC(=O)Nc2c(CCN3CCN(c4nsc5ccccc45)CC3)cc(F)cc21,9.77
O=C1c2c(cccc2C2CC2)CC2CNCCN12,7.14
O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4CCCO5)CC3)nc2N1,8.89
O=C(c1ccco1)N1CCN(CCCCOc2ccc(F)cc2)CC1,5.33
Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,6.0
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1F,7.77469
O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1,8.13077
CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,6.0
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4=C(Cc5c(Br)[nH]c6cccc4c56)N(C)C3)(C(C)C)C(=O)N12,8.0
CNc1nc(-c2ccc(CCN3CCN(c4nc5ccccc5nc4Cl)CC3)cc2)c(C)s1,4.65
COc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,9.50031
COc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1N1CCN(C)CC1,5.35154
c1ccc(COc2noc3c2CCNCC3)cc1,6.62
O=C(NC1CCN(Cc2ccccn2)CC1)c1ccc2ccccc2c1,6.2636
Brc1cccc2[nH]c3c(c12)CCNC3,7.1
O=C(O)C1CCCN(C2CCC3(C2)C(=O)c2cc(Cl)ccc2Oc2ccccc23)C1,5.7
CCC(C)N1CCN(c2ccc(O)cc2)CC1,7.34
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ncncc21,6.51
CCOc1ccccc1-c1ccc2c(c1)N1CCNCCC1C2,5.8
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)C)n1,6.95
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,8.15
COc1cc(CCNCc2ccc(N)cc2)c(OC)cc1Br,7.8
O=c1ccc(-n2ccnc2)nn1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,6.78
N#Cc1cccc(N2CCN(CCCCCC(=O)NC3CCCc4ccccc43)CC2)c1,6.04144
N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12,9.32
CN1CCC(N(C)S(=O)(=O)c2ccc(I)cc2)CC1,6.8
Oc1cc2c(cc1CN1CCN(c3ncccn3)CC1)OCO2,6.97392
O=S(=O)(c1ccc(F)cc1)N1CCN(CCc2ccc(F)cc2F)CC1,8.36
COc1ccc2c(c1)CC1CNCCN1C2=O,5.77
Cn1c2c(c3ccccc31)CN(CCCC(O)c1ccc(F)cc1)CC2,6.8
Cc1cccc(N2CCN(CCCC(=O)N=CC3Nc4ccccc4C(=O)N3c3ccccc3)CC2)c1C,5.96
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2cn1,7.46
Fc1ccc(CCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1,7.09151
COc1ccc(S(=O)(=O)NC(C)CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,5.74
Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1,6.42
O=C(O)C1C2CN(C3CCC4(Cc5ccccc5Cc5ccccc54)C3)CC21,6.2
CC(N)Cn1ncc2cc(Cl)c(Cl)cc21,7.96
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1C,7.27
O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2nc(N3CCCC3)sc21,6.55
CC(=O)c1cccc(NC(=O)NC2CCCCC2CN2CCCC(Cc3ccc(F)cc3)C2)c1,6.04
CN1CCN(c2nc3ccccc3c3c2ccc2ccccc23)CC1,6.04
CNCCc1c[nH]c2ccc(O)cc12,5.76221
NC1CCc2cc(O)c(O)cc2C1,7.88339
CCCN(CCC)C1CCc2cccc(O)c2C1,5.64
Cc1cc(-c2ccoc2)nc(N2CCN(C)CC2)n1,7.30103
COc1cc(CC(C)N)cc(OC)c1CCCc1ccccc1,8.4
N=C1NC(=O)C(=Cc2c[nH]c3cc(Br)ccc23)N1,5.5
NC1=NC(=O)C(=Cc2c[nH]c3cc(Br)ccc23)N1,5.50473
Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,5.8
c1ccc2c(c1)Cc1ccccc1C21CCCNC1,7.0
O=C1C2CCCN2C(=O)N1CCCCNCCOc1ccc2ccccc2c1,6.37469
CNCc1ccc(Cl)cc1Oc1ccc(C)c(Cl)c1,8.04
COc1cc(Br)c2c3c1C(CN)CCC3CO2,8.06048
Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4ccccc4)n(-c4ccc5c(c4)OCCO5)c3C)CC2)c1C,7.72125
O=C1c2ccccc2CC2CNCCN12,6.49
COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1c(Br)cnn1C(C)C,9.60033
CCn1c(=O)cc(SCC(=O)NCCCN2CCN(c3ccccc3F)CC2)c2ccccc21,7.7734
NCCCC1c2ccccc2Cc2ccccc21,7.49485
COCc1ccc2c(n1)N1C(C)CNCC1C2,6.25
CCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,6.41005
O=C(c1ccc(F)cc1)C1CCN(CCC2Cc3ccccc3C2=O)CC1,8.12
O=S(=O)(c1ccccc1F)N1CCC(CCc2ccc(F)cc2F)CC1,8.00436
O=C(NC1CC2CCC(C1)N2CC1CCCO1)c1cccc2ccccc12,6.4045
CCOC(=O)c1cc2cc(OCCCN3CCN(c4ccc(OC)cc4)CC3)ccc2[nH]1,5.0
O=C(NC1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1,6.13077
Clc1cccc2cc3n(c12)CCNC3,6.48149
Cn1cc(I)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1,8.35
CN1CCN(C2=Nc3cc(Cl)ccc3Oc3ccccc32)CC1,7.96
COCc1coc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc2c1=O,8.85387
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCOc1ccc(F)cc1,6.63
Cc1cccc(N2CCN(CCCCCCN3CCN(c4ccccc4)CC3)CC2)c1,8.0
O=C(CCCN1CCN(CCC2CCc3sccc3C2=O)CC1)c1ccc(F)cc1,6.83
CC(C)N1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12,8.12494
Cn1c(=O)c2c(nc3n2CCCN3CCCN2CCN(c3ccccc3)CC2)n(C)c1=O,6.375
CC1CN(Cc2ccc(CN3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)CC(C)O1,5.48
CCN(CCCCN1CCC2CCCCC2C1)S(=O)(=O)c1cccc2cccnc12,5.20197
CN(C)Cc1ccccc1Oc1ccc(F)c(F)c1,6.0
O=C(NCCCN1CCC(c2nc3ccccc3o2)CC1)C1COc2ccccc2O1,7.06
CN(C)CCc1sc2ccccc2c1Cc1ccc(F)cc1,10.0
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1,8.32331
COc1cc2c(cc1OCCN(C)C)N(C(=O)c1ccc(-c3ccc(-c4noc(C)n4)cc3C)cc1)CC2,6.5
OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1,8.61083
Nc1c(F)cccc1C(=O)CCCN1CCC2C(C1)c1cccc3c1N2CCCS3,8.12
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1c[nH]c2ccccc12,5.32
CN1CCN(c2nc3ccccc3c3c2oc2ccccc23)CC1,6.35
CC(C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,4.67
Cc1cccc(C2CC2CN)c1C,6.4437
CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,6.25259
O=C(O)C1CN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)CCN1,6.5
CN1CC(COC(=O)C2CCCCCC2)=CC2c3cccc4[nH]cc(c34)CC21,7.97
Cc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1F,6.98297
CN1C(=N)N(C)C(=Cc2c[nH]c3ccccc23)C1=O,6.2233
COc1cccc(N2CCN(Cc3cn(-c4ccccc4)c(-c4ccccc4)n3)CC2)c1,5.63
O=S(=O)(c1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1)N1CCOCC1,6.32
Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1CC(C)C,6.48
COc1cc(OC)cc(C(=O)NC2CC3CCC(C2)N3Cc2ccco2)c1,6.03
c1ccc(C2Oc3ccccc3OC2COCCCN2CCC(c3nc4ccccc4s3)CC2)cc1,7.72125
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1NCCN(C)C,8.30016
CC(C)n1cc2c3c(cccc31)C1C=C(COC(=O)C3CCCCCC3)CN(C)C1C2,7.77
Cc1ccccc1CC=C1N=C(N2CCNCC2C)CC(=O)N1C,5.0
NC(=O)OC(CCN1CCN(c2cccc(Cl)c2)CC1)c1ccccc1,7.21112
O=C(NC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1ccc2ccccc2c1,6.56
O=C(c1ccc(F)cc1)C1CCN(Cc2cccc(I)c2)CC1,7.9
CC(C)(CN1CCN(C2=Cc3ccccc3Cn3cc(Cl)nc32)CC1)C(=O)O,7.3
CCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCN1CCN(c2cccc(Cl)c2)CC1,7.60206
Cn1c2c(c3cc(Cl)ccc31)CN(CCCOc1ccc(F)cc1)CC2,6.89
CN1CCC(=C2c3ccccc3CCc3ccccc32)CC1,8.05
NC(=O)OC(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccccc1,5.68
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccs1,8.02228
CCN(CC)c1nc(Nc2ccc(Cl)cc2)c2cn[nH]c2n1,5.72262
Fc1ccc(-c2nc(Cc3ccccc3)nc3c2CNCCC3)cc1,6.89
CN(C)CCCC(c1ccccc1)c1ccccc1,5.94
COC(=O)C1(c2ccc(C)cc2)CC1CN1CCC(O)(c2ccccc2)CC1,5.50183
Fc1ccc(-c2nc(Cc3ccccc3)nc3c2CCNC3)cc1,8.05
CC(N)Cc1c2c(c(Br)c3c1OCCC3)OCC2,8.28
O=C(O)CC1CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1,7.70006
CN1CCN(C2CC(c3ccc(F)cc3)c3cccc(F)c32)CC1(C)C,8.01
CN1CCN(C2CC(c3ccccc3F)c3ccc(Cl)cc32)CC1(C)C,7.68
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)cc12,7.83
CN1CCN(CC2CC3c4ccccc4Cc4ccccc4N3O2)CC1,6.55
Cn1c2c(c3cccc(Cl)c31)CN(CCCOc1ccc(F)cc1)CC2,6.68
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1,7.12033
CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4nsc5ccccc45)CC3)c21,9.36
COc1cc2c(cc1OC)C1Cc3cc(C)cc(C)c3CN1CC2,4.76
COc1cccc(OC)c1-c1cccc2c1CCC(N(C)C)C2,5.8729
FC(F)(F)c1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,5.55424
c1cc2c3c(c1)C1CNCCC1N3CCCS2,6.79048
CC(C)=C1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,6.08
COc1ccccc1N1CCN(CCCCOc2cc3c(cc2Cl)C2=CCCC2C(=O)O3)CC1,7.44
c1cc2c3c(ccc2o1)CCNCC3,7.34
COc1ccccc1N1CCN(CCCCn2c(O)cc(NC(=O)C3CCCCC3)c2O)CC1,6.74
CNC1Cc2cccc3ncn(c23)C1,6.25
COc1cc(CC(C)N)c(OC)cc1I,10.0
CCn1cc(Cl)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1,8.59
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c12,8.66
Cc1[nH]c2ccc([N+](=O)[O-])cc2c1C1=CCNCC1,6.0
Brc1cccc2c3c([nH]c12)C=NCC3,6.9393
O=c1cc(C(F)(F)F)c2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2o1,6.64302
Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccc(Cl)cc4Cl)CC3)ccc21,6.05
CC1CC2CNCC2N1c1nccc(C(F)(F)F)n1,7.60206
CCCN1CCC(COc2nc3c(I)cccc3c3ncccc23)CC1,5.74
Cn1nccc1-c1cc(NC(=O)Nc2ccc(F)cc2F)ccc1OCCN1CCCCC1,8.49
Cc1cc(=O)oc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,6.85418
O=C(c1ccco1)N1CCN(CC2CC3C=CC2C3)CC1,5.53
COc1c(C)nc(C)nc1C(=O)NCCCN1CCN(c2cccc(C)c2C)CC1,6.13
O=C(CNCc1cccs1)Nc1cc(S(=O)(=O)N2CCCC2)ccc1Cl,4.73462
Cn1cc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)cn1,6.89
O=[N+]([O-])c1cccnc1N1CCN(Cc2ccc3c(c2)OCO3)CC1,8.01011
CCN(C)CCc1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[nH]c2ccccc12,9.72
O=C(c1cnn2cccnc12)N1CCN(CCc2ccc(F)cc2F)CC1,8.42022
NCC1Cc2ccccc2-c2ccccc21,6.15
CCN(CC)C(=O)NC1Cc2c(cc3c[nH]c4c3c2C=CC4)N(C)C1,9.06
NCC1c2ccccc2C=Cc2ccccc21,5.38458
O=C1Oc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc2C2=CCCC12,6.73
O=C1Cc2cc(OC3CN(c4c5c(nc6ccnn46)CCNCC5)C3)ccc2N1,6.12
COc1cc(CCCc2ccccc2)cc(OC)c1CC(C)N,8.52
COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1,5.1
O=C(c1cnc2ccccn12)N1CCN(CCc2ccc(F)cc2F)CC1,8.77
CCCN(CCC)C1CCc2ccc(O)cc2C1,8.42022
NC(=Nc1ccc2c(c1)CCN2C1CCNCC1)c1cccs1,4.4
COc1cccc2c1cc1c(=O)n(CC(=O)N3CCC(C)CC3)nc(C)n12,4.87
COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)CC21,4.79
COc1ccc(CN2CCC(NC(=O)c3ccc4ccccc4c3)CC2)cc1,6.82102
CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,5.85
Cn1nccc1-c1cc(NC(=O)c2ccc(F)cc2F)ccc1OCCN1CCOCC1,8.07
NCC1CC1c1ccc(F)cc1F,6.26201
O=C(c1ccco1)N1CCN(Cc2ccc(Br)cc2)CC1,5.65
COc1ccccc1N1CCN(CCCN2C(=O)CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,5.3
COc1cccc(C(=O)Nc2ccc(OCCN3CCN(S(C)(=O)=O)CC3)c(-c3ccnn3C)c2)c1,7.55284
CC1CNCCc2cc(OCc3ccccc3)c(Br)cc21,7.66
COc1cc(CCNCc2ccc(Br)cc2)c(OC)cc1Br,9.4
CCC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,9.60206
CN1CCN(C2=Cn3c(C=O)ccc3Sc3ccccc32)CC1,7.7
CC(C)NCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,6.96
COc1ccc(NC(=O)N2CCN(c3ccc(SC)cc3)CC2)cc1N1CCN(C)CC1,5.87452
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(Cl)c(Cl)c1,8.31
CN(C)CCc1c[nH]c2ccc(CN3CC(C)(C)NS3(=O)=O)cc12,5.0
Cn1c(=O)c2c(nc3nc(NCCN4CCN(c5cccc(Cl)c5)CC4)ccn32)n(C)c1=O,6.63
CC1CCCCN1CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,7.05061
Cc1c(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cccc1NC(=O)c1ccc(-c2cccc(C(N)=O)c2)cc1,5.13
Cc1cc(=O)oc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc12,7.0
COc1cc(Br)cc(CN2CCN(c3ncccn3)CC2)c1O,5.99268
Fc1ccc(OCCCN2CCN(c3ccccn3)CC2)cc1,7.74473
Cc1nc(-c2nc(-c3c(C(=O)NNC(=O)Nc4cccc(Cl)c4)noc3C)cs2)cs1,5.21
NC(=O)OC(CCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1,6.18046
COc1ccc(CCCC2CCCCC2)cc1CCN,6.42
Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1,6.62
O=S(=O)(c1ccc(F)cc1)c1ccc(C=Cc2ccc(F)cc2)cn1,7.55284
Cc1cccc(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,8.68
NCCc1cnc(CCC(c2ccccc2)c2ccccc2)[nH]1,5.19
COc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1-c1c(Br)cnn1C,9.60033
CN1CCC(C(Oc2ccc(F)cc2)c2ccccc2)CC1,7.35
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,6.64207
Cn1c2c(c3ccccc31)CN(CCCC(=O)c1ccc(F)cc1)CC2,8.22
COc1ccc2c(c1)CCc1ccccc1C2CN,6.1
O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1,7.25181
NCC1c2ccccc2CCc2cc(Br)ccc21,7.43
CN(C)CC1CC2c3ccccc3Sc3ccc(F)cc3C2O1,9.62
CCN1CC=C(C2=Cc3ccccc3Oc3ccccc32)CC1,8.22
Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(F)cc2F)ccc1OCCN1CCCC1,9.74
COc1cccc2c1CCCC2CCCCN1CCN(c2ccccc2)CC1,6.38
CNc1nc(O)c(C=C2C=Nc3ccc(Br)cc32)[nH]1,6.17005
Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1,7.85
CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,4.67
O=C(NC1CCN(CCc2ccccc2)CC1)c1cccc2ccccc12,6.27
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,8.6
COc1cc(CCNCc2ccc(I)cc2)c(OC)cc1Br,9.4
COc1cc(CCCc2ccccc2)ccc1CCN,7.92
COc1cccc2[nH]c3c(c12)CCN(CCCCNC(=O)C1=NCc2ccccc2C1)C3,6.83
Cn1c(=O)c2c(nc(O)n2CCCN2CCc3ccccc3C2)n(C)c1=O,5.1
COc1ccccc1N1CCN(CCCN(CC2CC2)S(=O)(=O)c2cccc3cccnc23)CC1,6.25104
CC1CC2(C)CC(=O)C1c1c2c(O)n(CCCCN2CCN(c3ccccn3)CC2)c1O,6.24
CCCCN1CCC(COc2nc3ccccc3c3cn(C)cc23)CC1,6.0
O=C(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1nsc2ccccc12,6.7
COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1,7.43
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2ccccc21,8.56067
c1ccc(N2CCN(CCCCCCN3CCN(c4ccccn4)CC3)CC2)cc1,7.41
O=C(CCCCCN1CCN(c2noc3ccccc23)CC1)c1ccccc1O,8.1
COc1ccccc1N1CCN(CC2CC(=O)c3ccccc32)CC1,6.21
COc1ccccc1N1CCN(CCC(O)c2csc3ccccc23)CC1,6.6
CN1CC(C)(C)N2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12,8.284
NC1c2ccccc2Cc2ccccc21,4.92
CN1CCN(C2CC(c3ccccc3)c3ccc(Cl)cc32)CC1(C)C,8.49
O=C(Nc1cccnc1)N1CCc2cc(Cl)ccc21,5.6
