SMILES,MAOB_Activity,MAOB_pIC50
CC(C)(C)c1ccc(NCCN2CCN(c3ccccn3)CC2)cc1,0.18687397241592407,-4.231755199158677
CC(C)c1cccc(NC(=O)c2ccc(NC(=O)N3CCCCC3)cc2)c1,0.1459496170282364,-3.5258595630155556
CC(NC(=O)CN1CCN(C(C)C)CC1)C1CCCN1C,0.00041511846939101815,-4.348199442345971
Cc1nnnn1-c1ccc(NC(=O)c2ccc(F)cc2Cl)cc1,0.013079121708869934,-3.460068623606767
C[C@@]12[C@H](CC=C3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@@]2(C)[C@H](O)C[C@]1(O)C(=O)CO,Invalid SMILES,Invalid SMILES
CC(O)=Nc1ccc(S(=O)(=O)N(C)C)cc1,2.471238758516847e-06,-4.21120674357745
CS(=O)(=O)c1ccc(O)c(N2CCN(c3ccccn3)CC2)c1,0.419842928647995,-4.584012932468211
OC1=Nc2cc(Cl)ccc2[C@@H]2C1c1ccc(F)cc1,Invalid SMILES,Invalid SMILES
C[C@@H]1O[C@@H]2[C@H](O)C[C@@H]1[C@@H]3CC[C@H]4CC(C3)CC2(C)[C@H]1CC[C@]1(O)C(=O)CC(=O)CO,Invalid SMILES,Invalid SMILES
C=CC1,Invalid SMILES,Invalid SMILES
CC1=C(c2ccccc2)C[C@@H](C(Cl)(Cl)Cl)N=C(O)N1,0.0007592244655825198,-3.9900999511118944
CN1CCN(C(=O)CCc2nc(C3CC3)no2)CC1,0.07804536074399948,-4.2292921713736265
CC[C@@H]([C@@H](C)C)N(C)Cc1cccc(CN=C(O)N2CCN(Cc3ccccc3OC)CC2)c1,0.3714136779308319,-3.68012816981976
CCCCc1noc(CCC(=O)N2CC(C)C(C)C(C)(C)C2)n1,0.31143689155578613,-4.250638711666766
CCC1(CC)[C@H]2C=C3N4CC=C(CO)[C@H]4C(=O)C=C[C@]3(C)[C@@H]2(C)C1CC,Invalid SMILES,Invalid SMILES
CCN1CCN(C(=O)C(C)(C)C)CC1,0.0043145217932760715,-4.193771561650841
C#CCN[C@H]1CCC23CCC4=CC(=O)C(C(=O)OCCC)C4(C)C3CCC2(C)C1,8.553968655178323e-05,-4.229796293658135
CCN1CCc2nn(CCN=C(O)CSc3nc(C)cc(O)n3)c(=O)cc2C1,0.3933172821998596,-4.774277601979342
CN1CCN(C(=O)C2CCCCN2S(=O)(=O)c2ccc3c4c(c2)CC(C)(C)C4)CC3)CC1,Invalid SMILES,Invalid SMILES
CSCC1CCc2[nH]c(=N)sc2C1,0.009090525098145008,-4.435472794928696
COc1ccc(N(C)C2CCCCN2S(=O)(=O)c2cccc3nonc23)cc1,0.017206527292728424,-4.210596928772503
CN1CCC2(CCc3ccccc32)c2nc3cccnc3n(CC(O)=NCCSc3cccc(OC(F)(F)F)c3)c2C1=O,Invalid SMILES,Invalid SMILES
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@]12C,4.517968638095837e-11,-4.6602621631102785
Brc1ccc(-c2ccc3c(c2)CCN3)cc1,0.08507101982831955,-4.605623050631102
CC(C)c1cc(F)ccc1OCC(O)CN1CCN(CCOc2ccccc2)CC1,0.8400283455848694,-4.234097342144461
CN1C(=O)C(O)=NC(=O)C1(O)CCN1C(=O)[C@H](c1ccc(Cl)cc1)N2CC1(O)CCC2,0.006190595682710409,-3.7600179115348675
CCN(CC)C(=O)C1c2ccccc2CCN1Cc1cccc(C)c1,0.0025687303859740496,-4.164684391937657
COC(=O)CC1=C(C)N(C)C(=O)N2C(C)=C1c1cccc(OC)c1O,Invalid SMILES,Invalid SMILES
CN1CCN[C@H]1CCN[C@@H]c1nc(O)c2c(n1)CCc1c(O)nc(=O)n2C,Invalid SMILES,Invalid SMILES
CC1(C)O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,4.1991785049155794e-11,-4.561397836893041
CCCN(CC)C[C@H](C(=O)O)Cc1ccccc1,0.00692480243742466,-4.856425030678584
Clc1ccc2c(c1)C1(CC3C4CCC(CC4)C3)CCN(Cc3ccc(Cl)cc3)C1)[C@@H]2,Invalid SMILES,Invalid SMILES
CCC(C)C1(CC)Oc2cc(OC)cc(OC)c2N(C)C1=O,0.9448431730270386,-3.715286778576094
Cc1cccc(OC(C)C(=O)OCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3[C@H](O)[C@@H](O)C[C@]2C)[C@@]1,Invalid SMILES,Invalid SMILES
CC(=O)Oc1ccc2c3c1O[C@@H]1CC[C@H](OC(C)=O)C=C4C[C@H](OC(=O)COC(=O)C[C@]4(C)(C)C)C[C@@]314C,Invalid SMILES,Invalid SMILES
CN1C[C@@H](CSc2cccc(F)c2)C(=O)c2ncn(C3OCCO3)c21,0.16567055881023407,-3.7904444113128966
COc1ccc2c(c1)nc1c(N(C)CCCN1CCCC1)c(=O)n(C)c(=O)n2C,Invalid SMILES,Invalid SMILES
COc1cc2c(cc1CCNCCCNS(c1ccccc1)C(C)C)OC(C)(C)C2,9.797431994229555e-05,-4.097673863758432
CN(C)Cc1cc(C(F)(F)F)c2nc3c(cnn3-c3ccc(F)cc3)c2c1,Invalid SMILES,Invalid SMILES
CC1(Cc2ccccc2)OCC(O)CN1,0.002568512922152877,-2.9948395530423744
OC(=Nc1ccccc1Cl)N1CCCC1,0.2125341296195984,-4.160424509626215
CC(=O)N1CC[C@@]23CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@@H](O)C[C@]21,6.8697877395607065e-06,-5.2232213664306855
Cc1c(CCC(=O)O)cc(C=Nc2ccccc2)n1C,0.012247474864125252,-4.0391905329836675
C=CCN1C(=O)C(CCNc2ccccc2)N=C1O,0.08593561500310898,-4.815166395257653
CC(C)(C)[C@H](O)C(O)=NC[C@@H](O)C[C@@H](Cc1ccccc1)N=C(O)C1CCCC1,0.00013888091780245304,-3.408832091511261
CN1C(=O)CCc2cc(NC(=O)c3ccco3)ccc21,0.1067003682255745,-4.337132602330979
CCOc1cccc2oc3c4c5c(cccc512)C(=O)CC(C)(C)C[C@H]5CC[C@@]5(C)[C@@H]3[C@@H](O)[C@H]1O,Invalid SMILES,Invalid SMILES
N=c1ncn(CC2OC(O)=Nc3ccccc32)[nH]1,0.1641010046005249,-4.775437279263113
CCN1CCN(C2=C(C)C(c3ccc(OC(F)F)cc3)=Nc3sc4c(c32)CCCc2c(O)nc(O)nc4nc21,Invalid SMILES,Invalid SMILES
NCc1ccccc1OCCn1cc(Cl)c2c(c1=O)OCCO2,0.006128918845206499,-3.192092058221904
Clc1ccccc1CN1CCN(c2ccccc2F)CC1,0.11544811725616455,-4.629016873014518
CC1SC2CCC1CN2Cc1ccccc1C(F)(F)F,0.0023166697937995195,-3.2909137888831848
CCO[C@]12C[C@@H](C(=O)CCC3(C)[C@H]4CCCC5(C)[C@H]4C(=O)CC[C@@]3(C)[C@H]2[C@]2(C(=O)CO)O1,Invalid SMILES,Invalid SMILES
COC(=O)[C@]12CCC[C@@H]1CC3CC(C4CCC(=O)CC4)CC1C3C(=O)COC(=O)CCC25C,Invalid SMILES,Invalid SMILES
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,2.6839333706896173e-12,-4.5402319703674525
CN1CC(C#N)C(c2ccccc2)c2ccsc21,0.009267326444387436,-2.969480780918452
CC(C)c1ccc(NC(=O)N2CCOC[C@@H]2)cc1,0.012752138078212738,-3.691786855277646
COc1ccc2c(c1)[C@H]1CCC[C@@H]1N2CC(=O)N1CCN(c2ccccc2F)CC1,0.16141287982463837,-4.077803179842281
Clc1ccc(OCCN[C@H]2CC2)cc1,0.0018642330542206764,-4.753370249230564
N=C(O)CC1NCCc2c1cc(Cl)cc2Cl,7.742594607407227e-05,-4.799298958491257
CC(=O)c1c(C)[nH]c(C(=O)Nc2nc3ccccc3[nH]2)c1C,0.0923091247677803,-4.656299918777571
CC(=O)OCC(=O)C1(OC(C)=O)CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@@H](O)C[C@]21C,3.086719102540769e-09,-4.783300835455385
OC(=NCCNCCc1ccccc1)c1ccc(Cl)cc1,0.017757412046194077,-4.701080222445236
O=C1N=c2[nH]c(N3CCN(c4ccccc4Cl)CC3)[nH]c(=NCCN3CCCC3)c21,Invalid SMILES,Invalid SMILES
COc1cccc2ccc3c1OC1(O)CC[C@@H]4C3CC[C@H](O)CC21,Invalid SMILES,Invalid SMILES
CC(C)COC(=O)CSc1nc(=O)[nH]c(Cc2ccco2)c1C#N,0.1575223207473755,-3.4202062892962792
CC(C)C1C(=O)C(O)=NC(=S)N=C1O,0.0008855871274136007,-3.9299104294101888
CCC(=O)OCC(=O)C12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=CF)[C@H]4(C)C3(F)C(F)C(O)CC12C,Invalid SMILES,Invalid SMILES
C[C@@]12CC(=O)[C@@H](N3CCOCC3)[C@@H]1CC[C@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Invalid SMILES,Invalid SMILES
CN[C@@H]1CCc2c(c3c(O)nc4c(-c5ccccc5)cnn23)C1,Invalid SMILES,Invalid SMILES
O=C(O)C[C@H]1[C@H]2C=C[C@@H]1[C@H]1[C@]3(O)CC[C@]4(CC[C@]3(F)[C@@H](O)C[C@]2(C3)C[C@@H](O)C[C@@]12C,Invalid SMILES,Invalid SMILES
CCN(CC)CCN=C(O)c1ccc(C)cc1,0.03528163582086563,-4.002452335623948
CN(C)c1c[nH]c(=N)sc1,Invalid SMILES,Invalid SMILES
C[C@@H](C)[C@H](O)C[C@H](O)[C@H](CCCc1ccccc1)O.Cl,0.013317307457327843,-2.482322717693645
OC[C@H]1C2CC[C@@]13CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]2(C(=O)CO)O1,Invalid SMILES,Invalid SMILES
Cl.O=C(O)CCNCc1ncccc1Cl,2.2174190235091373e-05,-5.189126298871139
COc1cccc(C(NC(=O)C2=CC(F)(F)CC(C(C)(C)O)O2)c1OC,Invalid SMILES,Invalid SMILES
N#Cc1ccc(NC(=O)COC(=O)CCNCC(=O)c2ccc(F)cc2)cc1,0.0011619599536061287,-4.146474322111967
NOc1c(C(O)=NCC2CCN(Cc3ccccc3)CC2)c(Cl)c(=O)oc2ccc(F)cc12,Invalid SMILES,Invalid SMILES
COc1cc(C(=O)O)cc(OC)c1OC,0.26612308621406555,-4.846261232785679
CN1CC23CCC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1=O,0.02539668045938015,-4.792057142226023
CN(Cc1ccc2c(c1)OCO2)C(=O)c1ccc2[nH]nnc2c1,0.00967014767229557,-3.9464436310406508
COc1cc2c3c1O[C@]1(O)CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)CC[C@]21C,Invalid SMILES,Invalid SMILES
C=CCN1C(=O)c2ccccc2S(=O)(=O)c2ccccc21,0.5399577021598816,-4.7300175930220325
CC(=O)[C@H]1CC[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@H]1C,7.367336074537434e-09,-4.367205881626287
Oc1cc2c(cc1F)CCNC2,0.0056671747006475925,-4.688550839716958
CCc1noc(CN2CCC(C(=O)c3ccc4c(c3)OCO4)CC2)n1,0.02433544397354126,-4.989073881207523
CC(c1ccccc1)(O)C(=O)CN(C)CCC(=O)O,5.63500689167995e-05,-4.1284433741543785
OCCN1CC[C@@H]2C(O)=NC3CCN(c4ccc(Cl)cc4)CC321,0.07849911600351334,-4.450231848772089
CC1=C2C3C=CC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)=Nc1ccc(F)cc1,0.07145962119102478,-4.291751958612904
CCC(C)c1ccc(O)c([C@@H]2CC[C@H](NC(=O)[C@@H](O)c3cccnc3)CC2)c1,0.007796566002070904,-3.9551754341357612
CN=C(O)Oc1ccc2ccc3cc(N=C(O)C4CCCCC4)ccc3c2c1,0.02667614258825779,-3.6252946615147352
N#CC(C(=O)c1ccn(-c2ccccc2F)n1)c1ccccn1,0.08997341245412827,-3.5962546205374806
CC(C)(C)C(=O)N1CCNCC1,0.0009119639871641994,-3.96327896299036
Cn1cccc1C(=O)c1ccc(OCCN2CCN(c3ccccc3F)CC2)cc1,0.3928733170032501,-3.888649629497919
CC(C)C(=O)c1ccc(C(=O)O)c(N(C)C)c1,0.0982675701379776,-4.305214114589574
CC1CCCCC1N,0.003972211387008429,-3.178597322566648
CC(C)COP(=O)(OCC(O)=Nc1ccccc1C(C)C)C(O)=Nc1cc(C(=O)O)ccn1,0.0001747061760397628,-3.8644463690329296
C[C@]12C[C@H](O)CC[C@@]3(C)[C@H](O)[C@]3(Cc4ccccc4)C1CC[C@@H]1C3,Invalid SMILES,Invalid SMILES
Fc1ccc2nc(CNc3ccc4c(c3)OCO4)cc(Br)c2c1,0.10213537514209747,-3.1187480241897694
CCC1(C)C(O)=N[C@H](Cc2ccco2)C(C(O)=NC(O)=NCC3CC3)=CC1O,0.01388868410140276,-3.7916017607474934
COc1ccc2sc3c(c2c1)C(CC(C)C)NCC3,0.049016617238521576,-3.957769311548126
CCP(=O)(OC)OC,0.06438741087913513,-2.0659522608727046
CC(=O)c1ccc(NC(=O)C(C)c2cc(F)c(F)c(F)c2)cc1,0.16129671037197113,-3.4270322781878217
OCc1ccccc1N1CCN(CCCCCN=C(O)c2cc3cc(Cl)c(OCc4ccccc4)cc3o2)CC1,0.16147644817829132,-4.253819125392328
CCN1CCC[C@H]1c1ccccc1,0.006205778568983078,-3.2442651769503055
CN1CC(COC(=O)c2cc3c(=O)n4c(nc3c2)CCCC4)CC1=O,Invalid SMILES,Invalid SMILES
Cc1ccc2c(c1)N(C)C(=O)C2CNC(=O)c1ccc(C(F)(F)F)cc1,0.1607273817062378,-4.260491721275071
C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)[C@H]1C(=O)CO,3.000745323333831e-07,-4.167734609467251
CN(CC(O)=NCc1ccccc1Cn1cnc2ccccc21)S(C)(=O)=O,9.320714889327064e-05,-4.223916555036524
COc1ccc(CCN=C(O)C2CCCN2C(=O)C2CCOCC2)cc1,0.016814908012747765,-3.647393097091419
CCC(=O)N1c2ccccc2CC1C(=O)N1CCN(c2ccccc2F)CC1,0.6252497434616089,-4.808757213886824
CC(=O)OCC1CO[C@H](Cc2c(C)noc2C)O1,9.193320147460327e-05,-3.3629056182109585
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3C(O)C[C@]12C,2.9133861989549814e-09,-4.558736656051895
Oc1cc(O)c2c(c1)C13CC4CC(CC(C4)C1)C2,Invalid SMILES,Invalid SMILES
CCN(CC(O)=Nc1ccc(Cl)cc1)Cc1cn(CC)nc1C,0.002741913078352809,-4.75960708808352
OCCc1cc2ccccc2o1,0.003908785060048103,-4.176645942825056
CC1C(=O)CC2CCCN3CCC1C2,Invalid SMILES,Invalid SMILES
N#Cc1ccccc1NC(=N)O,1.0818364899023436e-05,-5.184925062023126
Cc1ccc(N=C(O)C(C)C)cc1S(=O)(=O)N(C)CCN1CCN(c2ccccc2F)CC1,0.0927007719874382,-4.11516352552363
CN(CC(O)C(Cl)(Cl)Cl)C(F)(F)F,0.009918421506881714,-2.629257088536419
Cl.OCCSCc1ccc(O)c2ccccc12,0.0010744085302576423,-3.8355116530209816
Cc1cccc2sc(N3CCN(C(=O)Cc4ccc5c(c4)C(C)(C)CC3)nc12,Invalid SMILES,Invalid SMILES
COc1ccccc1CNC(=O)c1cc(OC)ccc1OCc1ccccc1,0.27452653646469116,-4.30186446214504
OCCOc1cccc(CCNCC2Oc3ccccc3N2C2CCCC2)c1,0.16511794924736023,-3.7046353983796614
OC(=NC1=NCCN1)c1cc2c(Cc3ccccc3)cccc2n2c(SCc3ccccc3)nnc12,0.014407259412109852,-4.410682018003488
OCCN1CCN(c2nc(-c3ccc(Cl)cc3)nc3ccccc23)CC1,0.07144519686698914,-3.3665363176039222
CN(C)c1ncc(N2C(=O)C3CCCCC32)c(C(=O)N(C)C)n1,0.22683188319206238,-4.127117561950534
CCc1ccc(C(N)=O)cc1,0.07897952944040298,-4.947678351919315
Cc1ccc(C)c(OCCCN2CCN(c3ccc(F)cc3)CC2)c1,0.15496711432933807,-4.011004036703936
COC(=O)C1(Cc2ccccc2)C[C@@H](CO)[C@H]2CCC3(C)[C@H](CCC(=O)CC(=O)O3)O21,Invalid SMILES,Invalid SMILES
Cc1ccc(NC(=O)C2CCCN(C(=O)OC(C)(C)C)C2)cc1F,0.06596649438142776,-4.1202318657696235
Cc1ccc(O)c(N=C(O)[C@@H]c2nnc(-c3ccccc3)o2)c1,0.0006411743233911693,-3.4491257721899413
COc1cccc(C(=O)N2CCN(C)CC2)c1O,0.2671341896057129,-4.667203564313553
Cn1c(=O)c2c(nc3n2CCN(Cc2ccccc2)C3)n(C)c1=O,0.32163676619529724,-4.005961833711837
CCOC(=O)C1=C(C#N)C(C(=O)N2CC(=O)N(CC)CC2C)C(C(=O)OC)=C1C,0.7260189652442932,-4.408738223102854
Cc1cccc(C)c1NC(O)=N[C@H]1C[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,9.172037351845574e-08,-4.859491093918352
COc1ccc(F)cc1C(O)=NCC(=O)N(Cc1ccco1)C(C(=O)OC)c1ccccc1,0.025393452495336533,-4.340655250724733
C(=CCc1cccc(O)c1)C[C@@H](O)CCCC1CCCO1,0.005231908056885004,-4.180708815585261
C=CCn1c2c(ccc1=O)CC(NCC)CC2,0.0008264848147518933,-4.752904189322041
CN(CC(O)=Nc1ccc2c(c1)OCO2)S(=O)(=O)c1cccc(C(F)(F)F)c1,3.633296364569105e-05,-4.30118538361727
O=C(OCC(=O)N1CC[C@@]2(CC1)OCO2)c1ccc2ncnc(N3CCCC3)c2c1,0.0041269403882324696,-3.4755940299022647
CC(=O)/C1=C2/c3cc(N)ccc3C(c3ccc(Cl)cc3)C2=CC1,0.043471358716487885,-4.055124293031822
COc1ccc2c(=O)ccn(CC(O)=NC3CC=C(C(=O)OC(C)C)CC3)c2c1C(=O)C,0.013899365440011024,-4.728851544782623
CC12CCC(=O)C=C1CCC1[C@@H]1[C@H]2CCC2(C)[C@@H]1CCC2(O)C(=O)CO,Invalid SMILES,Invalid SMILES
CC=CCC1(C)CC(=O)NC2=C(C(=O)OCC)C(=N)O2,Invalid SMILES,Invalid SMILES
CN(C)CCOC(=O)N1CCN(C(=O)CNc2cccc(Cl)c2)CC1,0.18831031024456024,-4.123994078431114
COc1ccc(OC)c(N[C@@H]2CCCN(Cc3ccccc3)C2)c1,0.01598195545375347,-4.841160874403663
CC(C)=CC1N[C@@H]2CC[C@@]12OC(c1cccc3c1OCCO3)[C@@H]2O,Invalid SMILES,Invalid SMILES
OC1OC(O)=NCC1CN1CC1CC1,Invalid SMILES,Invalid SMILES
CN(C)c1ccc(OC2CCCCC2)cc1,0.03229373320937157,-3.1572289944220193
CCN(CC)CCN=C(O)CNc1c(F)cccc1F,0.08716342598199844,-4.200864150532117
COCCNC(=O)c1nn(-c2ccc(F)cc2)c(=O)c2ccccc12,0.4542020261287689,-2.50435013345076
CCOC(=O)C[C@@H]1[C@H]2[C@@H](n3c2cc(Br)c1C)CN(CC)C2,Invalid SMILES,Invalid SMILES
CN1CCOC(C2CN(Cc3ccc(Cl)cc3Cl)CC23CCN(CC2CCC2)C3=O)C[C@H]1Cc1cn(C)c1,Invalid SMILES,Invalid SMILES
C=CCN1C(=O)c2cccc3c2C1C(O)=Nc1c2c(s1)CCCC2,Invalid SMILES,Invalid SMILES
CC(C)c1ccccc1N=C(O)CN1CCN(CC/C=C/c2ccc(Cl)cc2)CC1,0.010379019193351269,-4.579603169341462
CCOC(=O)C(CSc1nnc(-c2cccs2)n1N)C(C)C,0.16014835238456726,-4.17572991375494
OC1=N[C@@H]2CN(Cc3ccccc3)CCC2CC1O,0.0011027130531147122,-4.363408383672038
N=C(O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)cc1,1.1772714060498402e-05,-4.789590112173969
CN1CC2CCC(C1)N2Cc1cnn(-c2cccc(F)c2)c1,0.19588281214237213,-4.648897195043043
CCN(CC)C(=O)[C@H]1CC2CCC(C1)N2CCc1ccccc1,0.04735012352466583,-4.447496830188689
C#C[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4[C@@H](CCCC4)[C@@H](CCCC)C3CC[C@@]21C,6.254279316664224e-10,-4.251796918730006
CC(Sc1nnc(-c2ccco2)o1)C(=O)N1CCN(c2ccccc2)CC1,0.31808626651763916,-4.144848503240754
CN1c2ccc(F)cc2C(c2ccccc2Cl)=NC1=O,0.02151809260249138,-3.020901172259328
CNCCC(O)COc1cc(Cl)cc(Cl)c1Cl,0.03648553416132927,-3.220583553792893
COc1cc2c(cc1OC)[C@@H](CCN1CCN(C(=O)/C=C/c3ccc4c(c3)OCO4)CC1)O2,0.3325345814228058,-3.910579683984274
O=[N+]([O-])c1ccc2c(=O)n(CC(O)=NCCN3CCCCC3)ccc2c1,0.0815238282084465,-3.9362933101692854
CN(CCN1CCCC1)C1=NC(c2ccc3c(c2)OCO3)=N=C1O,Invalid SMILES,Invalid SMILES
Oc1ccc(-c2nn(CCO)c3c2CN(Cc2cccc3ccccc23)CC3)cc1,0.010084453970193863,-4.411164086980022
C[C@@]12C=CS(=O)(=O)[C@@]3(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COCCl,2.9917100619059056e-05,-4.8739569204446065
FC(F)=C(NCc1ccccc1)c1ccccc1,0.0194232240319252,-3.911808461633032
