SMILES,_5HT2A_Activity,_5HT2A_pIC50
C#CCN1CCC(/C=C\c2ccc(OCC)c(OC)c2)CC1,0.0010931596625596285,-4.045934904694724
Cc1cccc(CNC2CCN(c3ccccc3)CC2)c1,0.00433612335473299,-2.5993508115195136
O=C(O)c1ccc(C=c2ccccn2)cc1,Invalid SMILES,Invalid SMILES
C=CCn1c(C)cc(=O)c(O)nc1SCC(=O)N1CCCc2ccccc21,Invalid SMILES,Invalid SMILES
OC(=NC1=NC(=O)C2CC2c2ccccc21)c1ccc(Cl)cc1,0.007499325554817915,-2.157018621932573
CN(C)c1ccc(/C=C/c2ccc(Br)cc2)cn1,0.00416130106896162,-3.7901988819197094
Cn1cc(-c2cc(C(F)(F)F)ccc2Cl)cn1,0.01733916439116001,-1.545972015081353
COc1ccccc1CCNCCc1ccc(Cl)cc1,0.2188260406255722,-2.30701925702203
Cc1nc(C(=O)Nc2cc(-c3nc4ccccc4o3)ccc2C)c(C)s1,0.01569041796028614,-2.0755007168743145
COC(=O)c1ccc2c(c1)C(=O)c1ccccc1-2,0.007945721969008446,-3.1451221003159393
CC(=O)N1CCN(C(=O)CSc2nc(-c3ccc(F)cc3)nc3cc(C)ccc23)CC1,0.02113291807472706,-3.2014106213537334
C=CCOc1cccc(N/C=C2\CCC3(CC2)OCO3)c1,0.012955304235219955,-3.627065610353555
C#Cc1cccc(NCCC(O)=NCC2COc3ccccc3O2)c1,0.02204897813498974,-4.01167374597069
COP(=O)(O/C=C/C(C)=N/Nc1cccc(OC)c1,Invalid SMILES,Invalid SMILES
O#CC1=C(N2CCN(c3ccccc3)CC2)C(=O)N(CCCCn2cccn2)C1,Invalid SMILES,Invalid SMILES
Cc1ccc2c(C)cc(=O)oc2c1,0.016468653455376625,-2.169772830725825
C#CCN(C)Cc1ccccc1,0.005276751704514027,-4.38687963918923
C#CCN(CC=C)[C@@H](C)C1N=C(O)COc2cc(C)cc(C(=O)OC)c21,0.005532112903892994,-4.144399448260532
C#CCN1CCC(/C=C/c2ccc(OCCCCCC(=O)O)c(OC)c2)CC1,0.006261123344302177,-3.911468867353107
C#CCN(C)Cc1ccccc1,0.005276751704514027,-4.38687963918923
CCOC(=O)C1=C(C)N=C(O)[C@@H](CC(O)=NC)C(C=C)C1=O,0.013118615373969078,-4.586387458212306
FC(F)Oc1ccc2[nH]cc(-c3ccccc3)c2c1,0.012654858641326427,-2.7637751954116134
C/C(=N/Nc1nc(-c2cccs2)cs1)C1CC2CCC1C2,0.004590332508087158,-3.048858465999131
Cc1ccc2nc(N)n(CC(=O)N3CCN(c4ccccn4)CC3)c(=O)c2c1,0.10319212824106216,-3.7594577540225123
C#CCn1c(CO)nc2cc(C(O)=NCc3ccccc3)ccc21,0.006542195565998554,-4.0434140720242056
c1ccc(CN2CCN(c3ncccn3)CC2)cc1,0.6862645745277405,-3.916673214727931
O=C(COc1ccc(F)cc1)N(Cc1cc2ccccc2[nH]1)C1CC1,0.015327267348766327,-1.9576358622041528
Cc1ccc(N=C(O)COC(=O)c2cccc(N)c2)cc1,0.008860176429152489,-3.517554002901392
N=c1nc2nc(-c3ccccc3)cc(-c3ccc(F)cc3)c2[nH]1,Invalid SMILES,Invalid SMILES
Cc1cc2nc(C)cc(=O)n2c(C)c1CCC(=O)O,0.019681556150317192,-2.860430556244129
Cc1cccc(N=C(S)C(=O)Nc2ccc(Br)cc2C)c1,0.006744555197656155,-2.085073945008771
Cc1ccc2sc(O)c(C3=NNc4ccccc4S(=O)(=O)N3)c2c1,0.014828325249254704,-2.1333189410387403
CC1=C(C(N)=O)C(c2ccccc2)C(C#N)=C1,0.001783149316906929,-3.7446718244348034
COc1cc(C(=O)Nc2c(C)cccc2C)nc(C)n1,0.01983441784977913,-3.1071463237081387
CCOC(=O)c1csc(N=C(O)C2CC=CCC2)n1,0.023659832775592804,-3.92548961373318
CN1N=C(O)C=C1c1ccc2c(c1)OCO2,0.018883785232901573,-2.5340836124535033
C#CCN=C(O)C1C(=O)OC2C(c3ccc(OC(F)(F)F)cc3)C12C(=O)c1cccc(Cl)c1,0.009287990629673004,-4.043309289211362
COc1ccc(-n2ccnc2-c2ccc(NC(=O)C3CCCN(Cc4ccccc4)C3)cc2)cc1,0.010713621973991394,-2.1891630922726444
N#Cc1ccc(N2C(=O)CN3C(=O)CSc4ccccc43)cc1,Invalid SMILES,Invalid SMILES
C#CCN1C(=O)C(O)(CC(=O)c2ccc(OCCN3C(=O)C4CCN(C)CC4C3=O)cc2)c2c(Cl)cccc21,0.017187748104333878,-2.2172434377945245
C#CCN1C(=O)C2C3CCC4=CC(=O)CCC4(C)C3C(O)CC2C1C,0.016527991741895676,-2.5396250112096403
O=C(Cn1cnc2ccc(F)cc21)N1CCN(C2CCCCC2)CC1,0.032729800790548325,-2.831115213454768
COc1ccc(-n2c(S)nc(-c3ccc(C#N)cc3)c2C#N)cc1,0.03350405767560005,-3.223776311249731
O=C(OCC(O)=NC1CCCC1)c1ccccc1Br,0.004906532354652882,-3.3875625946790024
O=C(O)C1CCCc2ccccc21,0.013705705292522907,-2.509226106665928
COc1ccc(CCc2nc3sc(C)c(-c4ccc(OC)c(OC)c4)c3c(=O)[nH]2)cc1,0.011210385710000992,-3.0765639149050115
C=CCOC(=O)C(Cc1ccc(N)cc1)C(C)C,0.005407007876783609,-3.4507768566349215
COc1cc2c(cc1OC)C(=O)c1ccc(CS(=O)c3ccc(F)cc3)o1,Invalid SMILES,Invalid SMILES
CCOC(=O)c1cnc(Sc2nc(C)nc3sc(C)c(C)c23)nc1OC,0.008769586682319641,-4.06355655273924
O=C(c1ccco1)N1CCN(c2ncnc3c2[nH]c2ccccc23)CC1,0.1628120243549347,-3.288980439122626
OC1(c2cccc(OCC3CC3)c2)CCN(Cc2ccccc2)CC1,0.015090294182300568,-3.018677187297478
Cc1cccc(NC(=O)c2cc3cc(Cl)ccc3oc2=O)n1,0.01464166585355997,-2.9148155228486026
Cc1onc(-c2ccccc2Cl)c1C(O)=NCC/C=C/c1ccccc1,0.0067110746167600155,-3.478484656437244
Cc1ccc(CN2CCN(c3ncccn3)CC2)c(C)c1,0.6597369909286499,-3.5317010260046358
Cc1ccc(C)c(S(=O)(=O)NCc2ccc(Cn3cccn3)cc2)c1,0.007824749685823917,-2.295520535552814
Cn1ccc(C(=O)[C@H]2CCCN(C(=O)c3ccco3)C2)cc1=O,0.024385126307606697,-2.2434759535248188
Cc1nc(-c2cccc(/C=N/Nc3ccc([N+](=O)[O-])cc3)c2)cs1,0.00672660069540143,-2.40350207884782
C#CCN(C)Cc1ccccc1,0.005276751704514027,-4.38687963918923
O=C(NS(=O)(=O)c1ccc(Cl)cc1)C1CCCCC1,0.009100341238081455,-1.5124112891600936
COc1cccc2c1OCC(N=C1NCCN1)C2,0.009997086599469185,-3.4618780583079127
COc1ccc2c(c1)C1/C(=C/c3ccc(F)cc3)C2=O,Invalid SMILES,Invalid SMILES
CCN(CC)CCCC#Cc1ccc2cccc(O)c2c1,0.0035885353572666645,-3.5058723313126365
Cl.O[C@@H](Cc1ccccc1)CN1CCN(CCOc2ccccc2)CC1,0.06395766884088516,-3.659180064783697
CCN1CCC[C@H]1CN=C(c1ccccc1)c1ccccc1,0.0006073539843782783,-2.474277176395669
O=C1OC(C(=O)O)C(c2ccccc2)=C1O,0.0050849514082074165,-3.877412572461874
N#CC1(C(=O)O)CCCc2c1[nH]c1ccccc12,0.01839069463312626,-3.415231974116616
Cc1cccc(C(=O)N2CCN(CCCN=c3ccc([N+](=O)[O-])c[nH]3)CC2)c1,0.052859194576740265,-2.9683467110338126
C#CCNC1=CC(=O)C(c2ccccc2)=NC1c1cccs1,0.005609664134681225,-2.2467920944616653
CCC[C@H](C)C1=N[C@H](C#N)C(=O)N(c2ccc(OC)cc2)C[C@@H]1N1CCOCC1,0.010179410688579082,-2.7461147239915698
Cc1[nH]c2c(C)cc(OCc3cccc4c3OCCO4)cc2c1C,0.01686067506670952,-2.594171316478505
C#CCOc1ccc(/C=C(\C#N)C(=O)c2c[nH]c3ccccc23)cc1,0.008367386646568775,-4.12996400374809
C[C@@H]1C[C@H](C)COC1O,0.04729083925485611,-2.1240166789074
C/C(=N\NC(S)=Nc1ccccc1[N+](=O)[O-])c1ccccc1,0.002354063792154193,-3.5533209443807614
CCCCS(=O)(=O)N=c1cc2cc3ccccc3[nH]c2[nH]c1=N,Invalid SMILES,Invalid SMILES
COc1cc(O)cc(/C=C/C#c2ccc(C#N)cc2)c1,Invalid SMILES,Invalid SMILES
C#CCNC(=O)C(C)(C)Nc1ccc(NC(=O)c2cccc(Br)c2)cc1,0.004077613353729248,-3.2154126948992103
N#Cc1ccc(-c2cccc(Br)c2)nc1,0.005418708547949791,-3.2277244739028914
COc1cc2c(cc1OC)/C(=C/C(=O)O)C\C2,0.01578439772129059,-4.050733823186009
COc1ccccc1-c1cc(C(=O)O)c(C2CCOC2)o1,0.008496162481606007,-3.315661971875312
C#CCN1CCC(/C=C\c2ccccc2Cl)CC1,0.0010713592637330294,-3.4772764300029966
CCOc1ccccc1N1CCN(Cc2cc3ccc(OC)cc3[nH]2)CC1,0.06982654333114624,-3.4218029311774085
Cc1ccc(-c2nc3c(F)cccc3n2Cc2ccccc2)c(C)c1,0.010871749371290207,-1.8131725537823529
COc1cccc(C2(Cc3cc(C)ccc3Oc3ccc(C(=O)N4CCCC4)cc3C2=O)c1,Invalid SMILES,Invalid SMILES
C#CCN(C)[C@H](C)Cc1ccccc1,0.00861305557191372,-3.538434127751456
COc1ccc(N=C(O)Nc2ccn(Cc3ccc4c(c3)OCO4)n2)c(OC)c1,0.012646621093153954,-3.551213197799336
COc1cccc(N=C(C)C)c1/C=C/c1c[nH]c2ccccc12,0.015620351769030094,-3.692055537976349
O=C1CN=C(O)C1N1CCc1c(O)nc(=O)[nH]c1Cc1ccccc1,Invalid SMILES,Invalid SMILES
O=C(O)C(=O)O.O=C(c1ccc(OCCN2CCN(c3ccc(Cl)cc3)CC2)cc1)Cc1ccc(C(F)(F)F)cc1,0.16400256752967834,-3.1198874435705983
O=C1C2CCCN2C(=O)N1CCCOCc1ccc(O)c(F)c1,0.011224569752812386,-1.6870600239365547
c1ccc(Cn2cc(NCc3ccccn3)cn2)cc1,0.005185283720493317,-3.045989163307438
C#CCN(C)[C@H](C)c1ccc(Br)cc1,0.0010586284333840013,-3.227105449285478
CC(C)(C)c1ccc2c(c1)N(CCCN1CCc3ccccc3C1)C(=O)CO2,0.04243424907326698,-2.112923298163108
COc1ccc(CCC(=O)N=c2sc3c([nH]2)CCCC3)cc1,0.024838164448738098,-3.2064587348678697
CP(=O)(OCc1ccccc1)c1c(O)nc(C#N)nc1O,0.010583492927253246,-4.817884932648688
C/C(=N/Nc1nc(-c2ccc(OCCc3ccccc3)cc2)cs1)c1ccccc1,0.007407072465866804,-3.6765122167234985
CCCCN1CCC2(CC1)CC(/C=C/c1cccc(O)c1)[C@H]2C(O)=NCc1ccccc1,0.022298548370599747,-3.6286984758536964
CN(C)CCC1(c2ccccc2)Cc2ccccc2C(=O)[C@H]1C1CCCN(Cc2ccccc2)C1,0.005274532362818718,-2.513364960604769
CN1CCN(c2ccc(Oc3ccccc3)cc2)CC1,0.0172223299741745,-2.47505834569911
COc1ccc(-c2csc(CCC(=O)N(C)CCC(O)=NCc3ccc(O)cc3)n2)c(OC)c1,0.025807572528719902,-3.584032921162078
COc1ccc(/C=N/Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,0.011495272628962994,-2.8661370550989638
O=C(c1ccccc1F)N(CCC(O)CO)C1CC1,0.007849135436117649,-2.4658751396804397
C#CCN(C)[C@H](C)Cc1ccccc1,0.00861305557191372,-3.538434127751456
Cl.Oc1ccc(CCNC2COc3ccc(Cl)cc3C2)cc1,0.49761131405830383,-2.3874886454750395
C#CCN1CCN(CCOc2ccccc2)CC1,0.0038355777505785227,-3.9622527979561983
C#CCN1CCC(/C=C(\C#C)c2ccccc2)CC1,0.0010556625202298164,-4.228180292649622
c1ccc(CCCn2c(C3CCCCC3)nc3ccccc32)cc1,0.004362224601209164,-2.3580109397021243
Oc1cc(O)c2c(c1)C(c1cccc(O)c1)NCC2,0.007479777559638023,-3.128337035562426
CC(CN1CCOCC1)=Nc1ccc(C#N)cc1,0.003116071689873934,-4.338393810610896
COc1cccc(C(O)c2cc(CNC3(c4ccccc4)CC3)on2)c1,0.0021416975650936365,-3.5693911351104983
N#Cc1ccc(-c2ccccc2)c(S(Cc2ccccc2)(=O)NCC(O)=Nc2ccccc2)c1,0.006628578994423151,-3.62404705932203
OC(=NCCc1c[nH]c2ccccc12)c1ccccc1Cl,0.027239486575126648,-3.029192075397835
O=[N+]([O-])c1ccc(/C=C/C2=C(\SCCSCc3ccccc3)C2=O)cc1,0.011698499321937561,-3.558096353907626
Cc1cccc(N=C(O)COc2ccc(C(C)(C)C)cc2C(C)=O)c1,0.01739613525569439,-3.6474911390002065
COc1ccc(/C=N/Nc2nc(-c3ccc(F)cc3)cs2)cc1,0.010602914728224277,-2.676306063178908
CCc1nc(COc2ccc(C)cc2)sc1C#N,0.010630035772919655,-3.7556791245870547
NOc1ccc2c(c1)C(c1ccccc1)=NCCN2,0.013531384989619255,-2.118421461414859
Oc1ccc(Cn2c(CCN3CCN(c4ccc(F)c(F)c4)CC3)nc3cc(CN3CCOCC3)ccc32=O)cc1,Invalid SMILES,Invalid SMILES
CCOC(=O)CN(CCc1ccccc1)Cc1nccn1Cc1cccs1,0.007787799462676048,-3.7931174862682147
Cc1ccc(OCC(O)=NCCCN2CCN(c3ccccc3F)CC2)cc1C,0.07256661355495453,-2.7144633625762657
c1ccc(Cc2nc(-c3ccccn3)c3c(n2)NCc2ccccc2-3)cc1,0.009318134747445583,-2.9481968417871025
CCOC(=O)C1=C(CC(=O)OC)C(c2ccc(C)cc2)=C(CSc2nc(-c3ccccc3OC)n[nH]2)C1=O,0.011193188838660717,-3.5333482655573087
COC(=O)c1c(C)[nH]c(C(=O)N=c2sccn2C)c1C,0.018683411180973053,-3.5530685252713607
O=C(NO)c1ccc(CNc2cccc(Cl)c2Cl)cc1,0.014436259865760803,-2.910748539172417
OC(CCc1ccccc1)=NCc1ccccc1,0.012355986051261425,-3.5244355469664073
Cc1nn(-c2ccccc2)c(C)c1CC(=O)OCC(=O)c1ccc(N2CCCCC2)cc1,0.00865405984222889,-2.6863404280465213
COC(=O)c1cc(-c2cccc(O)c2)nc2cc(OC)c(OC)cc12,0.016345785930752754,-3.670676620069763
COc1cc(O)c2cc(O)ccc2c1,0.019044404849410057,-2.950519258797917
O=C(O)/C=C//c1ccc(N2CCCC2=O)cc1,Invalid SMILES,Invalid SMILES
CC(O)=NNCC(=O)N1CCN(CCO/C=C/c2ccccc2OCc2ccccc2)CC1,0.045475464314222336,-4.208030692076791
CCCCCCCCCCCC(=S)N=C(O)C(C)N1CCOCC1,0.009221743792295456,-2.8794618689637366
C[C@@H](O)[C@H]1CC[C@]23Cc4ccc(O)cc4O[C@H]2CN1CCc1ccc(O)c(O)c14,Invalid SMILES,Invalid SMILES
C#CCN(C)[C@H](C)Cc1ccccc1,0.00861305557191372,-3.538434127751456
COc1ccc2c(c1)N(CCC(=O)N1CCN(c3ccc(F)cc3)CC1)c1ccccc1S2,0.019706984981894493,-1.6709261239132394
Cc1ccc2c(c1)cc(CC(O)=NCc1ccc3c(c1)OCO3)n2CCCO,0.010838388465344906,-3.4983405964602348
O=C(C1CCCC1)N1CCN(Cc2ccc3c(c2)C(=O)N(CC(O)=NC3CCN1)CC(O)=Nc1ccc(F)cc1,Invalid SMILES,Invalid SMILES
C#CCC(O)=Nc1ccc2c(c1)n(C)c(=O)n2Cc1ccccc1,0.01011362299323082,-3.2407867262193273
O=C1CC(C=Cc2ccc(F)cc2)C2(CCCC2)O1,0.00843716599047184,-2.062876008366028
Cc1nnc2c3cc4c(cc3nc2cc1N)CCC4,0.03231177106499672,-3.288661724733561
O=C(Nc1ccc(-c2nnc(-c3ccccc3)o2)cc1)c1cnccn1,0.013000888749957085,-3.242717148040556
C=C[C@@H]1[C@H](CN)C[C@H](O)[C@H]2O[C@@H](CO)(c3ccccc3)[C@H]2N(C)C1=O,Invalid SMILES,Invalid SMILES
CN(C)c1cc(N2CCCC2)nc(-c2ccncc2)n1,0.023578284308314323,-4.206792508505026
CN(C)c1ccc(N2CCC(Cc3ccccc3)CC2)cc1,0.024623654782772064,-3.0434276265442373
C/N=C(\C)N=C(O)C1C=C(/C=C/c2ccc(C#N)cc2)OC1=O,0.008606401272118092,-5.460281490803172
COc1cc(/C=C/c2ccc(S(=O)(=O)NC3CCCCC3)cc2)cc(OC)c1OC,0.0064358459785580635,-3.4088849567340413
Cn1c(=O)c2c(ncn2C)n(C2CCN(Cc3ccccc3)CC2)c1=O,0.03337244689464569,-2.707398750846889
CN1C(=O)C2C3C4CC5CC(C4)C6C3C(=O)C2(C)C4(C)C3(F)C1C(=O)CO,Invalid SMILES,Invalid SMILES
N=c1nc(N)[nH]c(Nc2cc(Cl)ccc2Cl)[nH]1,Invalid SMILES,Invalid SMILES
C/C(=N/Nc1nc(-c2ccccn2)cs1)c1cc(Cl)c2c(c1)OCCO2,0.014557110145688057,-3.5510612627207134
O=C(CN1CCN(c2ccccc2F)CC1)OC12CC3CC(CC(C3)C1)C2,0.03317398205399513,-2.5214554699571994
CCOC1CCN(C(=O)c2cccc(CN3CCN(c4ccccc4)CC3C)c2)CC1,0.014890379272401333,-3.3883821843471527
COc1ccc(C2=NN(C(=O)c3ncoc3-c3cccs3)C2)cc1,0.012196402065455914,-2.602312773115256
COc1ccc(C(=O)/C=C/c2ccc(OCC(O)=Nc3ccc(C)c(C)c3)cc2)cc1OC,0.008020259439945221,-3.719222497260073
C=CCCc1cc(OCc2ccc(S(=O)(=O)NC)cc2)cc(OC)c1OC,0.006870697718113661,-3.8019770074310566
COC(=O)[C@H]1[C@H]2[C@@H]3CCC4=Cc5cc(OC)ccc56c(c4CC2(C)CCC3(C)C1C(=O)COC(=O)CO,Invalid SMILES,Invalid SMILES
Cc1ccc(N=C(O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,0.013799633830785751,-2.295765885180771
COc1ccccc1C(=O)C1CCCN(C2=NC=NC3=NC=NC32)C1,0.016654500737786293,-2.8237825659467686
Cc1c(NC(=O)CC2CCN(C(=O)Nc3ccc(C(F)(F)F)cc3)CC2)c(=O)n(C)c1=O,0.04974279925227165,-2.6849946070019475
O=C(O)C(c1ccc(Cl)cc1)c1ccco1,0.004676350392401218,-3.3690498897145
COc1cc(C(=O)N(C)Cc2cnn(-c3ccc(F)cc3)c2)cc(OC)c1OC,0.011474739760160446,-3.2215872908198824
COC(=O)c1ccc(N2CCN(CCN=C(O)Nc3ccc(OC)c(OC)c3)C(=O)C2)c(C)c1,0.012920405715703964,-3.540195016354982
COc1cccc(/C=C/C(O)=Nc2ccc(NC(C)=O)cc2)c1,0.0071258400566875935,-3.780413510569539
O=C(c1nccnc1N1CCCC1)N1CCN(c2cc([N+](=O)[O-])cc(N3CCCCC3)c2)CC1,0.029062863439321518,-2.313894504043004
N#Cc1ccccc1Cn1c(S)nc2ccccc21,0.020052457228302956,-3.4066279618127844
Cc1ccc(NC(=O)COc2ccc3ccc(=O)oc3c2)cc1,0.011104420758783817,-2.35409629411538
COc1ccc(-c2c(C#Cc3ccc(F)cc3)c(C#N)c(N(C)C)c2C#N)cc1,Invalid SMILES,Invalid SMILES
Cl.O=[N+]([O-])c1cc2ccccc2[nH]c1=O,0.03179582208395004,-3.0080900259236465
NCCOc1ccc(-c2cc(-c3ccc(F)cc3)nc3ccccc23)cc1,0.041191909462213516,-2.0220750419590567
CCOC(=O)c1ccc(NCCC2=CCCCC2)cc1,0.011025319807231426,-3.743166176016409
Cc1ccc(N=C(O)CSc2nnc(C3CC3)n2-c2ccccc2)cc1,0.004838400054723024,-2.2855760337016964
N#C/C(=C\C=C/c1ccc(F)cc1)c1ccccc1,0.00544396648183465,-3.962437645585009
c1ccc(OCCN2CCN(CC3CCCC3)CC2)cc1,0.006457542534917593,-2.9348326000305747
Fc1cccc(Cn2c(=O)oc3ccccc32)c1,0.008675038814544678,-2.1052176137661154
CC(C)COC1=CCN(CCCCN=c2ncc(O)[nH]2)CC1,Invalid SMILES,Invalid SMILES
Cc1nc(-c2cccc(NC(=O)c3cccc4ccccc34)c2)c(C)s1,0.010934924706816673,-1.6316805273844115
