SMILES,D3R_Activity,D3R_pIC50
Cl.O.OCC(O)CN1CCN(c2cccc(Cl)c2)CC1,0.001220773789100349,-1.8635008939621551
CC[C@@H]1O[C@@H]2O[C@H](N3CCCC3)[C@H](O)[C@H](O)[C@H]2N=C(O)[C@H](C)N=C(O)[C@@H](O)[C@H]2C(O)C1O,Invalid SMILES,Invalid SMILES
COc1ccccc1CN1CCN(C(=O)c2oc3ccc(F)cc3c2C)CC1.O=C(O)C(=O)O,0.0778355672955513,-3.515538794661656
COc1ccc(OC)c(S(=O)(=O)Cc2ccccc2Br)c1,0.003940747585147619,-3.947427658568735
Cc1c(C)cc(N2CCN(C(=O)CNS(C)(=O)=O)CC2)c(C)c1C,0.03392985090613365,-2.964291243072698
CN1CCN(C(=O)C(=O)c2ncn3c2Cl)CC1,Invalid SMILES,Invalid SMILES
COc1cccc(Cn2nc3nc(-c4ccc(F)cc4)ccn3c2=O)c1,0.003609886858612299,-3.204951582955731
O=[N+]([O-])c1ccc(-c2ccc(/N=C3\N=C(O)[C@@H](SCc4ccc(O)cc4)C=C3c3ccccc3)o2)cc1,0.0009645383688621223,-3.516826196270615
O=C1N=C(O)CCN1C(=O)COc1ccc2ccc(=O)oc2c1,0.00894067995250225,-3.73202230687398
CC1(C)CN2CCc3sccc3C2c2cc(O)ccc2O1,0.021812759339809418,-3.6469687485769153
CCc1cccc(CC)c1NCC(O)=Nc1cccc2ccccc12,0.004338503815233707,-3.6146185265118094
N[C@H](CO)c1c(-c2ccccc2)nc2cc(-c3ccc(C#N)cc3)ccn2c1-c1ccc(F)cc1,Invalid SMILES,Invalid SMILES
CC12CCC(=O)C=C1C(O)=Nc1ccccc1C2,0.0003984356008004397,-3.1748977677470718
CCC(=O)c1ccc2c(c1)nc(CN1CCN(Cc3ccccc3)CC1)n2C(C)(C)C,0.001989815616980195,-3.2002115016023502
COc1ccc(Cc2c(-c3ccc(OC)cc3)nc3ccc(C)cn23)cc1OC,0.005571459885686636,-3.408842622529243
COc1cc(CNCCc2ccc(S(N)(=O)=O)cc2)cc(Cl)c1O,0.0012671563308686018,-3.699304198138745
O=c1c(C(O)=Nc2ccc(Cl)cc2)coc2ccccc12,0.0006222667288966477,-3.1463526187337925
CC(C)(C)OC(=O)NCCN=C(O)c1cc(-c2ccccc2Cl)n2ncnc2n1,0.002736605005338788,-2.7749200262526514
COC(=O)C1(NC(=O)c2ccnc(OC3CCC3)c2)CCCCC1,0.001995827304199338,-3.8102227957813986
C#CCN1C(=O)C(C(C)C)C(c2ccccc2)=NC1(O)C(Cl)(Cl))Cl,Invalid SMILES,Invalid SMILES
CC(NC1=NS(=O)(=O)c2ccc(O)cc2N1)c1ccc(Cl)cc1,0.00340852583758533,-3.8547534638703387
CCCCc1ccc(NC(=O)C(C)Sc2nc(O)c3cnn(CCC)c3n2)cc1,0.00840015895664692,-3.719225596208825
COC(=O)c1ccc(/C=N\N=C(O)CN2CCN(c3ccccc3OC)CC2)o1,0.0005051227635703981,-3.5138931897342713
O=C(c1ccco1)N1CCN(Cc2nnnn2-c2ccccc2)CC1,0.09996714442968369,-3.172377917550071
CC(C)Cn1c(N)c(C(=O)c2ccccc2)c(=O)n(Cc2ccccc2Cl)c1=O,0.008547485806047916,-4.0667630255119285
COc1ccc(N=C(O)c2cc(OC)c3c(=O)c4c(C)c(C)sc4n(C)c3c2)c(OC)c1,0.024714535102248192,-3.4155603670788355
C-C(=O)c1cnc2n1CCN(C(=O)c1cc(-c3ccccc3Cl)nc3ccccc13)C2,0.015669045969843864,-2.9346378748042707
O=C(CN1CCN(c2ccccn2)CC1)N1N=C(c2ccccc2F)CC1c1ccccc1O,0.03690548986196518,-2.9508928734883764
CC1CCC(N2C(=O)[C@@H]3Cc4ccccc4[C@@H]3C2=O)CC1,5.481219034209062e-09,-3.2338841467317416
O=C1CC(NOCc2ccc(Cl)cc2)C(=O)N1c1ccccc1,0.001900224480777979,-3.937848080117819
CCOC(=O)c1nc(N=C(O)c2ccccc2Cl)c2sc(C)nc2c1N,0.00526517815887928,-3.5251249900695694
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=CC5(C)[C@H]4[C@H](O)C[C@H]3[C@H]2C(=O)CO,Invalid SMILES,Invalid SMILES
Cc1noc(C)c1C(C)NC(=O)CCC(O)=NCCc1ccccc1O,0.001000433461740613,-3.98690700624163
CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.01103523001074791,-2.4239563446858163
COc1cc(C#N)ccc1Oc1ccccc1C(O)=NC1CC2CCCC(C1)N2Cc1ccccc1,0.0009817165555432439,-3.6822887739148364
Cc1cc(C)c2nc(O)n(-c3ccc(/C=N/n4nnnc4S)n3)c2c1,Invalid SMILES,Invalid SMILES
OC(CCC(c1cccnc1)c1ccccc1)=NC(S)=Nc1ccccc1F,0.0011740581830963492,-4.390839791697382
Cl.OC(=N/N=C(O)COc1ccc(Cl)cc1)c1cc2ccccn2n1,0.0007069844286888838,-3.2339706513402913
COc1cccc(C(=O)Nc2ccc(-c3cc(C(F)(F)F)nn3-c3ccc(C)cc3)cc2)c1O,0.01985803246498108,-3.004014691903115
CC(NC(=O)CN=C(O)c1cc([N+](=O)[O-])ccc1O)c1ccc(Cl)cc1,0.0006895707920193672,-3.8547942953366876
OCc1cn(-c2ccccc2)nc1-c1ccncc1,0.001319688162766397,-2.816564490671815
O=C(Nc1ccccn1)c1ccc(CS(=O)(=O)Cc2ccc(Cl)cc2Cl)o1,0.0003630796854849905,-4.255210410232179
CC(=O)OCC(=O)[C@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,0.00421118875965476,-2.258373037836868
CCOc1ccc(CCCN=C(O)CCC(O)=NC2CCCC2)cc1,0.0009896617848426104,-3.8649937696858125
COC(=O)C(C)c1ccc(-c2csc(N=C(O)/C(=C/c3ccccc3)n2)o1,Invalid SMILES,Invalid SMILES
CCS(=O)(=O)c1ccccc1N=C(O)CN1CCN(c2ccccc2OC)CC1,0.0027382061816751957,-3.4786524871857196
Cc1cc(C)cc(Cn2c(CC(=O)N3CCC4(CC3)OCCO4)nc3ccccc32)c1.O=C(O)C(F)(F)F,0.0027694031596183777,-3.8458150846913783
COc1ccc(N/C(C(O)=NC2CC2)C(C(O)=NCC2CC2)c2ccccc2)c(Cl)c1,0.001946216099895537,-4.153838306255455
CN(C)S(=O)(=O)c1ccc(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)cc1,0.0038830137345939875,-3.8801143233705733
CC(C)COC(=O)c1nc(N2CCc3ccccc3C2)c2c(c1C#N)CCC2,0.019355274736881256,-3.365142786016449
CCOC(=O)[C@@]1(Cc2ccc(N=C(O)COc3ccccc3C(C)=O)cc2)CC[C@@H]2CN(S(=O)(=O)c3ccccc3C)CC[C@H]1C2,0.007123428862541914,-3.727231145840364
CC1(C)SO[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@H](Cl)C[C@]3(C)[C@]2(C(=O)CO)O1,0.011948853731155396,-1.581295021236528
CCCCOc1ccc2c(c1)[C@]13CCN(CC1CC1)C(C2)N3C(=O)CC1CC1,Invalid SMILES,Invalid SMILES
OC(=Nc1ccc2nc(-c3ccccc3)sc2c1)NC1CCCC1,0.00756189925596118,-3.2429674534078616
CC1CCCCN1C(=O)Nc1ccn(-c2ncccc2Cl)n1,0.0006016546976752579,-3.351698581900731
COc1cc(OC)cc(-c2c(C)sc3c2C(=O)CCC3)c1,0.22236454486846924,-3.555435252709172
CCN=C(O)N(Cc1ccc(C(=O)OC)cc1)[C@H]1C(=O)N2C(=O)C(=O)C3(CCCC3)C2=O,Invalid SMILES,Invalid SMILES
CC(C)N=C(O)c1ccc(-c2nc(-c3ccccc3)no2)cc1,0.042919475585222244,-2.7195524771887136
Oc1nc2ccccc2n1CC1CCN(Cc2nc(-c3cccs3)cs2)CC1,0.003291927743703127,-2.7116099096905457
Cc1nc2ccc(Cl)cn2c(=O)c1CN[C@H]1CCN(C[C@H](O)c2ccc(F)cc2)CC1,0.00865806546062231,-2.358591562107808
Cc1ccc(S(=O)(=O)CC(=O)N(C(C)C)C2CCC2)cc1,0.0013123113894835114,-4.199602471962206
O=C(Nc1cccc(N2CCCS2(=O)=O)c1)c1cc2cc(Cl)ccc2oc1=O,0.0023827676195651293,-3.577512245563012
CCN(Cc1ccccc1)C(=O)CCC(=O)c1ccc(Cl)c(N)c1,0.0006744838901795447,-3.7765910628129538
COc1cc(/C=C2\SC(=Nc3ccc(C)cc3)N=C2O)cc(OC)c1O,0.006199890747666359,-4.172410329265675
CCN(CCc1ccccc1)C(=O)C(=O)c1ccc(N(C)C)c([N+](=O)[O-])c1,0.0010075436439365149,-4.033814775784544
CCN(CC)C(=O)C(O)=N[C@H]1CCCN(CC(=O)c2ccc(C)cc2C)[C@@H]1c1cccc(O)c1,0.0016065164236351848,-4.350318353992013
CCOC(=O)N1CCN(c2ccc(NC(=O)COc3cccnc3)cc2[N+](=O)[O-])CC1,0.0024246915709227324,-4.061464134070667
CCCOc1ccc(C(=O)N2CCN(C(=O)c3ccco3)CC2)cc1OCC,0.020488688722252846,-3.270733011914425
CCCCCC1=NC(=O)C2=C(CC(C)C)N=C1S(=O)(=O)CC,Invalid SMILES,Invalid SMILES
COc1ccc(OC)c(N=C(O)C(C)N2C(=O)CC[C@@H]3CCC[C@H]32)c1,0.0033015902154147625,-3.6311316268661074
COc1ccc(NCCN2CC(C)OCC2C)cc1Cl.O=C(O)C(=O)O,0.0010257208487018943,-3.4651818959366105
CC1(C)Oc2ccc3cc4ncccc4cc-2c(=O)oc3c2cc1OC(=O)C1CCCC1,Invalid SMILES,Invalid SMILES
CCSCCC(=O)N1CCN(CC(=O)c2ccc(N3CCOCC3)c(F)c2)CC1,0.00012840710405725986,-3.088750878348103
[nH]C(C(=NCc1ccccc1)C12CC3CC(CC(C3)C1)C2)c1ccccc1,Invalid SMILES,Invalid SMILES
Cn1c(=O)c2ncn(CC(=O)N3CCN(c4ccccc4)CC3)c2n(C)c1=O,0.011357827112078667,-3.275090358791731
COc1cccc(C(O)=NC2CC3CCC(C2)N3Cc2ccco2)c1,0.00021487523918040097,-3.5574763418590405
CN1C(=O)[C@@H]2[C@@H]3CCC[C@@H]4N(Cc5ccc(O)cc5C[C@@H]4N3ccc(O)c(OCc3cccc(OC(F)(F)F)c3)C2C1=O,Invalid SMILES,Invalid SMILES
COc1cc2nc(CSc3nc4ccccc4nc3N(C)C)[nH]c(=N)c2cc1O,0.009237091988325119,-3.0738420672872553
N#Cc1ccc(OCC2CCCCN2Cc2ccc(Cl)s2)cc1,0.0011158245615661144,-3.523929499607195
Br.CN1CCc2cc(OCc3ccc(F)cc3)ccc21,0.002578722545877099,-2.7922057773782782
CC(=O)OCC(=O)c1cc2c(OCc3ccccc3)cc(C)c(C)c2s1,0.016783175989985466,-3.6431194548856434
COc1ccc(S(=O)(=O)N(C)C)cc1N=C(O)CN1c2cccc3c2C=CC(C)(C)O3,Invalid SMILES,Invalid SMILES
Cc1cc(C)n(C2CCN(C(=O)COc3ccccc3)CC2)n1,0.0019767466001212597,-3.5723382693587244
O=C(Nc1nnc(-c2ccc(C(F)(F)F)cc2)o1)c1ccccc1,0.006214919034391642,-3.11294408702211
O=C1C=C2C(c3ccccc3COc3ccc(/C=C(\CO)C(=O)O)c(Br)c3)C2(O)C(=O)c2cc(O)ccc21,0.014780803583562374,-3.7415365227008985
Cc1ncc(CN2CC=C(c3ccccc3Cl)CC2)s1,0.11826003342866898,-3.0066494512069952
C[C@@H]1O[C@@H](n2c(=O)nc3ccccc32)[C@@H](c2ccccc2)[C@@H]1CCCO,Invalid SMILES,Invalid SMILES
CCSc1ccc(-c2nnc(SCC(=O)Nc3ccc(OC)c(OC)c3)n2N)cc1,0.0005650394596159458,-3.659550650223451
COc1ccccc1N=C(O)Nc1cc(N=C(O)/C=C/c2ccc(Cl)c(Cl)c2)ccc1Cl,0.0029676149133592844,-3.9346062553567362
COc1ccc([C@@H]2[C@H](C#N)[C@]3(C#N)C(C(=O)O)[C@H]23)cc1,0.0023437845520675182,-4.024494549770083
COc1ccc(S(=O)(=O)N2CCC(C(O)=NCc3ccccc3)CC2)cc1C,0.0008252005209214985,-4.419602735429389
O=C(CCCCCCn1cnc2c(cnn2-c2ccccc2)c1=O)N(Cc1ccco1)Cc1ccco1,0.003250843845307827,-3.5212451938204326
Cc1cc2c(-c3ccccc3Cl)c(NCCCN3CCOCC3)nc(O)nc2s1,Invalid SMILES,Invalid SMILES
CCC(C)(C)c1ccc(OCC(O)CN2CCN(c3ccccn3)CC2)cc1,0.6873346567153931,-1.9748298236332373
N#Cc1c(N)nc2c(c1C#N)C(c1ccco1)Nc1cccc(OCc2ccccc2)c1,Invalid SMILES,Invalid SMILES
COCCN1CCN(C(=O)C2CC(=O)N(CSc3nc4ccccc4[nH]3)C2)CC1,0.006309755612164736,-2.67100773704035
CC(=O)c1c(C)[nH]c(C(=O)COC(=O)C23NC(=O)C2CCCCC2)c1C,Invalid SMILES,Invalid SMILES
CCOc1ccccc1N1CCN(Cc2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)CC1,0.004379491321742535,-2.5013029031885456
O=C(Nc1ccc(Cl)cc1)c1ccc(NC2CCS(=O)(=O)C2)cc1,0.0021185078658163548,-3.434863241058865
Cc1ccccc1-n1c(SCC(=O)Nc2nc(-c3cccnc3)cs2)nc2ccccc2c1=O,0.011365195736289024,-3.4734790758436147
O=C(NCC(O)=Nc1cc(Cl)ccc1Cl)c1ccc(Cl)nc1,0.0006746719009242952,-3.2226133709058375
Cc1ccc(S(=O)(=O)N2CCc3c([nH]c4ccccc34)C2)cc1,0.010039356537163258,-3.7140437119339795
COc1ccc2c(c1)[C@H](c1cccc3ccccc13)CC(=O)N2C,0.027369188144803047,-2.8610544483363025
Cc1cccc(C)c1OCCCCNS(=O)(=O)c1ccc(C(C)(C)C)cc1,0.01107600424438715,-3.2074719980149147
CCOc1ccc2cc(-c3cc(-c4cc(C)no4)nc(=N)[nH]3)c(=O)oc2c1,0.03703993931412697,-3.356442375205598
CCOC(=O)c1ccc(NC(=O)c2cc(-c3ccc(OC)cc3)nc3ccccc23)cc1,0.00929088331758976,-3.254228223103672
Cc1ccc(-c2csc(N=C(O)CCS(=O)(=O)c3ncc[nH]3)n2)cc1,0.0017444012919440866,-3.537922991848285
O=C(Cc1c[nH]c2ccccc12)N1CCN(c2ncccn2)CC1,0.0029887568671256304,-2.969969237733145
Cc1ccc2nc(-c3ccc(NC(=O)c4cccc(C(F)(F)F)c4)cc3)cc(C(F)(F)F)n2c1,Invalid SMILES,Invalid SMILES
CCOC(=O)C1=C(O)Nc2cc(S(=O)(=O)Nc3ccc(C)cc3)ccc21,0.0044341967441141605,-4.269931041491591
CCOC(=O)c1sc(N=C(O)c2ccc3c(c2)N(CC(C)C)C(=O)c2ccccc2S3=O)cc1C,0.00090991728939116,-3.5425946441829623
O=C(O)c1ccc(COc2ccc3ccccc3c2)cc1,0.0022938421461731195,-3.199329186872981
N#Cc1c(-c2ccccc2F)c(-c2ccccc2)nc1N,Invalid SMILES,Invalid SMILES
C#CCN(C)[C@H](C)Cc1ccccc1,0.00011564443411771208,-3.9472903163637425
COc1cccc(CNC(=O)COC(=O)c2oc3ccccc3c2C)c1OC,0.0023089370224624872,-3.6511651904267515
COC(=O)C1CCN(c2cc(-c3ccccc3)nc3cc(C)ccc23)CC1,0.1566026359796524,-2.549813287612012
O=C(CSc1ncc2ccccn12)N1CCc2cc(F)ccc2-c2ccccc21,0.0011187577620148659,-2.6634978943214245
O=C(CCCN1CCOC1=O)OCC(O)=Nc1cc(Cl)ccc1F,0.005763087421655655,-3.7741894302013312
C/C(=N\N=C(O)C1C=C2C=CC=CC2C(=O)N1)c1cccc(Br)c1,0.003794596064835787,-3.899410499699008
Cc1cc(-c2csc(N=C(O)c3cc(Cl)c(Cl)c(Cl)c3)n2)c(C)n1C,0.006718370597809553,-3.234044567591627
CCn1c(=O)c(C(=O)OCC(=O)c2ccncc2)c2ccccc21,Invalid SMILES,Invalid SMILES
Cc1ccc(C(O)=NN=C(O)CN2CCN(c3ccccn3)CC2)cc1,0.07797738164663315,-3.498392161022167
Cc1ccc(OC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,0.01019815169274807,-4.508806739655698
CC(C)c1cc(OCC(O)CN2CCN(c3cccc4c3ccn4Cc3ccco3)CC2)ccc1O,0.15776239335536957,-2.6543566892715784
COc1ccc(C(O)=Nc2ccc3c(c2)OCCO3)cc1OCc1cn(C)c3ccccc13,0.007725399453192949,-3.2319697480999916
Cc1cccc(N=C(O)CN2N=C(c3ccccc3F)CC2c2cccnc2)c1,0.004186533857136965,-4.3574310985965035
COc1ccc2c(c1)c(C)c(C(O)=NCCCN3CCN(c4ccccn4)CC3)n2C,0.5533912181854248,-2.427293520200702
COC(=O)c1[nH]c2cc(C)c(C)cc2c1N=C(O)CN1CCN(c2ccccc2Cl)CC1,0.013738094829022884,-3.4066684679880517
CC1(c2ccccc2)N=C(O)N(CC(O)=Nc2ccc3c(c2)OCCO3)C1=O,0.0038358052261173725,-3.9583756560045273
O=[N+]([O-])c1ccc(OCC(O)CN2CCN(c3ccccn3)CC2)cc1,0.6539154648780823,-2.3150526255790718
CSc1ccc(-n2nnc(CO)c2-c2ccc(Cl)cc2)cc1,0.005089859943836927,-2.6083977268063956
CCN(CC)C(=O)[C@H]1C=CN2C(=O)N(c3cccc(OC)c3)[C@H](C(=O)OC)C[C@@H]2O1,0.01255673449486494,-3.1937843382984554
COc1cccc(-c2cc(C(O)=NCc3nnc(-c4cccs4)o3)c3ccccc3n2)c1,0.04571792483329773,-2.9872879122545632
CO/N=C(/c1ccc(OC2CN(CCCN3CCCCC3)C(=O)O2)cc1)c1ccco1,1.3308646200272043e-20,-3.5240632105552985
O=c1c2ccc(O)cc2cnn1CCc1cc2ccc(O)cc2oc1=O,0.015944017097353935,-3.4853594186592436
CCOc1ccccc1N1CCN(CC(O)COc2c(OC)c3ccccc3oc2=O)CC1,0.022281749173998833,-2.2601904869531007
COc1ccc(-c2c[nH]nc2-c2cccc(OC)c2)cc1,0.0038136281073093414,-2.8683763936848843
CCCC(=O)O[C@]1(C(=O)SC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,0.008222460746765137,-1.737308221162945
CCCc1cc(=O)n2nc(C)c(-c3ccc(OC)cc3)c2[nH]1,0.008878761902451515,-3.5172295078690587
c1ccc(CO[C@@H]2C[C@@H]3c4ccccc4CCc4ccccc43)cc1,Invalid SMILES,Invalid SMILES
CCOc1cc(-c2nnc(Cn3cnc(C(=O)NC4(C)CCCC4)c3)o2)ccc1OC,0.010904466733336449,-3.6488741094137414
Cc1nc(-c2cccc(S(=O)(=O)Nc3ccc(N(C)C)cc3)c2)no1,0.0032253297977149487,-3.6736910873266386
O=C(Cc1ccc(F)cc1)Nc1cccn2nc(-c3ccccc3)nc12,0.0006953009869903326,-3.7072857007802207
NC(=O)N1CCC(C2(NCCc3ccc(O)cc32)CCC1,Invalid SMILES,Invalid SMILES
CCOC(=O)C1CCN(C(=O)C=Cc2ccc(C)s2)CC1,0.0042532156221568584,-3.8568996173861883
COCCN=C(O)CS(=O)(=O)c1cc(Cl)cc(Cl)c1OC,0.0001980030647246167,-4.1482828059940555
COc1ccc(OCCSc2nc(N)cc(=O)[nH]2)cc1,0.005345669109374285,-3.5001589692350388
CCCCN=C(O)CN1CCN2c3ccccc3CC2C1,0.0003594408044591546,-2.7825905722625532
Cc1nc(=NC(=O)COC(=O)c2cccc(Cl)c2Cl)[nH]c(C)c1C,0.0021354721393436193,-4.103144991753316
COc1ccc2nc(-c3ccccc3)cc(C(=O)N3CCCC4(C3)OCCO4)c2c1,0.018333060666918755,-2.9784942184889704
Cc1cc(C)cc(OCC(O)=Nc2c(C)cc(-c3ccc4c(c3)OCO4)c3ccccc3n2C)c1,0.007315946277230978,-3.7762653794173313
CC(C)C1N=C(O)N(C(C)C)C2(C(=O)O)C(C(=O)OC(C)(C)C)C12,2.9646621442225296e-06,-2.693184226332942
Cc1ccc([C@H]2[C@H]3CCCC[C@H]3[C@H](C(=O)O)[C@](C(O)=NCCCn4nc(C)c(C)c4C)[C@@H]2C)cc1,0.000612195348367095,-2.8335119700446048
O=C(O)c1ccc(S(=O)(=O)NCCCN2CCN(c3ccccc3)CC2)cc1,0.021618932485580444,-2.658911576523633
COc1ccc(C(=O)/C=C/c2ccc3c(c2)OCO3)cc1,0.0037696196231991053,-3.1706203892159155
CC1COC2(CCCC2)C(=O)O1,0.0071735018864274025,-3.368835048020931
COc1cccc(-n2nc(C(=O)N3CCOc4ccccc43)c3c2CCC3)c1,0.014710751362144947,-3.0021646068655947
COc1ccc(-c2noc(CCCC(O)=Nc3nc4ccccc4s3)n2)cc1,0.018064577132463455,-3.0938661088853907
CCCN(CCC)C(=O)CN1CCN(c2ccccn2)CC1,0.001206490327604115,-2.9573121287217132
O=C(O)C1CCC(CN2CCc3cc(O)ccc32)CC1,0.09307422488927841,-3.6731680249454635
Cc1ccccc1N=C(O)CCNS(=O)(=O)c1ccc(Cl)cc1,0.001194740878418088,-3.6610405952722043
CCCCn1c(N)c(SCC(=O)NCC2CCCO2)c(=O)n(C)c1=O,0.009791838936507702,-3.964200514832475
CC(C)(C)OC(O)=N[C@@H](C)Cc1ccc(O)c(O)c1O.Cl,0.07819852232933044,-3.8800939883319963
COc1cc(CN2CCN(c3ncccn3)CC2)cc(OC)c1OC,0.10506249219179153,-3.2769823243253686
CC(c1ccccc1)N1CCN(CCCOc2cccc(N)c2)CC1.O=C(O)C(=O)O,0.004698463715612888,-3.611909931651191
COc1cc2c3c(c1OC)C1(CCN(C(=O)c4cccs4)CC1)CCCC3)CN(C)C2,Invalid SMILES,Invalid SMILES
Cc1cccc(N(CCCN2CCOCC2)C(=O)CN2CC[C@@H](Cc3ccccc3)CC2)c1C,0.0001246098690899089,-3.914354977771963
COc1ccc2nc3sc(C(=O)NCc4ccc5c(c4)OCO5)c(C)c3cc2c1,0.013385038822889328,-3.1203220747686746
COc1cc(/C=C2\NS(=O)(=O)c3cccc4cccc(c34)C2=O)ccc1O,0.007837442681193352,-3.983644039495995
O=C(O)c1cccc2c1CC(c1cc[nH]n1)=N2,0.018223317340016365,-3.406248613997114
Cn1c(O)nc2ccc(OCc3ccccc3)cc21,0.010809981264173985,-3.409313959673403
CN1c2c(nn(-c3ccc(Cl)cc3)c2/C=N/N=C(O)c2ccccc2C(F)(F)F)-c2ccccc2S1(=O)=O,0.012704135850071907,-3.356462952327968
Cc1ccc(=NC(=O)C2(c3ccccc3)CC2)[nH]c1,0.0013174564810469747,-3.504287466233756
COC(=O)c1cc(CN2CCN(c3ccccc3F)CC2)c(C)o1,0.033755335956811905,-2.9334544885315257
COc1ccc(CN=C(O)c2snc(-c3ccccn3)c2N)cc1OC,0.00044838484609499574,-3.480058751936837
CCN1CCN(C(=O)CCC(C(=O)N2CCOCC2)N2CCN(c3ncccn3)CC2)CC1,0.00044346036156639457,-3.09859416674374
COc1cc(C)nc(Nc2ccc([N+](=O)[O-])cc2)n1,0.0030182506889104843,-3.9938987089498292
Nc1c(-c2ccccc2)nc2ccc(Br)cn12.Cl,0.0013997989008203149,-2.8785736085852784
COc1cccc(SCC(O)=Nc2ccc(C3CCCCC3)cc2)c1,0.0021415906958281994,-3.897722045940336
O=C1C=C(c2ccccc2F)N1c1cccc(Br)c1,0.006744254846125841,-3.955043291905019
CCCCC[n+]1ccccc1C.[Cl-],0.0,-3.064329303963092
CCOC(=O)C1=C(c2cccc(OC)c2)N(Cc2c(OC)cc(OCC)cc2OC)[C@H]2CC2=C2C[C@H]1CCO2,0.003899645060300827,-3.354325997996236
OC(COc1ccc(Br)cc1)CN1CCN(c2ccccn2)CC1,0.5544078946113586,-2.1191141848508837
COc1ccc(C(=O)NC(C(=O)N2CCOc3ccc(Br)cc32)C(C)C)c(OC)c1,0.004024490248411894,-3.1966650547356004
