SMILES,MAOB_pXC50,AChE_pXC50,AChE_MAOB_pXC50
CC(=O)N1N=C(c2ccc(OCc3ccccc3)cc2)OC1=O,6.511612892150879,6.682400703430176,6.597006797790527
COc1cccc(C=C2C(=O)ON=C2c2ccc(Br)cc2)c1OC,5.785632610321045,5.56068229675293,5.673157453536987
Cc1ccccc1-c1cc(C=C2C(=O)Nc3ccccc32)no1,5.896209716796875,5.597726821899414,5.7469682693481445
COc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,7.15194845199585,4.760384559631348,5.956166505813599
C=C(C)Cn1nc(C#N)cc1COc1ccccc1,5.629756927490234,5.203859806060791,5.416808366775513
CCn1c(=O)c2c(nc(NC3CCCCC3N)n2CCCN(C)C)n(C)c1=O,4.255731582641602,5.092823505401611,4.6742775440216064
Nc1nsnc1-c1nc(C#CCC2CC2)cs1,5.90590763092041,5.421402454376221,5.663655042648315
Cn1c(C(=O)NCC2CCCO2)cc2ccccc21,4.934953212738037,6.591886520385742,5.76341986656189
CC(=O)N1CCC(=NN=C(C)c2cccc(Br)c2)CC1,5.042242050170898,6.123072624206543,5.582657337188721
N#Cc1ccc(NC(=O)c2ccc(Oc3ccncc3)cc2)cc1,5.9693522453308105,5.9856343269348145,5.9774932861328125
C#CCC(C#N)(C#N)c1cc(OC)ccc1OC,4.811535358428955,3.4435298442840576,4.127532601356506
COCCC(C)COc1ccc2c(c1)OC(=O)C1CCC=C21,6.855864524841309,5.036232948303223,5.946048736572266
C#Cc1ccc(COc2ccc3c(C)c(C)c(=O)oc3c2C)o1,7.68333625793457,5.22313117980957,6.45323371887207
C=CCn1c(=O)c2c(nc(C=Cc3cccc(OC)c3)n2C)n(C)c1=O,5.409339904785156,5.9775214195251465,5.693430662155151
C=Cc1cc(OC)c(OC)cc1OC1CCCCC1,4.701164245605469,5.619909286499023,5.160536766052246
COCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(OCc3cccc(F)c3)nc21,7.126985549926758,5.367835998535156,6.247410774230957
CN1CCn2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3cccc(c32)C1,5.37525749206543,4.994020462036133,5.184638977050781
O=C1N=c2ccc(Br)cc2=C1c1sc(S)nc1O,5.400068283081055,6.333058834075928,5.866563558578491
Fc1ccc(-c2csc(NN=C3CCCC3C)n2)c(F)c1,7.555100440979004,6.310669898986816,6.93288516998291
O=C1NC(=O)c2cc(SCc3ccc(Cl)cc3)ccc21,7.379498481750488,5.261386394500732,6.32044243812561
O=C1CC(=O)c2ccc(OCc3ccc(Cl)cc3Cl)cc2O1,7.122631072998047,5.160688877105713,6.14165997505188
Oc1nc2nc(-c3ccc(-c4ccc(F)cc4)cc3)ncc2c2ccccc12,6.682331085205078,5.916053295135498,6.299192190170288
CC(c1cccc(O)c1)c1c(O)c(O)n(CCc2ccccc2)c1-c1ccc(F)cc1,5.270359992980957,5.618974685668945,5.444667339324951
CC(C#N)c1cc(OCc2ccc(Cl)c(Cl)c2)ccc1O,6.120896816253662,4.175743579864502,5.148320198059082
O=C1NC(=O)c2cc(SCc3ccc(Br)cc3)ccc21,7.4444169998168945,5.323973178863525,6.38419508934021
COc1cccc(C=C2SC(=O)N(CCCCC(=O)Nc3ccc(O)cc3)C2=O)c1,5.354300498962402,6.56372594833374,5.959013223648071
CCCCCCCCCCCCCCCCC(=O)NCC(=O)O,6.121626377105713,4.93444299697876,5.528034687042236
Fc1ccc(-c2csc(NN=C3CCCC4CCC3C4)n2)cc1,6.5442399978637695,6.369118690490723,6.456679344177246
CC(=N[SH](O)(O)=Cc1ccccc1)c1ccc(Cl)cc1,4.468115329742432,5.409102439880371,4.938608884811401
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,4.90001106262207,6.137890338897705,5.518950700759888
C#CCNC(=O)COc1ccc2c(C)cc(=O)oc2c1,6.14211368560791,4.962207317352295,5.5521605014801025
C#CCN(C)C(C)Cc1ccccc1OCc1ccccc1,6.640134811401367,4.130565643310547,5.385350227355957
O=C1C(F)C=CC=CC1=Cc1ccc2c(c1)OCO2,6.362778663635254,4.416199684143066,5.38948917388916
CC(C)COC(=O)c1ccc(S(=O)(=O)N=c2[nH]c3ccccc3n2C)cc1,4.37919282913208,5.266191482543945,4.822692155838013
O=C(O)c1cccc(C=C2SC(=O)N(CCC(=O)Nc3ccc(F)cc3)C2=O)c1,6.018437385559082,6.378182888031006,6.198310136795044
c1coc(C2CN(c3c4c(nc5ccnn35)CCC4)CCN2)c1,5.33210563659668,4.446907043457031,4.8895063400268555
COC1=CC(c2ccc(O)c(F)c2)SC(=O)C1=Cc1ccc(OC)cc1,5.81339168548584,5.4353461265563965,5.624368906021118
CN(C)c1ccc(C=C2COc3ccccc3C2=O)cc1,6.858884334564209,5.248128890991211,6.05350661277771
COc1ccc(C=C2COc3ccccc3C2=O)cc1,6.617238521575928,5.155951023101807,5.886594772338867
Cc1c(C)c2ccc(OCc3ccco3)cc2oc1=O,7.792963027954102,5.32673454284668,6.559848785400391
O=C(NCc1ccc(Br)cc1)c1cc2ccccc2oc1=O,5.386782169342041,5.633559226989746,5.5101706981658936
C#CCCCOc1ccc2c(C)cc(=O)oc2c1,7.710827827453613,3.8193743228912354,5.765101075172424
O=C(C=Cc1ccccc1)Oc1ccc(Cl)cc1,5.934497833251953,5.272636413574219,5.603567123413086
O=C(NCc1ccc(Cl)cc1)c1cc2ccccc2oc1=O,5.475438117980957,5.542015552520752,5.5087268352508545
Cc1ccc(C(=O)OCNc2ccccc2)cc1S(=O)(=O)N1CCCC1,4.871636390686035,6.094512939453125,5.48307466506958
Cn1c(=O)c2c(nc(Sc3ccc(Br)cc3)n2C)n(C)c1=O,5.937904357910156,5.648586750030518,5.793245553970337
C=CCCC(=O)Nc1ccc(C(=O)N(C)CC)cc1,5.276157379150391,4.790980339050293,5.033568859100342
O=C(O)COc1cccc(-c2cccc(N3CCCC3)n2)c1,5.26102876663208,4.750692844390869,5.005860805511475
COc1cccc(C=C2SC(=O)N(CCCC#N)C2=O)c1,5.756809234619141,6.108144283294678,5.932476758956909
N#Cc1cc(C#N)c(NCc2cccc(-c3cnco3)c2)nc1N,4.755185604095459,5.257472038269043,5.006328821182251
O=C1c2ccccc2-c2nnc3ccccn23,,,
COC1=CC(=Cc2ccc3ccccc3[n+]2C)OC1=O,6.136579513549805,4.499665260314941,5.318122386932373
Cn1nc(-c2ccc(OCCCCC(=O)O)cc2)nc2ccccc2c1=O,,,
Cc1cccc(C)c1COc1ccc(-c2nnn[nH]2)cc1,6.763014316558838,5.036862373352051,5.899938344955444
CC1=C(C#N)C(=O)N=C1CCCC(OCc2ccccc2)C1,,,
O=c1c2ccccc2sn1-c1cc(S(=O)(=O)N2CCCC2)ccc1Cl,4.572552680969238,5.8316216468811035,5.202087163925171
COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,3.953192234039306,5.187464714050293,4.5703284740448
COC(=O)c1ccc2c(c1)N=C(Cc1ccc(N(C)C)cc1)CS2,5.248394966125488,4.864585876464844,5.056490421295166
COc1cc2c(C=O)c(-c3ccccc3)oc2cc1OC,4.827921390533447,5.979284286499023,5.403602838516235
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1ccccc21,6.427537441253662,5.401657581329346,5.914597511291504
CCOC(=O)c1ccc(C=CC(=O)Nc2cc(OC)c(OC)c(OC)c2)o1,4.713669776916504,5.781487941741943,5.247578859329224
O=C1C(=Cc2ccccn2)COc2ccc(OCc3ccccc3)cc21,6.852601528167725,4.977733135223389,5.915167331695557
O=C(O)c1cc2cc(Br)ccc2oc1=O,5.6504011154174805,5.417470455169678,5.533935785293579
O=C(C=CCN1CCN(Cc2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1,3.881544589996338,5.0290117263793945,4.455278158187866
CN(C)c1ccc(C=Cc2ccc3ccccc3n2)cc1,6.071048259735107,4.6088056564331055,5.3399269580841064
CC1CCCC(=O)C=C1C=CNc1cccc(Cl)c1,5.2737226486206055,4.01203727722168,4.642879962921143
Cn1cc(C=CC(=O)N2CCCCC2C=Cc2ccccc2)c2ccccc21,5.563107013702393,4.789981365203857,5.176544189453125
CC(C)c1ccc2c(c1)S(=O)(=O)C=C2,5.051476955413818,5.41841459274292,5.234945774078369
Cn1c(=O)c2c(nc(C=Cc3ccc([N+](=O)[O-])cc3)n2C)n(C)c1=O,5.441205978393555,5.562541484832764,5.501873731613159
Cc1ccc(NC2=Nc3sncc3C(=O)N2C)cc1,5.434044361114502,6.136995315551758,5.78551983833313
Cc1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,6.297782897949219,5.403679847717285,5.850731372833252
Cc1cc(Cl)c(OCc2cccc(Cl)c2)cc1C#N,7.669832229614258,4.036201477050781,5.8530168533325195
N#CC(C#N)C(=N)Cc1ccccc1O,3.3860397338867188,5.0616230964660645,4.223831415176392
O=C1CC(c2ccco2)=CC1c1ccc2c(c1)OCO2,6.602102756500244,5.119505405426025,5.860804080963135
O=C(CSc1ccc(Cl)cc1)Nc1ccc2c(c1)OCCO2,5.546672821044922,4.8136091232299805,5.180140972137451
COC(=O)CCNC(=O)C=Cc1ccc(Cl)cc1,6.033332347869873,3.320565700531006,4.6769490242004395
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,5.235323429107666,5.718745708465576,5.477034568786621
O=C(C=Cc1ccccc1F)NC1CCCC1,5.742067813873291,3.3504691123962402,4.546268463134766
COc1cc2c(cc1OC)C(=O)C(=Cc1cccs1)C2,5.366703510284424,6.438025951385498,5.902364730834961
COC(=O)c1ccc2c(c1)CN(Cc1ccc(OC)c3ccccc13)CC2,4.931299209594727,4.652989387512207,4.792144298553467
Cn1c(=O)c2c(nc(OCc3cccc(F)c3)n2C)n(C)c1=O,6.672943115234375,5.63956880569458,6.1562559604644775
Cc1ccc(-c2noc(-c3ccc(F)c(Cl)c3)n2)cn1,7.267735004425049,5.333138465881348,6.300436735153198
CCOc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,6.868502616882324,4.843423366546631,5.8559629917144775
COc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,6.596724510192871,5.141024112701416,5.8688743114471436
COc1ccc(C=C2COC(=Cc3ccc(O)c(OC)c3)C2=O)cc1,5.896921634674072,5.2170891761779785,5.557005405426025
O=C1CCCc2cc(OCc3ccc(Cl)cc3)ccc21,7.479969501495361,3.8866677284240723,5.683318614959717
Cn1c(=O)c2c(nc(OCCCCCO)n2C)n(C)c1=O,6.118446350097656,5.660007476806641,5.889226913452148
Cc1cccc(C2CC(c3ccccc3Cl)=NN2C)c1,6.321506500244141,6.572175979614258,6.446841239929199
CC#CCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,6.572588920593262,4.440409183502197,5.5064990520477295
O=C(O)c1cc2cc(Br)ccc2oc1=O,5.650402545928955,5.417470455169678,5.533936500549316
CCN1C(=O)c2ccccc2Oc2ccc(C)cc21,5.322572231292725,5.474473476409912,5.398522853851318
N#CC(=NNc1ccc([N+](=O)[O-])cc1)C(=N)N1CCCCC1,4.9024271965026855,6.251582145690918,5.577004671096802
O=C(C=Cc1ccccc1Br)C=C1CCCCC1,5.289934158325195,3.5143213272094727,4.402127742767334
O=C1CCc2cc(OCc3cccc(Br)c3)ccc2N1,7.383326530456543,4.172671794891357,5.77799916267395
O=C(O)c1ccc(Nc2nc3ccccc3n3c(=O)oc4ccccc43n2)cc1,,,
CCC(=O)c1cc(OCc2cccc(F)c2)ccc1OCCCC#N,6.760264873504639,4.642244815826416,5.701254844665527
CC(=O)c1ccc(NC(=O)C=S(O)(O)=Cc2ccc3ccccc3n2)cc1,5.208487987518311,5.915098667144775,5.561793327331543
O=C(Nc1ccccc1)c1ccc2c(c1)OCCO2,5.909068584442139,5.644850254058838,5.776959419250488
CCc1ccc(-c2cc3cc(OC)ccc3oc2=O)cc1,6.754871368408203,5.4488959312438965,6.10188364982605
O=c1c2ccccc2nc2ccccc12,,,
O=C1Nc2ccc(OCC(O)CO)cc2C1=O,5.991159915924072,5.186521053314209,5.588840484619141
O=c1cc(-c2ccccc2)oc2ccc(OCc3ccccc3)cc12,5.622696399688721,4.6471686363220215,5.134932518005371
COC(=O)c1ccc(COc2ccc3c4c(cccc24)COC3)o1,5.616490840911865,3.8120627403259277,4.7142767906188965
C=CC(=O)N1CCOc2ccc(SCCO)cc21,6.016528606414795,6.3122453689575195,6.164386987686157
C#CCN(C)C(C)Cc1cccc(OCCCCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1,5.9785332679748535,6.471224784851074,6.224879026412964
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,5.175586223602295,6.07784366607666,5.6267149448394775
COc1ccc(CC2=C(C#N)C#N)cc1,,,
O=C(CCCN1CC=C(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,5.347151756286621,6.559193134307861,5.953172445297241
O=C(OCC#CCSc1nnc(-c2ccc(O)cc2)o1)c1ccccc1,5.855440139770508,5.820357799530029,5.8378989696502686
Cc1cc2cc(-c3csc4c(-c5cccc(F)c5)cnc(N)c34)ccc2o1,5.527198314666748,5.944811820983887,5.736005067825317
CC1CCCC(=NNc2nc(-c3ccc(F)cc3)cs2)C1,6.970631122589111,5.632997035980225,6.301814079284668
CNC(=O)c1c(NC(=O)c2ccccc2O)sc2c1CCCC2,5.342840671539307,8.65566635131836,6.999253511428833
O=CC1CC(=O)Oc2cc(OCc3cccc(Cl)c3)ccc21,7.642951965332031,4.637230396270752,6.140091180801392
N#Cc1ccc2c(c1)OC(=O)C1CCCC=C21,6.628001689910889,4.893221378326416,5.760611534118652
COc1ccc(C=C2C(=O)ON=C2c2cccc(F)c2)cc1,6.644636631011963,5.157512187957764,5.901074409484863
O=C(NN=Cc1ccc(O)cc1O)Nc1cccc2nsnc12,3.733660697937012,5.133495330810547,4.433578014373779
C=CCC1COc2cccc(COC3CCCC3=O)c2O1,4.961730003356934,4.788626670837402,4.875178337097168
C#CCn1c(Cc2ccccc2)nc2c(OC)cccc2c1=O,4.995625019073486,4.839139461517334,4.91738224029541
CC(=NNc1nc(-c2ccccc2)cs1)c1ccccn1,5.280487537384033,4.7985920906066895,5.039539813995361
Cc1ccc(OCCCc2cc(O)cc(O)c2)cc1,5.054120063781738,3.9860594272613525,4.520089745521545
CSc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,6.683780670166016,5.279628276824951,5.981704473495483
COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,4.6932692527771,4.994675636291504,4.843972444534302
COCCOc1ccc(N2CCN(Cc3ccccc3)CC2)cc1,5.100044250488281,5.011450290679932,5.0557472705841064
O=C(O)c1ccc(C=CC(=O)c2ccc(-c3ccc(O)cc3)o2)cc1,6.311244010925293,5.69466495513916,6.002954483032227
CC(=O)C(O)Oc1ccc(C(=O)c2c(F)cccc2F)cc1,4.726166725158691,4.850381851196289,4.78827428817749
O=C(NCCc1ccncc1)C1(O)CCCCC1,5.387540817260742,4.828520774841309,5.108030796051025
Cc1ccc(C(=O)C=Cc2ccccc2)cc1,5.216999530792236,4.249054908752441,4.733027219772339
O=C(C=Cc1ccccc1)N=c1[nH]c2cc(Cl)ccc2c(=O)s1,6.502464294433594,5.6448445320129395,6.073654413223267
C#CCN(C)Cc1cc2cc(OCc3ccccc3)ccc2n1C,7.657023429870605,4.428907871246338,6.042965650558472
O=C1c2ccc(O)cc2OC(c2ccc(O)cc2)C1O,4.335936546325684,5.83201789855957,5.083977222442627
O=C1NC(=O)c2cc(SCc3cccc(Cl)c3)ccc21,7.335251808166504,5.518736839294434,6.426994323730469
COc1ccc(-n2c(CC(C)=O)nc3ccccc3c2=O)cc1,4.698570251464844,5.131488800048828,4.915029525756836
COc1ccc(C=C2CC=CCC=C2CCCCCC2=O)cc1,,,
Oc1occ2ccc(OCCCOc3ccc(F)cc3)cc12,8.070363998413086,4.816555500030518,6.443459749221802
N#Cc1ccc(-c2csc(NN=Cc3cccs3)n2)cc1,5.970764636993408,5.136658668518066,5.553711652755737
CC(C)Oc1ccc(C(=O)Nc2ccccc2F)cc1,4.91398811340332,5.902842998504639,5.4084155559539795
Cc1c(C)c2ccc(OCC(=O)O(C3CC3)C(C)C)cc2oc1=O,,,
Nc1nc(Cl)c(C#N)c(-c2ccccc2)n1,4.643845558166504,4.766955375671387,4.705400466918945
NS(=O)(=O)c1ccc2c(C=Cc3ccc(Cl)cc3)n[nH]c2c1,6.120033264160156,5.13859224319458,5.629312753677368
Cc1[nH]c2c(c1C(=O)OCC1CCC(C)CC1)CCC=C2c1ccccc1,4.410628795623779,5.8495635986328125,5.130096197128296
CC(=NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1ccncc1,5.831141948699951,5.634707450866699,5.732924699783325
CC(=O)N1CCCC1=Cc1ccc2c(c1)OCCO2,5.149864673614502,5.754888534545898,5.4523766040802
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,3.641509532928467,5.355544567108154,4.4985270500183105
O=C1C(=Cc2cc(Br)c(O)c(Cl)c2)SC(NS(=O)(=O)c2ccccc2)C1=O,4.926113128662109,6.252133846282959,5.589123487472534
COc1ccc(-c2nc3cnc(Oc4ccccc4)nc3n(CCC#N)c2=O)cc1,5.044310569763184,5.7963032722473145,5.420306921005249
Cc1ccc(NC2=NC(=O)C(=Cc3ccc(O)cc3)S2)cc1,5.068731307983398,6.479097843170166,5.773914575576782
CCc1c(C)c2ccc(OCc3ccc(C(=O)OC)o3)cc2oc1=O,6.30376672744751,5.421638011932373,5.862702369689941
Oc1occ2ccc(OCCOc3ccc(Br)cc3)cc12,7.837296485900879,4.137167453765869,5.987231969833374
COc1ccc2c(C)c(C(=O)NN=Cc3cccnc3)oc2c1,4.7861328125,5.769228458404541,5.2776806354522705
Cc1cc(=O)oc2cc(OCc3cccc(Br)c3)ccc12,7.872342109680176,4.019050598144531,5.9456963539123535
COc1ccc(C=CC(=O)c2cccc(O)c2)cc1,5.485265254974365,4.68568229675293,5.0854737758636475
Cn1c(=O)sc2cc(OCC=Cc3ccc(Cl)cc3)ccc21,7.425726413726807,5.435884475708008,6.430805444717407
COc1cc(C=C(C#N)c2[nH]nc(N)c2C#N)c(OC)c1,,,
CNC(=O)Oc1cc(C)c(C=Cc2cccc(C)c2OC)cc1OC,4.889702320098877,7.381796836853027,6.135749578475952
Cc1cc(-c2csc(N[N+](=O)[O-])n2)nc(C)n1,6.5146684646606445,4.702028274536133,5.608348369598389
O=C1C=CC(=O)N1c1ccc(OC(F)F)cc1,5.636421203613281,5.371174335479736,5.503797769546509
O=c1oc2ccccc2cc1-c1nc2ccccc2c(=O)o1,5.2714033126831055,6.1771087646484375,5.7242560386657715
O=C(C=Cc1ccc(O)c(O)c1)c1cc2ccccc2oc1=O,6.436208724975586,6.085888385772705,6.2610485553741455
COc1cc2c(C3c4ccccc4COc4ccccc43)nc(N3CCCC3)nc2cc1OCCCN1CCCC1,5.657695770263672,5.857804775238037,5.7577502727508545
CNC(=O)c1cccc(F)c1Oc1cccc(Cl)c1,5.834781169891357,8.076737403869629,6.955759286880493
Cc1ccc(OCc2cccc(C(F)(F)F)c2)cc1,7.404535293579102,5.0157365798950195,6.2101359367370605
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(O)C=O,9.068593978881836,5.335444450378418,7.202019214630127
Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,5.803250312805176,5.841367721557617,5.8223090171813965
COc1cc(Br)c(OC)c(C=Cc2ccc(O)c(O)c2)c1,4.87393045425415,4.1853227615356445,4.5296266078948975
O=C(O)c1ccc(Oc2cccc(C(=O)c3ccc(C(F)(F)F)cc3)c2)cc1,5.583658218383789,6.453268527984619,6.018463373184204
Cc1sc(NN=C2CCCCC2)nc1-c1ccccc1,6.09467887878418,5.772180080413818,5.933429479598999
COc1ccc(-c2cc(O)c3c(C)c(C)c(=O)oc3c2)cc1,6.886960983276367,4.795057773590088,5.8410093784332275
O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCC3)n2)c1,6.815119743347168,5.772254467010498,6.293687105178833
CC(=O)N1N=C(c2ccccc2F)CC1c1ccccc1O,5.466557502746582,7.359894752502441,6.413226127624512
Cc1ccc(SCc2csc(C3CCCC3)n2)cc1,6.007335662841797,5.249139308929443,5.62823748588562
C#CCNCc1cc2cc(OCCC3CCCCC3)ccc2n1C,6.083072662353516,6.090603351593018,6.086838006973267
N#Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4cccs4)o3)n2)cc1,6.66977071762085,6.6251220703125,6.647446393966675
O=CNc1sc(-c2ccccc2)nc1-c1ccccc1,4.54087495803833,5.788429260253906,5.164652109146118
COc1cccc(C=C2SC(=O)N(CC(=O)Nc3cscn3)C2=O)c1,4.7367706298828125,5.587199687957764,5.161985158920288
COc1ccccc1-c1cccc(-c2ccc(C=C3C(=O)NOC3=O)o2)c1,5.727643966674805,5.7797369956970215,5.753690481185913
COC1CC(=O)OC1=Cc1cccc(Oc2ccccc2)c1,5.326972007751465,6.88248872756958,6.1047303676605225
N#CC1C(=N)Oc2cc(O)ccc2C1c1ccc(Cl)cc1,5.823643207550049,5.733205795288086,5.778424501419067
COc1ccc(COc2ccc(CO)cc2Cl)cc1,5.907322406768799,3.709718704223633,4.808520555496216
Cn1cc(N=C2C(=O)c3ccccc3C2=O)c2ccccc21,4.146719932556152,5.200661659240723,4.6736907958984375
O=c1oc2ccccc2cc1-c1nc2ccccc2[nH]1,4.766075611114502,5.399131774902344,5.082603693008423
C=CCc1cc2c(C)cc(=O)oc2cc1O,6.0842790603637695,5.230759143829346,5.657519102096558
O=C1c2ccccc2-c2nnc(-c3ccccc3O)cc21,5.020044326782227,5.580846309661865,5.300445318222046
COc1cc2c(cc1OC)CN(Cc1ccc(-c3csnn3)cc1)CC2,4.883468151092529,4.695479393005371,4.78947377204895
Cc1cc(C)c(O)c(-c2cc3cccc(O)c3oc2=O)c1,6.202077865600586,5.165343761444092,5.683710813522339
CCS(=O)(=O)c1cccc(C#Cc2ccccc2)c1,5.516594886779785,5.228976726531982,5.372785806655884
NC(=NN=Cc1ccc(-c2cc([N+](=O)[O-])co2)o1)N[N+](=O)[O-],3.940704107284546,6.281767845153809,5.111235976219177
Cc1cc2nc(-c3cccc(F)c3)cn2cn1,6.389964580535889,5.10181188583374,5.7458882331848145
CC(C)(C)c1ccc(SCC(=O)Nc2ccccc2)cc1,3.675138473510742,4.738969802856445,4.207054138183594
O=[N+]([O-])c1ccc(Sc2ccccn2)cc1,4.92823600769043,5.503897666931152,5.216066837310791
O=C(NN=Cc1ccc(O)c(O)c1O)c1cc(Cl)ccc1O,5.37714958190918,6.139060974121094,5.758105278015137
COc1cccc2c1N(CC1CC1)C(=O)C2=O,4.9148688316345215,6.255138874053955,5.585003852844238
C#CCNC1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,6.798094749450684,5.182172775268555,5.990133762359619
O=C(O)c1cccc(C2=NOC(COc3ccc(F)cc3)C2)c1,6.107025146484375,5.960532188415527,6.033778667449951
