SMILES,_5HT2A_pXC50,D2R_pXC50,D2R__5HT2A_pXC50
COc1cc2c(cc1OC)C1C(=O)N(C)C(=NCCN3CCN(c4ccccc4O)CC3)CC1CN2,5.836977005004883,6.430198669433594,6.133587837219238
Cc1ncnc(NCCN2CCN(c3cccc4nc(Cc5ccccc5)oc34)CC2)c1C,7.022838115692139,6.959777355194092,6.991307735443115
O=C(NCc1ccc(Cl)cc1)N(CC1CCC1)C1CCNC1,6.163089275360107,6.98604679107666,6.574568033218384
Fc1ccc2c(c1)nc(-c1ccc(N3CCN(CCOc4ccc5[nH]c(S)nc5c4)CC3)cc1)n2CCCN1CCOCC1,7.022126197814941,7.055370807647705,7.038748502731323
Cc1cnc(C(=O)NC2CCC(Nc3nc(Cl)cc(-c4c[nH]c5ncccc45)n3)CC2)cn1,4.341163158416748,5.91332483291626,5.127243995666504
CSc1ccc(CC(=O)N2CCN(C3CCCCC3)CC2)cc1,7.31051778793335,5.942122459411621,6.626320123672485
O=C(c1ccc(Cl)cc1)C1CCN(CCn2c(=O)[nH]c3ccsc3c2=O)CC1,7.301262855529785,7.299854755401611,7.300558805465698
COc1ccc2[nH]cc(CCN3CCN(c4cccc5nc(C)cc45)CC3)c2c1,,,
COc1cccc(-c2cc(N3CCN(CCN4CCN(C(C)(C)C)CC4)CC3)ccc2F)c1,7.207551002502441,6.321591377258301,6.764571189880371
Cc1c(Br)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,8.492259979248047,8.28016471862793,8.386212348937988
Cc1c(C(=O)N2CCC(C)Sc3ccccc32)cnn1-c1ccc(C(=O)N(C)CCN(C)C)cc1,7.059262752532959,5.825394153594971,6.442328453063965
COc1cccc(OC)c1C1CCN(CCCNC(=O)c2cnc3ccc(C)cc3c2)CC1,6.628147125244141,6.3106231689453125,6.469385147094727
CCCN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,6.929920196533203,6.332050323486328,6.630985260009766
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,8.453816413879395,7.821849822998047,8.13783311843872
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)N1CCC(c2c[nH]c3ccccc23)CC1,8.939040184020996,7.140462875366211,8.039751529693604
CN(CCN1CCN(c2ccccc2)CC1)S(=O)(=O)c1ccc2ccccc2c1,7.197941780090332,6.913673400878906,7.055807590484619
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,5.0681891441345215,4.755756855010986,4.911972999572754
Cc1c(CNC2CCC(F)C2)nn(CC2CCCN2C)c1-c1ccc(Cl)cc1,7.354020595550537,6.307859420776367,6.830940008163452
CC(C)N(C(=O)C1Cc2c(c(Br)c3c4c(cccc24)NC3)C(=O)N(C)C1)C(C)C,7.329346656799316,5.656631946563721,6.4929893016815186
CN(CC(=O)NC1CCN(c2cccc3oc(CF)cc23)CC1)CC(=O)Nc1ccc(F)cc1,5.5706787109375,6.494916915893555,6.032797813415527
CN1CCC(Oc2cccc3ncccc23)CC1,6.1101789474487305,6.659797191619873,6.384988069534302
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(Cl)c(NCCCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)n3)cc2)CC1,6.249612808227539,5.907395362854004,6.0785040855407715
COc1cccc(C(C)NC2CCC(CCn3ncc(=O)n(C)c3=O)CC2)c1,6.914944648742676,6.6308698654174805,6.772907257080078
Cc1c(-c2ccccc2)nc(O)n1C1CCN(CCC(c2ccccc2)c2ccc(F)cc2)CC1,7.28715705871582,6.692499160766602,6.989828109741211
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6oc(C(F)(F)F)nc6cc5CC4)n3C)cccc2n1,5.524837970733643,6.249937057495117,5.88738751411438
Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,7.881628036499023,6.912761211395264,7.3971946239471436
NCCn1cc(S(=O)(=O)c2ccc(Cl)s2)c2cc(C(F)(F)F)ccc21,6.50108528137207,5.754391193389893,6.1277382373809814
Cc1ccc(F)cc1C1CCN(CC2CCC(C(=O)NCc3ccccc3)CC2)CC1,6.428317546844482,5.8466877937316895,6.137502670288086
CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,7.160000801086426,6.242492198944092,6.701246500015259
Cc1cc(N2CCN(CCC(=O)NC(C)c3nnn[nH]3)CC2)nc(-c2ccc(Cl)cc2Cl)n1,6.496782302856445,6.369152545928955,6.4329674243927
COc1ccc(OC)c(CN2CCC3(CC2)CCN(C)c2ccccc23)c1,5.752181053161621,6.249457359313965,6.000819206237793
O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2cccc(Cl)c2)CC1)CC1CCCCC1,7.860280990600586,7.3520002365112305,7.606140613555908
CC(C)CN1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c4c(N)ncnc43)CC2)CC1,6.511750221252441,5.557165622711182,6.0344579219818115
Cc1c2c(n3c1CCCN(C)CC1CCC3O1)CC(C)(C)CC2=O,6.700501918792725,5.63638973236084,6.168445825576782
O=S1(=O)N=C(NCCCN2CCOCC2)c2ccccc21,5.276029586791992,5.9146552085876465,5.595342397689819
CN1CCc2c(sc3ncn(CCN4CCN(c5ccccc5OCc5ccccc5)CC4)c(=O)c23)C1,7.297739028930664,7.066282272338867,7.182010650634766
COc1ccc(COCC(Cn2ccnn2)OC2C=CC=CC2=CC=C2)cc1,,,
CCOc1nc2cccc(CCN)c2[nH]1,6.4512786865234375,6.784848213195801,6.618063449859619
NC1CN(C2CCC(c3ccc(O)cc3)CC2)CC1c1ccc(F)cc1,6.562360763549805,6.617682933807373,6.590021848678589
NC(=O)C1CSC2CCN(CCc3ccc(F)cc3)CC2C1,6.580696105957031,5.763785362243652,6.172240734100342
O=S(=O)(c1ccccc1F)N(CCCCN1CCN(c2nsc3ccccc23)CC1)CC1CCCCC1,9.200421333312988,7.646843910217285,8.423632621765137
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(F)c3)C2)n1C,6.293822765350342,6.820619583129883,6.557221174240112
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)c(Cl)c12,8.652871131896973,8.455557823181152,8.554214477539062
COc1ccc(F)cc1CSc1nnc(-c2cnc(C(C)C)c(CN)c2)n1-c1ccc(F)cc1,6.942893028259277,6.715054512023926,6.828973770141602
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5c(F)cccc45)CC3)cc12,8.204888343811035,8.312248229980469,8.258568286895752
COc1ccccc1N1CCN(CCCNC(=O)C23CCC(CF)(CC2)C3)CC1,6.508533477783203,6.188690185546875,6.348611831665039
O=C(c1ccc(F)cc1)C1CCN(CCC2(c3ccc(F)cc3)CCCCC2)CC1,8.436838150024414,7.24065637588501,7.838747262954712
CN(C)CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,7.719166755676269,7.465851783752441,7.5925092697143555
O=C1Nc2c(F)cccc2C1=Cc1cn(CCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c2ccccc12,7.093385219573975,7.170401573181152,7.1318933963775635
O=C(NC1CCC(c2ccc(F)cc2)CN(CCc2ccc(F)cc2F)C1)c1ccco1,6.508098125457764,6.170929431915283,6.339513778686523
CN1CCN2c3ccccc3Cc3ccccc3C2C1,8.42132568359375,6.133472442626953,7.277399063110352
CCOc1ccc(NC(=O)Nc2ccc(O)cc2)cc1,6.693029880523682,7.933551788330078,7.31329083442688
Cc1ccc(-c2ccnc(Nc3ccc(OCCN4CCCC4)c(C)c3)n2)s1,5.778695583343506,6.586953163146973,6.182824373245239
COc1ccc(NC(=O)c2cc(F)ccc2F)cc1-c1c(Br)cnn1C,9.060197830200195,6.592309951782227,7.826253890991211
CN(C)CCN1CCc2ccccc2C1Cc1ccccc1,6.833073616027832,5.663174152374268,6.24812388420105
O=C(c1ccc(F)cc1Cl)C1CCN(CCc2ccc(F)cc2)CC1,8.486407279968262,6.679129600524902,7.582768440246582
O=S(=O)(c1ccc(F)cc1F)N(Cc1cccc2cccnc12)C1CCN(Cc2cncs2)CC1,6.684991359710693,6.220980167388916,6.452985763549805
O=C1CCc2ccc(-c3ccnc(C(F)(F)F)c3)cc2N1,6.290294647216797,7.613844871520996,6.9520697593688965
CCN1Cc2c(Br)cccc2CC1CN,6.663836479187012,7.184965133666992,6.924400806427002
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1,6.637442588806152,6.465204238891602,6.551323413848877
CCCC1CN(C)CCc2cc(Cl)c(OC)cc21,6.333962440490723,5.723536968231201,6.028749704360962
COc1cccc(C(C)NCCCOc2cccc(NC(=O)Nc3ccccc3)c2)c1,7.023161888122559,6.495953559875488,6.759557723999023
CC(C(=O)N1c2ccccc2CC1C)c1ccncc1,5.890923500061035,5.253411293029785,5.57216739654541
COc1cccc(NC(=O)Nc2ccc(F)cc2)c1,7.240364074707031,7.004240989685059,7.122302532196045
N#Cc1cc2c(cc1C(F)(F)F)NC(=O)CC(c1cccc(-n3cccc3)c1)=N2,5.749000549316406,7.485559463500977,6.617280006408691
CC(C)N1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,7.946096420288086,5.931146621704102,6.938621520996094
COc1ccc(N2CCN(CCN3C(=O)C(=O)c4ccccc43)CC2)cc1,5.808956623077393,5.335067272186279,5.572011947631836
O=S(=O)(NCC(O)CN1CCC(Oc2ccc(-c3nc4ccc(Cl)cc4s3)cc2)CC1)c1ccc(Br)cc1,7.053468227386475,6.4216485023498535,6.737558364868164
CC1CN(c2ccccc2NC(=O)c2ccc(Br)o2)CCN1,5.283854961395264,6.434858798980713,5.859356880187988
O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2cc(Cl)ccc2s1,8.20752239227295,8.020673751831055,8.114098072052002
CN1CCCc2cc(OC(=O)NC3CCCCC3)ccc21,6.244131088256836,6.89292573928833,6.568528413772583
Oc1[nH]cc2cc(Cl)c(OCCCN3CCN(c4cccc5c(F)cccc45)CC3)cc12,7.87614631652832,7.849610805511475,7.8628785610198975
COc1cc(N)ccc1N1CCN(CCCCCCC(=O)NCc2ccc(F)cc2)CC1,7.056298732757568,7.2052178382873535,7.130758285522461
O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2nsc3ccccc23)CC1,9.271183013916016,7.418371200561523,8.34477710723877
COc1cc2c(cc1OC)C(Cc1ccccc1)N(CC1CCN(CCNc3c4c(nc5cc(Cl)ccc35)CCCC4)CC1)CC2,6.781405925750732,6.891411781311035,6.836408853530884
O=S(=O)(c1ccc(N2CCOCC2)cc1)C1(C(F)(F)F)CCN(Cc2ccccc2)CC1,6.763282775878906,6.143155097961426,6.453218936920166
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,7.284979820251465,8.729467391967773,8.00722360610962
COc1c(CC=C(C)CCC(=O)O)cc(Br)c(O)c1C,6.563292026519775,7.0540971755981445,6.80869460105896
O=C1Cc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2N1,8.949204444885254,8.705472946166992,8.827338695526123
COc1cc2c(cc1OC)C1C(=O)NC(C)(C)C=C21,6.051783561706543,4.532667636871338,5.29222559928894
Oc1n[nH]c2ccc(-c3cccnc3)cc12,4.6531662940979,7.578885078430176,6.116025686264038
COc1ccc(-n2ccc(C(F)(F)F)c(C(=O)NN)c2=O)cc1,8.03785514831543,6.692497730255127,7.365176439285278
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,8.35280704498291,7.153245449066162,7.753026247024536
CC(Cc1c[nH]c2c(OCCCCCC(=O)N3CCCC3)cccc12)NCC(O)c1cccc(Cl)c1,6.927279472351074,6.165152072906494,6.546215772628784
CCCCCc1ccc(CCN2CCN(c3ccccc3OC)CC2)cc1,6.984394073486328,7.754604816436768,7.369499444961548
Oc1[nH]cc2cc(F)c(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc12,8.426273345947266,8.385173797607422,8.405723571777344
O=S(=O)(c1ccccc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,9.295700073242188,6.440766334533691,7.8682332038879395
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,7.99879789352417,6.543483257293701,7.2711405754089355
CCCN1CCC(COc2nc3c(F)cccc3c3ncccc23)CC1,5.747816562652588,6.088613033294678,5.918214797973633
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ccccc2Cl)CC1,7.303619861602783,7.210731506347656,7.25717568397522
Cc1c(CCC(=O)N2CCC(N3CCN(C(=O)c4ccco4)CC3)CC2)nnn1-c1ccccc1,6.460090637207031,5.372555732727051,5.916323184967041
COc1cccc(C=C2SC(=Nc3ccccc3)NC2=O)c1,5.800292491912842,5.593261241912842,5.696776866912842
O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(Cl)ccc2Cl)CC1,7.113223552703857,7.122228622436523,7.11772608757019
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,8.453816413879395,7.821849822998047,8.13783311843872
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,5.5579352378845215,6.68971061706543,6.123822927474976
NC(=O)c1cc2c(cc1N1CCN(C3CCCCC3)CC1)OCCO2,6.417623996734619,7.045601844787598,6.731612920761108
CCC1CNC2Cc3ccc(C(F)(F)F)cc3N12,7.318542957305908,6.336277008056641,6.827409982681274
O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,8.47484016418457,7.919332027435303,8.197086095809937
COc1ccc(NC(=O)Nc2ccc(Br)cc2)cc1-c1c(Br)cnn1C,9.786373138427734,7.226953029632568,8.506663084030151
COc1ccc(NC(=S)NCc2ccc(C(=O)NCc3ccccc3)cc2)cc1,6.5682454109191895,7.11106538772583,6.83965539932251
NC(=O)NC1CC(C(=O)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)Cc2ccccc21,6.138522624969482,5.948163986206055,6.0433433055877686
Cc1c(C(=O)NC2CCN(C)CC2)sc2c(N3CCCC3)nc(-c3ccccc3)nc12,5.593494892120361,6.425261497497559,6.00937819480896
CCc1nc(N)c2c(OC)cccc2n1,4.856613159179688,6.90193510055542,5.879274129867554
COc1ccc(S(=O)(=O)N(C)c2c(CN3CCNC(=O)C3)cc(-c3cccc(F)c3)cc2C2CC2)cc1,6.786677360534668,7.208032131195068,6.997354745864868
COc1ccccc1N1CCN(CCC=CCNC(=O)c2ccc(C)cc2)CC1,6.103021621704102,7.718945026397705,6.910983324050903
O=S(=O)(c1ccccc1)c1cccc(NCCCN2CCN(c3ccc(F)cc3)CC2)c1,7.364292144775391,6.104763507843018,6.734527826309204
NCC1CCC(c2ccccc2)(C2CCCCC2)C1,6.476644515991211,5.960170269012451,6.218407392501831
CC1=NN(c2ccccc2)C(=O)C1=Cc1ccccc1,5.534112930297852,5.5037665367126465,5.518939733505249
N#Cc1ccc(CC(C(=O)N2CCN(CCCCN3CCN(c4ccc(F)cc4)CC3)CC2)c2ccc(F)cc2)cc1,7.451346874237059,5.840128421783447,6.645737648010253
CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6c5OCCO6)CC4)c(=O)c23)C1,6.9378814697265625,7.2220048904418945,7.0799431800842285
O=S(=O)(c1cccc2cnccc12)N(CCCN1CCN(c2nsc3ccccc23)CC1)CC1CCCCC1,8.449323654174805,7.451093673706055,7.95020866394043
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccs3)c3ccccc32)CC1,8.356348037719727,6.222413063049316,7.2893805503845215
Cn1nc(C(F)(F)F)cc1-c1ccc(OCCCN2CCCCC2)cc1,7.2007904052734375,7.1168646812438965,7.158827543258667
CN1CCC(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,8.16471004486084,7.508421897888184,7.836565971374512
O=C(NN=Cc1ccc(O)cc1O)Nc1cccc2nsnc12,5.281959533691406,7.431181907653809,6.356570720672607
CN1CCCN(C2CC(c3ccc(F)cc3)c3ccccc32)CC1,7.611324310302734,7.108064651489258,7.359694480895996
FC(F)(F)c1cc(C2CCN(CCCc3c[nH]c4ccccc34)CC2)c[nH]1,6.514773845672607,8.050963401794434,7.2828686237335205
COc1cc2oc(-c3ccc(O)c(O)c3)c(CCN3CCN(c4nsc5ccccc45)CC3)c2cc1OC,6.416327476501465,7.241425037384033,6.828876256942749
CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1,6.922544002532959,6.781023979187012,6.851783990859985
CN1CCN(C2Cc3ccc(Cl)cc3Sc3ccc(CN(C)C)cc32)CC1,7.083806991577148,8.382278442382812,7.7330427169799805
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)cc12,7.770565986633301,8.251432418823242,8.010999202728271
O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)c1ccc(F)cc1,8.878500938415527,7.4388251304626465,8.158663034439087
CC(N)Cc1c2c(c(Br)c3c1OCC3)OCC2,8.563614845275879,5.939587116241455,7.251600980758667
c1ccc(-c2cccnc2)c(CN2CCN(c3nsc4ccccc34)CC2)c1,6.901634216308594,6.676417827606201,6.7890260219573975
CCN(CC)CC#Cc1ccc2c(c1)-c1n[nH]c(-c3ccc(C#N)nc3)c1C2,4.981081008911133,5.541770935058594,5.261425971984863
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2sccc21,8.88327407836914,6.989493370056152,7.9363837242126465
S=C(NC1CCCCC1)N1CCC(Cc2ccccc2)CC1,6.287160873413086,7.491011619567871,6.8890862464904785
COc1ccc(-c2nc3c(c(SCCCN4CCc5cc6c(cc5CC4)CC(C)NC6=O)c4ccccc4CC3)c2C=CC=CC=CC1,,,
Cc1ccc2nc(C)c(CN3CCN(c4nc(-c5ccc(F)c(F)c5)cs4)CC3)c2c1,,,
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,7.593839168548584,7.016761779785156,7.30530047416687
CN1CC-c2ccc3cc[nH]c3c2C1,6.203274250030518,7.987964630126953,7.095619440078735
O=S(=O)(c1ccc(C=Cc2ccc(F)cc2F)nc1)c1cccs1,8.180765151977539,5.722869396209717,6.951817274093628
O=C(c1ccc2[nH]cnc2c1)N1CCN(Cc2cccc(Cl)c2)CC1,6.415032863616943,5.882498264312744,6.148765563964844
Cc1c(C2CCN(Cc3ccccc3)CC2)n[nH]c1-c1cccc(C#N)c1,6.953455924987793,7.022197723388672,6.987826824188232
Cc1c(CN2CCN(c3cccc4nc(C)oc34)CC2)cnn1-c1ccccc1,5.2383809089660645,6.497700214385986,5.868040561676025
