SMILES,D2R_pXC50,_5HT2A_pXC50,D2R__5HT2A_pXC50
CC(C)CCCCN1CCc2cc(F)ccc2C1,6.16709566116333,6.476200580596924,6.321648120880127
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2N1,8.820858001708984,8.932706832885742,8.876782417297363
O=C(NCc1cccnc1)NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,6.978521347045898,5.896703243255615,6.437612295150757
CC1(C)CC(N2CCC(c3noc4cc(F)ccc34)CC2)c2cc3c(cc21)OCO3,7.3253583908081055,7.901119232177734,7.61323881149292
FC(F)(F)c1cccc(SCCN2CCN(CCc3ccc4nc(Cc5ccccc5)oc4c3)CC2)c1,6.282392501831055,7.069940090179443,6.676166296005249
OC(c1ccccc1)C1(F)CCN(CCc2c[nH]c3ccc(C(F)(F)F)cc23)CC1,6.680111885070801,6.91875696182251,6.799434423446655
O=S(=O)(NCCCCN1CCOCC1)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,7.501744270324707,7.096198081970215,7.298971176147461
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,6.233206748962402,5.044500350952148,5.638853549957275
O=C(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)cc1,6.834383964538574,7.110562324523926,6.97247314453125
COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)CC=Cc2ccccc2)cc1OC,6.266845703125,6.619829654693604,6.443337678909302
Cc1nccn1-c1ccc(C(=O)NC2CCC(N3CCN(c4ccc(F)cc4F)CC3)CC2)cc1,6.386719226837158,6.857968330383301,6.6223437786102295
CCF)c1cccc(C2CC2CN)c1,,,
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,6.5241241455078125,6.840479850769043,6.682301998138428
CC(C)c1ccccc1OCCN1CCC(NC(=O)c2ccccc2Cl)CC1,7.976925373077393,6.721760749816895,7.3493430614471436
NCC1CC1c1cccc(Cl)c1Cl,6.768714427947998,6.759958744049072,6.764336585998535
COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)(C)O)c5)cnc(N)c34)cc2)cc1,6.12910795211792,6.678378105163574,6.403743028640747
C[SH](=O)(O)N=CC1CCC(Nc2ncnc3ccsc23)CC1,7.764949798583984,5.01917028427124,6.392060041427612
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1csc2ccccc12,7.942988872528076,8.31778335571289,8.130386114120483
COc1cc2c(cc1OC)C(C)CN(CCc1ccc(O)c(F)c1)CC2,6.363506317138672,6.74943733215332,6.556471824645996
Oc1nnc(CCCN2CCN(c3cccc(Cl)c3)CC2)o1,7.46355676651001,6.910922050476074,7.187239408493042
COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)cc1F,6.08454179763794,7.87983512878418,6.98218846321106
CC1CN(C2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)CCN1,5.367908954620361,6.862129211425781,6.115019083023071
CN1CCN(C2=Cc3cc(Cl)ccc3Oc3ccc(Cl)cc32)CC1,8.13994026184082,7.906796455383301,8.02336835861206
O=C1CC(c2ccc(Cl)cc2)C(=O)N1CCCN1CCN(c2ncccn2)CC1,5.348464012145996,6.498003005981445,5.923233509063721
Clc1ccc(CSC2=NC3CCCC3CN2)cc1Cl,6.824100494384766,7.066948890686035,6.9455246925354
O=C(CCCN1CCN(c2ncccn2)CC1)c1ccc(F)cc1,7.011404991149902,7.280559062957764,7.145982027053833
Cc1ccc2c(N3CCN(Cc4cccc(-c5ccc(C(C)C)cc5)c4)CC3)cccc2n1,7.1812286376953125,5.538304328918457,6.359766483306885
Oc1nc2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,6.062306880950928,4.64460563659668,5.353456258773804
CN(C)CCOc1ccccc1N1CCN(CCCCCC(=O)N=CC2Nc3ccc(F)cc3C(=O)N2c2ccccn2)CC1,6.434457302093506,6.490787029266357,6.462622165679932
O=C(NC1CCC(O)CC1)c1ccccc1NCCC1=CCCCC1,6.759033679962158,6.0686116218566895,6.413822650909424
COc1ccc(Cl)cc1N1CCN(CCCCNc2ccc3nc(S)[nH]c3c2)CC1,9.177669525146484,7.291560649871826,8.234615087509155
CC12CCC(C1)C(OC(=O)c1cccs1)C2(C)C,4.907730579376221,5.373151779174805,5.140441179275513
COc1ccc2c(c1)c(-c1cc3ncccc3[nH]1)cn2C,6.455419063568115,4.981550693511963,5.718484878540039
O=C(CCCn1c(=S)[nH]c2ccsc2c1=O)NCCN1CCN(c2nsc3ccccc23)CC1,8.093050003051758,7.3850483894348145,7.739049196243286
Fc1cnc2c(c1)ncn2CCN1CCN(c2ccccc2)CC1,5.640743732452393,7.332886695861816,6.4868152141571045
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.755756855010986,5.068190097808838,4.911973476409912
Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1,5.409607410430908,5.04872465133667,5.229166030883789
CN1CCCC1COc1cncc(CCc2ccccc2)c1,5.142840385437012,6.739690780639648,5.94126558303833
CN(CCCCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12)CCN1CCN(c2ccccc2F)CC1,7.654742240905762,7.15674352645874,7.405742883682251
Cc1nc(N)cc(N2CCN(CCCCOc3ccc4cccc(=O)n4n3)CC2)n1,7.58795166015625,6.902482032775879,7.2452168464660645
O=C(c1ccc(F)cc1)C1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,7.595044136047363,8.392107009887695,7.993575572967529
COc1ccc2[nH]c3c(c2c1)CN(C)CC3,7.227815628051758,6.360665321350098,6.794240474700928
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc2N1,8.820858001708984,8.932706832885742,8.876782417297363
COc1cc(C2=C(c3cc(F)ccc3F)CCC(=O)N2)cc(OC)c1OC,6.644510746002197,6.097898483276367,6.371204614639282
CCCN1CCCC2Cc3n[nH]cc3CC21,7.44373893737793,6.856837272644043,7.150288105010986
CN1CCN(Cc2ccc(C(=O)c3ccccc3)cc2)CC1,5.230724334716797,6.32898473739624,5.7798545360565186
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(F)c12,8.132925987243652,8.799540519714355,8.466233253479004
COc1cc(NC(=O)CN2CCN(c3cccc(Cl)c3C)CC2)cc(OC)c1OC,6.709722995758057,5.908620834350586,6.309171915054321
CN1CCCC1C1C=S(O)(O)=CC1,5.775495052337647,4.014150142669678,4.894822597503662
COc1ccc(S(=O)(=O)NCC2CCC(CNC(=O)c3ccc(Cl)cc3)CC2)cc1,6.752985954284668,6.656285762786865,6.704635858535767
CCCN1CN(c2ccc(Cl)cc2)C2(CCN(CCC3(c4ccc(F)cc4)CCCC3)CC2)C1=O,8.315633773803711,7.462254524230957,7.888944149017334
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5ccsc45)CC3)c(F)c12,8.510061264038086,8.511373519897461,8.510717391967773
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5c4OCCC5)CC3)cc12,8.819002151489258,8.080666542053223,8.44983434677124
O=C1CCc2cc(C(O)c3ccn[nH]3)cc3c2N1CCC3,6.741584777832031,6.323666095733643,6.532625436782837
Cc1ccc2c(C3=NC4=CCCCN4C)c[nH]c2c1,,,
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,7.594958782196045,7.836950778961182,7.715954780578613
Cc1c(O)n(Cc2ccc(F)c(F)c2)c2ccccc12,6.738859176635742,7.5355706214904785,7.13721489906311
O=C1OCCN1Cc1ccc2c(c1)nc(O)c1cccn12,6.750340461730957,5.2496442794799805,5.999992370605469
CCCCCN1CCN(c2nc(-c3ccccc3)cs2)CC1,6.0362868309021,6.774087905883789,6.405187368392944
CCN=C1NCCc2c1[nH]c1ccc(Br)cc21,6.473477363586426,7.16340446472168,6.818440914154053
FC(F)(F)c1ccccc1C1CCN(CCc2ccccc2)CC1,6.662841320037842,7.613949775695801,7.138395547866821
CCCCCCCCCCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,5.015915870666504,6.586118221282959,5.8010170459747314
CC1=NC(=O)CC(c2ccc(F)c(F)c2)C1C(=O)NCCCN1CCC(c2ccc(F)cc2)CC1,6.262302875518799,6.409882068634033,6.336092472076416
CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6ccccc56)CC4)c(=O)c23)C1,7.933943748474121,7.740042686462402,7.836993217468262
COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCC1(C)C2(C)C,6.623789310455322,6.468188285827637,6.5459887981414795
CCCCCn1ncnc1-c1ccc2c(c1)CCN2C(=O)C1CCC1,6.543224334716797,5.769491195678711,6.156357765197754
O=S(=O)(c1ccc(N2CCN(c3ccccn3)CC2)cc1)C1(C(O)=NO)CCN(C2CC2)CC1,5.819745063781738,5.272716999053955,5.546231031417847
CCN1CCCC1CNC(=O)c1c(O)ccc2c(CCN3CCN(c4ccc([N+](=O)[O-])cc4)CC3)coc12,6.601243019104004,6.038778781890869,6.3200109004974365
COc1ccc(N=C2N=C(C)CN2C(=O)OCC2CCCCO2)cc1F,4.952970027923584,5.111278533935547,5.032124280929565
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc12,8.2858247756958,8.333948135375977,8.309886455535889
Cc1cccnc1N1CCN(CCCCN2C(=O)CC3(CCCC3)CC2=O)CC1,6.466588020324707,7.12634801864624,6.796468019485474
CN1CCCC1Cc1c[nH]c2ccc(C3=CCN(C(=O)Nc4ccc(Cl)cc4)CC3)cc12,6.907597064971924,7.332604885101318,7.120100975036621
CN1CCC(CNC(=O)C2(c3ccccc3)CCC2)(c2ccc(Br)cc2)CC1,7.005232334136963,7.050383567810059,7.027807950973511
CCc1nc(O)c2cc(CN3CCC(c4noc5cc(F)ccc45)CC3)sc2n1,7.212504386901855,7.272758483886719,7.242631435394287
COc1ccc(F)cc1CSc1nnc(-c2cnc(C(C)C)c(CN)c2)n1C,6.747596740722656,6.823137283325195,6.785367012023926
OC1(c2ccc(Cl)c(Cl)c2)CC2CCC(C1)N2Cc1coc2cc(F)ccc12,7.870075702667236,6.337413311004639,7.1037445068359375
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cn(-c2ccccc2)c2ccc(Cl)cc12,7.806272506713867,7.691193103790283,7.748732805252075
CC(C)CCOC1COC2(CCN(Cc3ccncc3)CC2)C1,4.558379650115967,6.582707405090332,5.570543527603149
CCN1CCC(c2c[nH]c3ccc(NC(=S)N(C)C)c(OC)c23)CC1,6.779298782348633,6.38178825378418,6.580543518066406
Clc1cccc(N2CCN(CCCCN=C3CCC(c4nc5ccccc5o4)CC3)CC2)c1Cl,7.254179000854492,8.263996124267578,7.759087562561035
O=C(CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1,8.233951568603516,7.724820613861084,7.9793860912323
O=C(O)COc1ccc(Cl)cc1CN1CCC2(CC1)C(=O)N(c1cccc(F)c1)C2c1ccc(F)cc1,7.329482555389404,6.12899112701416,6.729236841201782
COc1ccccc1N1CCN(CCCCn2cc3cccnc3c2O)CC1,7.804871082305908,6.609281063079834,7.207076072692871
COc1cccc(C(C)NC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)c1,5.800539016723633,5.531686782836914,5.666112899780273
CCOc1ccc2c(c1)c(CCNCC1COc3ccccc3O1)cn2C,7.203111171722412,7.176657199859619,7.189884185791016
CC(C)n1cc(C2=CCN(CCCC(O)c3cccc(F)c3)CC2)c2ccccc21,6.38361120223999,6.364080429077148,6.373845815658569
CCOC(=O)c1c(C)[nH]c(CN2CCN(c3ccccc3)CC2)c1C,6.217121124267578,5.9846014976501465,6.100861310958862
O=C1N(Cc2cccs2)CCN1c1ccc(Cl)c(Cl)c1,6.357393741607666,5.9317498207092285,6.144571781158447
CCOc1ccc(OCc2cccc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)n2)cc1,5.904679775238037,6.110742092132568,6.007710933685303
Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCCC1,6.849433422088623,9.429953575134276,8.13969349861145
CCCCC1CN(CCCCC)CC2C(N)=O)CCN1C2=O,,,
CCC1(C(=O)OC)CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1,5.773411273956299,6.63158130645752,6.202496290206909
O=Cc1cc(CN2CCN(c3cccc(Cl)c3F)CC2)[nH]c2c(Cl)cccc12,,,
COc1cc(NC(=O)c2cccs2)c(OC)cc1NC(=O)c1cscn1,5.508632183074951,4.656795501708984,5.082713842391968
OC(c1ccc(F)cc1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,7.036113739013672,6.149650573730469,6.59288215637207
CN1CCc2c(sc3ncn(CCN4CCN(c5cccc(Cl)c5Cl)CC4)c(=O)c23)C1,7.474087715148926,7.387228488922119,7.4306581020355225
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,7.742361545562744,7.725061416625977,7.73371148109436
Oc1ccc2c(c1)CCCC2CN1CCN(c2cccc(Cl)c2)CC1,7.023415565490723,6.4323015213012695,6.727858543395996
CN(C)CCCc1ccc(F)c2c1CC(C#N)C(=N)O2,6.667503356933594,5.730764389038086,6.19913387298584
Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2ccc(O)c3c(F)c(F)ccc23)CC1,7.142299175262451,6.84078311920166,6.991541147232056
Cc1cccc(N2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,7.231064796447754,6.08004903793335,6.655556917190552
O=S(=O)(NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1cccc2ccccc12,7.5596923828125,8.445144653320312,8.002418518066406
CC(C)C1Cc2cc(Br)cc3[nH]c(Br)c(c23)CC1NC(=O)CCCN1CCN(c2ccccc2OC(C)C)CC1,7.610287666320801,6.5607757568359375,7.085531711578369
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccno1,7.229044914245605,8.103403091430664,7.666224002838135
COc1ccc2[nH]cc(CCCCN3CCN(c4cccc5cccc(F)c45)CC3)c2c1,7.918959140777588,7.533884525299072,7.72642183303833
N#Cc1ccc(CCCCN2CCN(c3ccccc3)CC2)cc1N,7.316179275512695,7.056723117828369,7.186451196670532
Cc1ccc(-c2ccc3c(c2)N(C)C(=O)CO3)cn1,4.994975090026856,5.175933837890625,5.08545446395874
O=C1C2CCCN2C(=O)N1CCCCNCC1CCc2ccccc2O1,7.9306182861328125,6.472073078155518,7.201345682144165
COc1ccc2c(c1)NC(=O)C2C(=Nc1ccc(C(=O)NCCN(C)C)cc1)c1ccccc1,4.9345903396606445,6.893326759338379,5.913958549499512
Clc1ccc2c(c1)N=C(N1CCN(CCCCOc3ccc(F)cc3F)CC1)c1cccnc1N2,7.385697841644287,8.276363372802734,7.831030607223511
Cn1ccc2cccc(C(=O)NCC3CCCN(C4CCOCC4)C3)c21,5.515022277832031,6.308956146240234,5.911989212036133
O=S(=O)(NC1CCC(N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1ccc2ccccc2c1,7.12288761138916,6.981198310852051,7.0520429611206055
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc12,8.2858247756958,8.333948135375977,8.309886455535889
CN1CC(C(=O)NC2CCCC2)CC2c3cccc4[nH]cc(c34)CC21,7.034195899963379,7.025180339813232,7.029688119888306
Oc1[nH]cc2ccc(OCCCCN3CCN(c4cccc5c4CCO5)CC3)c(F)c12,8.524194717407227,8.859850883483887,8.692022800445557
O=S(=O)(NC1CCC(CCN2CCC(c3ccccc3OCCF)CC2)CC1)c1ccc(Cl)c(Cl)c1,7.770276069641113,7.718252658843994,7.744264364242554
Cc1c(N2CCC3(CCCN3)CC2)cccc1NC(=O)c1ccc(Cl)cc1,6.65167236328125,6.826807498931885,6.739239931106567
Fc1ccc(OCCCN2CCC(c3nc(-c4ccccc4)c[nH]3)CC2)cc1,6.842759132385254,8.091614723205566,7.46718692779541
COc1ccccc1N1CCN(CCCCC(=O)c2ccccc2OC)CC1,7.872987270355225,6.491250514984131,7.182118892669678
O=C1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)cc3c2N1CC3,7.453241348266602,9.939691543579102,8.696466445922852
CN1CCN(c2cccc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc23)CC1,6.758880615234375,6.373456954956055,6.566168785095215
Fc1ccc(NCCCN2CCN(c3cccc(Cl)c3)CC2)cc1,7.429819107055664,7.041647911071777,7.235733509063721
O=C(CCCCCn1c(=O)oc2cc(Cl)ccc21)N1CCC(N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1,7.144301891326904,6.770500183105469,6.9574010372161865
Cc1nc2ccc(Br)cn2c1Cc1cc2c([nH]1)=CCCC=2,6.014902114868164,6.839725971221924,6.427314043045044
COc1ccc2cc(-c3cccnc3)[nH]c2c1,6.39851188659668,5.434930324554443,5.9167211055755615
Oc1nc2cccc(C(O)CNCCCOCCOCCc3cc4c(cc3Br)CCCC4)c2o1,6.197668075561523,8.350231170654297,7.27394962310791
CNc1nc(N2CCCC2CN2CCN(c3cccc(Cl)c3Cl)CC2)nc2c1SCC2,7.613162040710449,7.380538940429687,7.496850490570068
CCOC(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,7.095297813415527,6.697696685791016,6.8964972496032715
CC(=O)Nc1ccc(C(=O)C2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,5.747228145599365,6.923537254333496,6.335382699966431
O=C(C1CCCC1)N1CCC(Cc2ccc(O)cc2)(c2ccccc2)CC1,6.343005657196045,6.077556133270264,6.210280895233154
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCCc1ccccc1,6.851757049560547,6.828843116760254,6.8403000831604
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,7.314965724945068,7.454831123352051,7.38489842414856
Cc1[nH]nc(O)c1CC(N)CCCOc1ccc(NS(=O)(=O)c2c[nH]cn2)cc1,7.217263221740723,6.290970325469971,6.754116773605347
COc1ccc(N2N=C3c4cccc5[nH]cc(c45)CC3C(C2)N3C)cc1,,,
O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cc(F)ccc1F,7.981904983520508,6.998298645019531,7.4901018142700195
Cc1[nH]c2ccccc2c1CCN1CCC2(CC1)C(=O)NCN2c1ccccc1,7.69098949432373,7.707950115203857,7.699469804763794
CN1CCN(Cc2ccccc2I)CC1,5.06942081451416,5.570483207702637,5.319952011108398
COc1ccc(N2CCN(CCCNC(=O)c3ccc(F)cc3C)CC2)cc1,5.580034732818604,6.246432304382324,5.913233518600464
O=C1N(CCN2CCN(c3ccccc3)CC2)CCN1c1nc2c(c(Cl)c1)CCCC2,7.035470485687256,7.165143966674805,7.10030722618103
Cc1csc(SCCN2CCN(c3cccc4ccoc34)CC2)n1,7.561158180236816,7.118646144866943,7.33990216255188
CCC1(c2c[nH]cn2)Cc2ccccc2C1,5.398026466369629,4.793574333190918,5.095800399780273
CN(C)C(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3F)ccc21,6.487123489379883,5.767837047576904,6.1274802684783936
Clc1ccccc1N1CCN(Cc2nc(-c3cccs3)no2)CC1,5.483148097991943,5.389157772064209,5.436152935028076
O=C(NN=Cc1ccc(O)c(O)c1)Nc1cccc2nsnc12,7.652201175689697,5.000959396362305,6.326580286026001
OC1CCC(Oc2cccc(-c3cccc4ccnn34)c2)CC1,6.427366256713867,6.171239852905273,6.29930305480957
FC(F)(F)c1cc(COC2CCC3CN(c4ncccn4)CC32)cc(C(F)(F)F)c1,6.4559760093688965,5.324748992919922,5.890362501144409
CN(C)c1ccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,7.54105281829834,7.5104475021362305,7.525750160217285
CCCN(CCCN1CCN(c2ccccc2OC)CC1)c1cc(C)nc2ccc(Br)cc12,7.353581428527832,6.493058681488037,6.923320055007935
CSc1nc(C(=O)NCC2CCCN2C2CCN(c3ccc(F)cc3)CC2)c(C)n1C,5.854205131530762,6.897590637207031,6.3758978843688965
COc1ccc(NC(=O)Nc2ccc(C)c(C(F)(F)F)c2)cc1-c1c(Br)cnn1C,6.652356147766113,9.452449798583984,8.052402973175049
O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCN3)c1ccc(F)cc1,7.830544471740723,9.038830757141112,8.434687614440918
Cn1nccc1-c1cc(NC(=O)Nc2cccc(C(F)(F)F)c2)ccc1OCCN1CCOCC1,7.045358657836914,8.962580680847168,8.003969669342041
CC(CN1CCN(c2ccccc2)CC1)NC(=O)C1CCCc2c1[nH]c1cc(C#N)ccc21,6.119976997375488,6.120299339294434,6.120138168334961
CCOc1ccccc1N1CCN(CCCn2c(=N)n(CC(=O)c3ccc(F)cc3)c3ccccc32)CC1,6.726747989654541,7.258473396301269,6.992610692977905
O=S(=O)(c1ccc(F)cc1)C1(F)CCN(CCc2c[nH]c3ccccc23)CC1,7.231588840484619,9.011188507080078,8.121388673782349
CCCN1CCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,6.839527130126953,6.426910400390625,6.633218765258789
CCOCCn1cc2cc(O)cc(O)c2c1O,6.880648612976074,6.607397079467773,6.744022846221924
CCN(CC)CCN1CCc2[nH]c(SCC(=O)Nc3ccc(C)cc3)c(C)c2C1,5.779368877410889,6.925787448883057,6.352578163146973
CCN1CCC(CN2c3ccccc3Sc3ccc(F)cc32)CC1,6.640008926391602,6.929935932159424,6.784972429275513
O=C(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2[nH]1,6.8383965492248535,7.41318416595459,7.125790357589722
COc1cc(C(F)(F)F)cc2c1N1C(=O)CNC21,5.835893154144287,6.1644673347473145,6.000180244445801
