SMILES,AChE_pXC50,MAOB_pXC50,AChE_MAOB_pXC50
O=C(c1ccc2c(c1)CCO2)N1CCC2(CC1)OCCO2,5.714689254760742,4.6374406814575195,5.176064968109131
O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)c(O)n3CCC2,,,
O=C1CC(O)CC(CCc2c(Cl)cc(Cl)cc2OC(=O)c2ccccc2)O1,4.966704368591309,4.586703300476074,4.776703834533691
CC=C1C2C=CC(=O)C3(O)CC1(F)F,,,
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,5.89103364944458,3.322573661804199,4.60680365562439
CCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,6.027133941650391,5.012363910675049,5.51974892616272
CN(CCCCC1CCN(C)C1)Cc1ccc2c(c1)N(Cc1ccccc1)C(=O)CCC2,6.173281669616699,3.8106439113616943,4.991962790489197
COc1ccc(N2CCN(CCC3OCc4ccccc4O3)CC2)cc1,5.0295186042785645,4.9279351234436035,4.978726863861084
CC1=NC(C)=C(C(=O)OC(C)(C)C)C(c2ccc(C)o2)C1C(=O)NCCCCCCNC(=O)c1nc2ccccc2o1,6.006345272064209,5.128629684448242,5.567487478256226
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCC3,8.28417682647705,3.948246717453003,6.116211771965027
Nc1c(C(=O)NC2CCCCC2)sc2nc(-c3ccco3)cn12,5.508891582489014,5.305545806884766,5.40721869468689
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4ccc(O)c(CC(=O)O)c4C5=O)c3C(C1)C2,8.153677940368652,5.298211097717285,6.725944519042969
O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c1cccc([N+](=O)[O-])c1,7.478134155273437,4.077578067779541,5.777856111526489
O=C(NCCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,9.448355674743652,5.005947589874268,7.22715163230896
CCOc1cccc(-c2cc(C(=O)NNC(=O)c3ccccc3)no2)c1,6.047764301300049,5.155388832092285,5.601576566696167
CC(C)CNC1=NNC(=O)C1=Cc1c(C(F)(F)F)nn(-c2ccccn2)c1Cl,5.2929205894470215,4.870620250701904,5.081770420074463
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(Cl)c(C)c1)C2,6.523632049560547,5.513565540313721,6.018598794937134
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1,7.088101863861084,5.240253448486328,6.164177656173706
CCN(CC)CCOC(=O)C(C)(c1ccccc1)C1CCCCC1,5.071195602416992,4.37746000289917,4.724327802658081
COC(=O)c1c(C)oc2ccc3c(C(=O)OC)c(CN4CCCC4)oc3c12,5.399209499359131,3.3242599964141846,4.361734747886658
CCN(CCCCC1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)CC1)C1CCc2c(O)cccc2C1,6.204535961151123,4.641346454620361,5.422941207885742
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(=O)Nc3ccccc3OC)cc1)C2,7.231165885925293,4.404033184051514,5.817599534988403
NC(=O)c1cc2c(-c3cccc(F)c3)cncc2s1,5.623956680297852,5.594388008117676,5.609172344207764
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3C(=O)c4c(O)ccc([N+](=O)[O-])c4C(O)C3CC12,6.310079097747803,6.1751275062561035,6.242603302001953
CN(C)CCOC1=CC=C2CCC3(C)C(CC=C4C5CC(O)CCC43C)C2CC1,,,
O=C1c2cccc3cccc(c23)C(=O)N1CCCCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,6.5474700927734375,5.939897537231445,6.243683815002441
CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,7.471879482269287,4.369263648986816,5.920571565628052
NC1=NC(=O)C(Cc2ccc([N+](=O)[O-])cc2)=N1,4.871893405914307,5.5910868644714355,5.231490135192871
O=C(NCCN1CCCCC1)OCCCCNC(=O)OCc1ccccc1,7.144685745239258,4.8416361808776855,5.993160963058472
CCCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2,7.069869041442871,4.449798107147217,5.759833574295044
O=C1c2ccccc2C(=O)c2c1nc(O)c1ccccc12,5.24722146987915,5.369180679321289,5.30820107460022
CCCCCCCC[N+](C)(C)CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)CC1,6.844749450683594,3.930459499359131,5.387604475021362
CC(C)(CNC(=O)CCc1c[nH]c2ccccc12)CN1CCOCC1,5.546608924865723,3.905181884765625,4.725895404815674
c1cc(-c2cc(N3CC4CCC(C3)N4)nc(C3CC3)[nH]2)cc[n+]1O,,,
CC(C)(C)CNC(=O)C(=O)NCCC1CCN(Cc2ccccc2)CC1,6.80653715133667,2.5545713901519775,4.680554270744324
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,8.773943901062012,4.466516971588135,6.620230436325073
O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,8.786959648132324,4.760194301605225,6.773576974868774
N#Cc1ccc(-n2cccc2C=C2CC(=O)N3C=CSC3=N2)cc1,6.577649593353272,6.251008033752441,6.4143288135528564
O=S(=O)(c1ccc(OCCCCN2CCC(O)(c3ccccc3)CC2)cc1)C1CC1,5.689987659454346,5.157361030578613,5.4236743450164795
CCCCCCCN(CCCCCSc1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)[nH]1)C(=O)Nc1ccccc1,5.539310455322266,5.20765495300293,5.373482704162598
CCCCCNC1CCc2ccc(O)cc2C1O,4.45897912979126,4.428817272186279,4.4438982009887695
COC(=O)C1=C(C)NC(CCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C1c1cccc(OC)c1,6.268311500549316,4.966028213500977,5.6171698570251465
CN1CCN(CCCCCCC(=O)Nc2cc3c(cc2NC(=O)CCC3)c3c(cc2ccccc2[n+]3C)CC1,,,
O=C(Nc1nccs1)c1ccc2cc3n(nc2c1)CCCNC3,,,
O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,8.584178924560547,4.934695243835449,6.759437084197998
COc1ccc(CNCCc2ccc(C(=O)Nc3nnc(C(C)C)s3)cc2)cc1,5.549924850463867,5.013094425201416,5.281509637832642
CN1CCCC1Cn1nc(-c2ccccc2)c2ccccc2c1=O,5.229925155639648,4.244081497192383,4.737003326416016
c1ccc2c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)cccc2c1,5.378876686096191,4.974055767059326,5.176466226577759
CCN(CCCCCCN=C1CC(=O)C(=NCCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,7.722121238708496,4.836684226989746,6.279402732849121
Oc1c(I)cc(I)c2ccnc(O)c12,5.213287830352783,5.4057297706604,5.309508800506592
COc1cc2c(cc1OC)C(=O)C(Oc1cccc3c1CCC3=O)C2,7.366711139678955,5.053465366363525,6.21008825302124
O=C(Cc1ccccc1)Nc1cccc(CN2CCCCC2)c1,6.125750541687012,3.134683609008789,4.6302170753479
O=C(O)c1cccc(COc2ccc3c(c2)CCCC3=O)c1,4.646884918212891,7.1208577156066895,5.88387131690979
O=C(CCCCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,6.471762180328369,5.6796183586120605,6.075690269470215
COc1cc(N)c(Cl)cc1C(=O)c1ccccc1,6.016472816467285,4.35623836517334,5.1863555908203125
c1ccc(C2Cc3nccn3C2)c(-c2nc3ccccc3s2)c1,5.152370452880859,5.20315408706665,5.177762269973755
c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCC4)c(CN3CCCC3)oc2c1,8.120481491088867,3.9410452842712402,6.030763387680054
CN1CCN(c2ccc(-c3ccnc4ccccc34)cc2)CC1,4.138431549072266,5.451358318328857,4.7948949337005615
COc1ccc2nc(O)c(CN(Cc3nnnn3Cc3ccccc3)C3CCCCC3)cc2c1,6.159531116485596,4.758562088012695,5.4590466022491455
O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.341941833496094,4.630866527557373,6.486404180526733
CCCN1CCC(COC(=O)c2cc(Cl)cc3[nH]c(=O)c(=O)n1c23,,,
CCn1c2c(c3ccccc31)CCCC2NC(=O)CCc1ccccc1,5.040154457092285,4.710587978363037,4.875371217727661
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,9.190987586975098,4.750401973724365,6.9706947803497314
COc1cc2c(cc1OC)C(=O)C(C)(C)C2,5.5787882804870605,5.23163366317749,5.405210971832275
CCN(CCCCN=C1CC(=O)C(=NCCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,7.689625740051269,4.727096080780029,6.208360910415649
Cc1c(C#N)c(=O)oc2cc3occ(O)c3cc12,5.541837215423584,4.626297950744629,5.0840675830841064
c1cc[n+](CCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,7.121424198150635,4.254246234893799,5.687835216522217
COc1ccc2c(c1)c(CN(Cc1ccccc1)C(=O)CCCO2,,,
NC(=NCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCCCOc1ccc(O)cc1,7.704121589660644,5.276602745056152,6.490362167358398
CN1CCC(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,4.253381252288818,5.594641208648682,4.92401123046875
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,7.983985900878906,5.692194938659668,6.838090419769287
O=C(CCCCC1CCSS1)NC1CCN(Cc2ccccc2)CC1,5.215126991271973,3.689265727996826,4.452196359634399
O=c1cc(OCc2ccc(Cl)cc2)c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2o1,5.663621425628662,4.794266223907471,5.228943824768066
c1coc(CC2CNCCN2c2c3c(nc4ccnn24)CCCC3)c1,5.1455979347229,5.012204647064209,5.078901290893555
COc1cc2c(cc1OC)C1=NOC(CN3CCN(CC(C)=Cc4ccccc4)CC3)C1CO2,6.703359603881836,4.614506721496582,5.658933162689209
CCN(CC)CCCCCCN1c2ccccc2Oc2ccc(Cl)cc21,6.449112415313721,4.712706565856934,5.580909490585327
Cc1cccc2c1C(=O)N(O)C21CCN(C(=O)OCc2ccccc2)CC1,5.401123046875,5.914599418640137,5.657861232757568
CC(C)(C)c1nc2c(c(=O)o1,,,
CC[N+]1(CCc2ccc(-c3cccc(CNC(=O)c4cc(OC(C)C)ccc4OC)c3)cc2)CCCCC1,5.664436340332031,3.7109789848327637,4.6877076625823975
CCOC(=O)CCCCON=C(c1cccnc1)C1CCCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O,6.7042741775512695,5.085876941680908,5.895075559616089
CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3nc4ccccc4[nH]3)c2)c1,7.1816277503967285,4.501323699951172,5.84147572517395
O=C(NCCc1ccccc1)Nc1cccc([N+](=O)[O-])c1,5.45878267288208,4.681868076324463,5.0703253746032715
O=C(OCC1CC(O)CN1)C(C1CCCCC1)N1CCC2(CC1)OCCO2,4.657676696777344,5.400511741638184,5.029094219207764
CC(=O)Nc1ccc(Oc2c(C)nn(-c3ccccc3)c2O)cc1,6.55141544342041,4.22237491607666,5.386895179748535
Cc1c(C#N)c(-c2ccccc2)nc2ccc(OC(=O)NCc3ccccn3)cc12,6.038860321044922,4.933896064758301,5.486378192901611
O=C(CCCc1ccc(Cl)cc1)NC(=O)CCCCCOc1cccc(-c2cc3cc(Cl)ccc3o2)c1,4.784991264343262,6.041015625,5.413003444671631
CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,7.496496200561523,5.329164981842041,6.412830591201782
COc1cccc2c1CC(C)C2=O,7.697440147399902,5.145513534545898,6.4214768409729
CCCN1CCC(Oc2cc3[nH]c(C)cc3cc2Cl)CC1,5.967143058776856,4.611514568328857,5.2893288135528564
Cc1cc(OC(=O)N(C)C)c2c(c1)C(=O)c1ccccc1C2=O,6.167721748352051,5.197173118591309,5.68244743347168
CCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,6.5053911209106445,5.3306097984313965,5.9180004596710205
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)COC2,6.793773651123047,4.162929534912109,5.478351593017578
O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCCC2)cc1,4.994913578033447,5.7308831214904785,5.362898349761963
Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,6.519839286804199,5.911650657653809,6.215744972229004
O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,8.89520263671875,4.749786853790283,6.822494745254517
CCCCN(CCCC)C1CCc2ccc3c(c2C1)CCCO3,5.601261615753174,4.4987287521362305,5.049995183944702
COc1cccc(C=CC(=O)c2coc(=O)c(Br)c2)c1OC,5.823410511016846,5.279685974121094,5.55154824256897
CCN(CC)CCCC(C)Nc1c2c(nc3cc(Cl)ccc13)CCCC2,7.489500045776367,4.153664588928223,5.821582317352295
CCOC1OC(C(=O)OC(C)C2CCC3C4CC=C5CC(O)CCC5(C)C4CCC32C)C(O)C1O,4.608290195465088,6.952165603637695,5.780227899551392
COC(=O)c1ccccc1OC(=O)C1CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,7.382225513458252,4.3129472732543945,5.847586393356323
COc1cc2nc3c(cc2cc1OC)CCNC3=O,6.133312225341797,4.635486602783203,5.3843994140625
CC(=O)c1ccccc1NC(=O)COC(=O)Cc1ccc(-c2ccccc2)cc1,5.557559490203857,4.8769989013671875,5.2172791957855225
O=C(NC1(C(=O)Nc2ccccc2)CCCC1)c1ccc2c(c1)OCO2,6.097071647644043,5.375809192657471,5.736440420150757
COc1ccc(CNC(=O)NC(C)c2ccc(-c3csc(CN4CCN(c5ccc(OC(F)(F)F)cc5)CC4)n3)cc2)cc1,5.198429584503174,5.140164375305176,5.169296979904175
c1ccc2c(NCCCNCCCCCCCOc3ccc4c(c3)CCCC4)c3c(nc2c1)CCCC3,7.548377990722656,4.806378364562988,6.177378177642822
COc1ccccc1N1CCN(CCCCC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,6.301436901092529,3.711688995361328,5.006562948226929
CC[n+]1c(C=C2C=CCN(C)C2)sc2cc(C)ccc21,6.194223403930664,4.496450424194336,5.3453369140625
CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,6.602835655212402,5.068114757537842,5.835475206375122
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,6.824907302856445,4.470914363861084,5.647910833358765
c1ccc(-c2nc(-c3cccc(N4CCOCC4)c3)cs2)cc1,4.56697416305542,5.629438877105713,5.098206520080566
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccccc1,6.571224212646484,6.216057777404785,6.393640995025635
Cc1ccc(C2CCC(NC3C4CC5CC(C4)CC3C5)CC2)cc1,5.402483940124512,4.351861476898193,4.8771727085113525
CC(C)(C)c1cc[n+](CC=Cc2ccc(NC=C(O)c3ccc(-c4ccccc4)cc3)cc2)cc1,4.708652496337891,4.111530303955078,4.410091400146484
COc1ccc2c(c1)OC(=N)C2C,6.798063278198242,5.895613193511963,6.3468382358551025
Cc1cccc(N2CCN(CCCCNC(=O)OC(C)(C)C)CC2)c1,6.4734625816345215,3.4004392623901367,4.936950922012329
CN(C)CCCCOc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,5.381134510040283,4.714227676391602,5.047681093215942
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2,8.499330520629883,5.600793838500977,7.05006217956543
O=C(CCCN1C2CCC1CC(O)(c1ccc(F)cc1)C2)c1ccc(F)cc1,5.609100341796875,6.271282196044922,5.940191268920898
CN(CCc1ccccc1)CC(O)CN1CCN(c2nc3ccccc3o2)CC1,4.605510711669922,4.398322105407715,4.501916408538818
CC(C)(O)C1CCN(Cc2ccc(OCCCC[n+]3ccc(C(C)(C)C)cc3)cc2)CC1,6.110248565673828,3.9009194374084473,5.005584001541138
c1ccc2c(c1)CCC2CCCCN1CCN(c2cccc3c2OCCO3)CC1,5.885059356689453,4.96409273147583,5.424576044082642
Cc1nc2ccc(C(=O)NCCCc3ccccc3)cc2c(=O)n1CC1CCCN(C(C)C)C1,6.529708385467529,4.530630111694336,5.530169248580933
N=C(N)c1ccc2nc(-c3ccc(F)cc3F)[nH]c2c1,6.303133010864258,5.909713268280029,6.1064231395721436
CCN(CCCCCCN=C1CC(=O)C(=NCCCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,7.685588836669922,4.89345121383667,6.289520025253296
CCC1(c2ccccc2)CCCN(CCCCNc2cc(-c3cccc(F)c3)ncn2)C1,5.123963356018066,5.086299896240234,5.10513162612915
CC1(C)C=C2C(C(=O)C1)C(=O)N(CCCCCN1CCN(c3ccccc3C(N)=O)CC1)C2(C)C,6.594948768615723,5.5008697509765625,6.047909259796143
CN1CCN(C(=O)NS(=O)(=O)c2cccc(C(=O)Nc3ccc4c(c3)OCCO4)c2)CC1,6.280646324157715,4.659449577331543,5.470047950744629
O=[N+]([O-])OCCCSCCCNCCCNc1c2c(nc3ccccc13)CCCC2,7.607887268066406,4.947835922241211,6.277861595153809
CCCCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CCCC)ccc1OCCC,6.810591697692871,5.3015618324279785,6.056076765060425
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,5.4102888107299805,6.043255805969238,5.726772308349609
CC1=CC2Cc3nc(O)ccc3C3(C1)C2CCCN3C(=O)CN(C)CCCCCCCN(C)CCCN(C)Cc1ccccc1,6.866848945617676,4.559530735015869,5.7131898403167725
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,8.578527450561523,3.984468936920166,6.281498193740845
Cc1cc(SCC(=O)NC(=O)CCC(=O)O)n(-c2ccccc2)n1,5.25054407119751,5.1532745361328125,5.201909303665161
NCCCCCNS(=O)(=O)c1cccc2ccccc12,3.449985980987549,4.633108615875244,4.0415472984313965
CCCCCCCCCC[n+]1cccc(C(=O)c2ccccc2)c1,5.095930099487305,4.21240234375,4.654166221618652
NC(=O)c1ccc(-c2cnc3ccc(N)cc3n2)cc1,5.200527667999268,4.639111042022705,4.919819355010986
CC[n+]1c(C=C2C=CSC(=N)C2=NCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)sc2ccccc21,7.262073516845703,5.155866622924805,6.208970069885254
CN1CCC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC1,6.444594383239746,5.957441329956055,6.2010178565979
CNc1c2c(nc3cc(Cl)ccc13)CCCC2,8.579877853393555,4.060278415679932,6.320078134536743
O=[N+]([O-])c1ccc(N2CCNCC2)cc1Sc1nc2ccccc2s1,5.108655452728272,5.737730503082275,5.423192977905273
O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,4.78331184387207,4.975467205047607,4.879389524459839
CCN(CCCCC(=O)N1CCC2(CC1)OC(=O)c1ccccc1O2)Cc1cccc(NC(=O)c2ccccn2)c1,6.810003280639648,5.246591091156006,6.028297185897827
c1ccc2c(NCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,7.510428428649902,4.117228984832764,5.813828706741333
COc1cc2c(cc1OC)C(=O)C(Oc1cccc(C)c1)C2,6.4616804122924805,4.866999626159668,5.664340019226074
COc1cc(C(C)=O)ccc1OCC(O)CN1CCC2(CC1)Cc1ccccc1S2,5.300869464874268,4.548346042633057,4.924607753753662
COc1ccc2c(c1)c(CCN(C)C)cn2C(=O)c1ccc(Cl)cc1,4.877713680267334,4.896592617034912,4.887153148651123
