SMILES,D2R_pXC50,D3R_pXC50,D2R_D3R_pXC50,_5HT2A_pXC50,D2R__5HT2A_pXC50
CC1=CCC2C(C1)c1c(O)cc(C(C)(C)c3cc(F)cc(O)c3)cc1OC2(C)C,6.297651290893555,6.67727518081665,6.487463235855103,6.20622444152832,6.2519378662109375
NCc1cccc(CCCN2CCN(c3cccc4sc(-c5ccccc5)nc34)CC2)c1,6.700395584106445,6.738262176513672,6.719328880310059,6.5309834480285645,6.615689516067505
CCN1CCc2c(sc(NC(=O)Nc3cccc(Cl)c3)c2C(N)=O)C1,6.759863376617432,6.637624740600586,6.698744058609009,6.792141437530518,6.776002407073975
O=S1(=O)N(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)c2ccccc21,6.656675815582275,6.230729103088379,6.443702459335327,8.207267761230469,7.431971788406372
COc1cc2c(cc1OCC1CCN(Cc3ccccc3C)CC1)CC(=O)N2,6.666543483734131,5.998147010803223,6.332345247268677,6.736176490783691,6.701359987258911
Nc1nn2cc(-c3ccccc3)nc2c1SCCc1c[nH]c2ccccc12,,,,,
Cc1c(-c2ccccc2)nc(O)n1C1CCN(CCCc2cccc(F)c2F)CC1,7.210183143615723,6.433128833770752,6.821655988693237,7.841518878936768,7.525851011276245
O=C1CCc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2N1,8.785455703735352,8.286078453063965,8.535767078399658,8.590685844421387,8.68807077407837
COc1cc2c3c(c1OC)-c1cc4c(cc1CC3NC(=O)N1CCC3C1)OCO2,,,,,
N#Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5c4OCCO5)CC3)c2c1,8.118088722229004,7.041572093963623,7.5798304080963135,7.02311372756958,7.570601224899292
Oc1nc2ccccc2n1CCCCN1CC=C(c2ccccc2)CC1,7.530827522277832,8.477137565612793,8.003982543945312,6.202322483062744,6.866575002670288
CCC(CC)C(=O)NC1CCC2CCCCC2C1,7.198009014129639,8.376255989074707,7.787132501602173,5.620299339294434,6.409154176712036
COc1ccc(CN2CCN(CC(=O)c3ccc(Cl)cc3)CC2)cc1OC,5.977408409118652,5.981281757354736,5.979345083236694,6.400480270385742,6.188944339752197
COc1ccccc1N1CCN(CCC=C2CC(=O)N3N=C(c4ccc(F)cc4)CSC3=C2)CC1,6.872152328491211,6.901326656341553,6.886739492416382,6.9973249435424805,6.934738636016846
CSc1cc2c(cc1N1CCN(C3CCC(=O)c4ccccc43)CC1)OCCO2,6.483410358428955,6.311944007873535,6.397677183151245,6.0498504638671875,6.266630411148071
NCCn1cc(C2=C(c3c[nH]c4ccc(Cl)cc34)C(=O)NC2=O)c2ccccc21,5.365280151367188,5.7451276779174805,5.555203914642334,6.2502336502075195,5.8077569007873535
O=S(=O)(c1cncc(F)c1)N1CCC2(CC1)CCN(CCc1cccc(Cl)c1)CC2,6.211978435516357,6.413238048553467,6.312608242034912,6.545104026794434,6.3785412311553955
Cc1ccc(S(=O)(=O)N2CCC(CCOc3cccc4nc(C)ccc34)CC2)cc1,6.987510681152344,6.246796131134033,6.6171534061431885,6.846348762512207,6.916929721832275
CC(C)NCC(O)COc1ccc(CCOC2CCCC2)cc1,4.30305290222168,5.045044422149658,4.674048662185669,7.027563095092773,5.665307998657227
Cc1ccccc1N1CCN(CCCc2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,7.520083904266357,6.115457057952881,6.817770481109619,6.726457595825195,7.123270750045776
O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCOCCn1cc2c2cccnc21,5.241974830627441,2.8208537101745605,4.031414270401001,4.9996514320373535,5.1208131313323975
Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccccc2)ccc1OCCN1CCOCC1,6.569589614868164,5.87344217300415,6.221515893936157,9.155776977539062,7.862683296203613
Cc1c(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(F)cc4)n2C)CC3)nn(C)c1C,6.348060607910156,8.16971206665039,7.258886337280273,7.387882232666016,6.867971420288086
CN1CCc2cc3cc(F)ccc3cc2C1,7.604198932647705,6.314390182495117,6.959294557571411,7.192540168762207,7.398369550704956
CCCCCCCCCCCCc1csc(C(N)CO)n1,4.103219985961914,4.802455425262451,4.452837705612183,6.782033443450928,5.442626714706421
C=CCN1CCCC2Cc3[nH]ncc3CC21,6.991863250732422,6.749842166900635,6.870852708816528,6.995818138122559,6.99384069442749
OCC1(CCF)CCN(Cc2ccc(OCc3ccccc3)cc2Cl)CC1,5.027130126953125,5.888329982757568,5.457730054855347,7.078943252563477,6.053036689758301
O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)nc2N1,8.606689453125,7.439613342285156,8.023151397705078,8.302375793457031,8.454532623291016
N#Cc1ccccc1OCCCN1CCC2(CC1)C(=O)N(c1ccc(Cl)c(Cl)c1)C2c1ccccn1,6.4015212059021,6.806482315063477,6.604001760482788,5.938337802886963,6.169929504394531
CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4c(Cl)cccc4Cl)s3)cc2)CC1,6.26345157623291,5.333229064941406,5.798340320587158,6.684691905975342,6.474071741104126
COc1cc2c(cc1O)C(c1ccc(F)cc1)CC(Br)C2,5.868299961090088,5.288956642150879,5.578628301620483,6.708827495574951,6.2885637283325195
CCOc1ccccc1N1CCN(CCCCCCNC(=O)C=Cc2cccc3ccccc23)CC1,7.211111545562744,8.304694175720215,7.757902860641479,5.773911476135254,6.492511510848999
O=C(c1ccc(SCCF)cc1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,7.662678241729736,6.605489730834961,7.134083986282349,6.3333964347839355,6.998037338256836
CCN1CCN(c2ccc(C)c(C(=O)NC3(C(=O)NCC#N)CCCCC3)c2)CC1,6.5535101890563965,6.096470355987549,6.324990272521973,6.081693172454834,6.317601680755615
CN1CCN(C2=Cn3cccc3Sc3ccc(Br)cc32)CC1,8.546491622924805,8.604694366455078,8.575592994689941,9.029427528381348,8.787959575653076
COc1ccc(NC(=O)c2nc3ccccc3n2Cc2ccccc2)cc1,6.513636589050293,5.546850204467773,6.030243396759033,6.684555530548096,6.599096059799194
Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1Cl,6.009527206420898,5.801628112792969,5.905577659606934,6.004144191741943,6.006835699081421
CCN1CCN(C2Cn3cccc3Sc3ccc(Cl)cc32)CC1,8.499506950378418,7.993031978607178,8.246269464492798,8.444989204406738,8.472248077392578
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,6.22550106048584,5.495623588562012,5.860562324523926,6.043620586395264,6.134560823440552
CC(C)(C)NC1CCc2ccc(Nc3nccc(C#N)n3)cc21,6.075016021728516,5.609174728393555,5.842095375061035,5.4081268310546875,5.741571426391602
Cn1nccc1-c1ccc(NC(=O)CCCCN2CCN(c3ccccc3OC(F)(F)F)CC2)cc1,7.894580364227295,7.241964340209961,7.568272352218628,7.187660217285156,7.541120290756226
COc1ccccc1N1CCN(CC=Cc2ccc(N3CCCCC3)cc2)CC1,7.245253562927246,6.963344097137451,7.104298830032349,6.051398277282715,6.6483259201049805
CCCN(CCc1csc(Nc2ccccc2)n1)C1CCc2c(O)cccc2C1,7.984085083007812,7.985286235809326,7.984685659408569,6.663016319274902,7.323550701141357
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(C#N)cc4)CC3)c2c1,7.104435920715332,7.451657772064209,7.27804684638977,5.957985877990723,6.531210899353027
Cc1ccccc1N1CCN(CCN(Cc2ccn(-c3ccccc3)c2)C2CCCCC2)CC1,7.28011417388916,7.27099609375,7.27555513381958,7.10540771484375,7.192760944366455
COc1cc2c(cc1NC(=O)c1ccc(-c3ccccc3F)cn1)oc1c(C(=O)NCCN3CCOCC3)cccc12,5.906986236572266,6.192152976989746,6.049569606781006,6.32808780670166,6.117537021636963
COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3cc(C(F)(F)F)ccc3[nH]2)CC1,6.804593086242676,8.54702377319336,7.675808429718018,5.644056797027588,6.224324941635132
CCCN(CCN1CCN(c2ccnc3cc(C(F)(F)F)ccc23)CC1)C1CCc2n[nH]c(C(N)=O)c2C1,7.457892417907715,8.125444412231445,7.79166841506958,6.886718273162842,7.172305345535278
Ic1cccc(CN2CCN(CCc3c(-c4ccccc4)[nH]c4ccccc34)CC2)c1,7.369297027587891,6.779823780059815,7.0745604038238525,7.543190002441406,7.456243515014648
COc1ccc(S(=O)(=O)N2CCC(CNC(=O)c3ccc(Cl)cc3)CC2)cc1,6.804561614990234,5.58458423614502,6.194572925567627,5.974417209625244,6.389489412307739
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cnn(C)c4)cc32)CC1,8.523214340209961,7.4359450340271,7.97957968711853,7.68663215637207,8.104923248291016
Oc1nc2cc(Cl)c(F)cc2n1C1CCN(C2CCCCC2)CC1,6.470828533172607,6.925478935241699,6.698153734207153,7.322498321533203,6.896663427352905
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3cc2I)CC1,7.610378265380859,8.758678436279297,8.184528350830078,6.358344554901123,6.984361410140991
Oc1ccc2c(CCC3CCN(CC4COc5ccccc5O4)CC3)c[nH]c2c1,8.319229125976562,8.189287185668945,8.254258155822754,7.281053066253662,7.800141096115112
COc1cccc(Cc2nc3c(OC)cccc3[nH]2)c1,7.008513450622559,5.464143753051758,6.236328601837158,6.781581878662109,6.895047664642334
CCCN(CCO)C1CCc2c([nH]c3ccccc23)C1,6.539496898651123,6.984641075134277,6.7620689868927,6.392322063446045,6.465909481048584
CN(CCc1ccccn1)C1CCN(CC2COc3ccccc3C2)CC1,5.616256713867188,5.853433609008789,5.734845161437988,6.995129585266113,6.30569314956665
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3cccc(Cl)c3N3CCCCCC3)CC2)CC1,8.058274269104004,8.236217498779297,8.14724588394165,6.450443267822266,7.254358768463135
CCN1CCCC(c2ccccc2)C1,6.006444931030273,5.945242404937744,5.975843667984009,5.943908214569092,5.975176572799683
CN1CCc2c(sc3ncn(CC(=O)N4CCN(c5ccccc5)CC4)c(=O)c23)C1,6.106827735900879,6.353217601776123,6.230022668838501,7.1629486083984375,6.634888172149658
CCCCNC(=O)c1ccc2c(c1)NC(=O)C2C(=Nc1ccc(CCN2CCCCC2)cc1)c1ccccc1,5.529932022094727,6.104323387145996,5.817127704620361,6.360767364501953,5.94534969329834
COc1ccccc1N1CCN(Cc2ccc3ccccc3c2)CC1,7.909242153167725,7.220834255218506,7.565038204193115,6.119824409484863,7.014533281326294
COc1cc(F)ccc1N1CCN(Cc2ccc(C(=O)N3CCC(OC)CC3)cc2)CC1,6.553833961486816,6.301154613494873,6.427494287490845,6.007638454437256,6.280736207962036
COc1ccc2c(c1)N(C)CC1CCCN1C2=CCN(C)CC1,,,,,
NCCCCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,7.084152698516846,7.454516410827637,7.269334554672241,7.644983768463135,7.36456823348999
CC(C)CN1CCCC1CNC(=O)c1cccc(Cl)c1,6.828135967254639,7.8813982009887695,7.354767084121704,5.91168212890625,6.369909048080444
Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(-c3cn[nH]c3)cc1C)CC2,6.669020652770996,5.0278754234313965,5.848448038101196,7.0139851570129395,6.841502904891968
COc1cccc2c1CCCC2=NCCCN1CCN(c2nsc3ccccc23)CC1,7.1204609870910645,7.425441265106201,7.272951126098633,8.233118057250977,7.6767895221710205
CC(C)(CN1CCN(c2ccc(Cl)c(Cl)c2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,5.750708103179932,6.98961353302002,6.370160818099976,7.641944885253906,6.696326494216919
CN1CCN(c2nccn3c(-c4cn[nH]c4)cnc23)CC1,5.203806400299072,4.792342185974121,4.998074293136597,5.931854248046875,5.567830324172974
CCN(CCCCCN1C(=O)C=CC2C(c3ccc(F)cc3)CC21)C1CCCCC1,7.161517143249512,6.93883228302002,7.050174713134766,6.851560592651367,7.0065388679504395
COc1ccccc1N1CCN(CCCCOCCn2ccc3ccc(N=S(C)(=O)O)cc32)CC1,7.902900218963623,7.280884265899658,7.591892242431641,6.961268424987793,7.432084321975708
O=C(NCC1CC1)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,6.813359260559082,7.835150718688965,7.324254989624023,8.042275428771973,7.427817344665527
CCCN(CCC)C1COc2cccc(OC)c2C1,6.740849494934082,7.199049472808838,6.96994948387146,6.042832851409912,6.391841173171997
Oc1ccc(CN2CCC3(CC2)OCc2c(OCCN3CCC(c4ccc(F)cc4)CC3)ccc(O)c2O3)cc1,6.8433356285095215,6.976032733917236,6.909684181213379,6.38387393951416,6.613604784011841
COc1ccccc1N1CCN(CCCSc2nc3cc([N+](=O)[O-])ccc3s2)CC1,7.589578628540039,8.223673820495605,7.906626224517822,6.469722270965576,7.029650449752808
O=C1c2ccccc2N=C(NCCc2c[nH]c3ccc(O)cc23)N1O,8.357324600219727,6.220315933227539,7.288820266723633,5.927980899810791,7.142652750015259
CCN(CC)C(=O)NC1CC2=C(Cc3c[nH]c4cccc2c34)N(C)C1,8.485445976257324,8.415810585021973,8.450628280639648,8.52922248840332,8.507334232330322
CN1CCN(C2Cn3cccc3Sc3ccc(Br)cc32)CC1,8.921730041503906,8.506511688232422,8.714120864868164,8.011363983154297,8.466547012329102
CC1CN(C2CCN(CC3CCc4ccc(O)cc4O3)CC2)CCN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,7.1378912925720215,7.401988506317139,7.26993989944458,5.952704906463623,6.545298099517822
COc1ccc(C=Cc2c[n+](C)cc(OC)c2)cc1,6.041356086730957,5.674271106719971,5.857813596725464,6.817659854888916,6.4295079708099365
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1coc2ccccc12,7.902397632598877,8.243313789367676,8.072855710983276,6.4845781326293945,7.193487882614136
CCN1CCCC1CNC(=O)c1c(OC)ccc(I)c1OC,8.196069717407227,8.626472473144531,8.411271095275879,5.632236480712891,6.914153099060059
OC1(c2ccc(Cl)cc2)CCN(CCCCC(c2c[nH]c3ccc(F)cc23)CC1,,,,,
CN1CCc2c(sc3ncn(CCN4CCN(c5ccnc6ccccc56)CC4)c(=O)c23)C1,7.551023483276367,7.186892986297607,7.368958234786987,7.207877159118652,7.37945032119751
Oc1ccc(C2CC(c3ccccc3)=NN2)c(O)c1,7.401891708374023,6.622458934783936,7.01217532157898,6.244293212890625,6.823092460632324
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1,6.407037734985352,6.792781829833984,6.599909782409668,6.684406757354736,6.545722246170044
COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccc3c(c2)OCO3)CC1,7.545288562774658,8.720008850097656,8.132648706436157,6.124256610870361,6.83477258682251
CCCc1cc(C(=O)NCC2CCCN2Cc2cccc(F)c2F)n[nH]1,6.749785423278809,7.771538734436035,7.260662078857422,6.197793006896973,6.473789215087891
O=S(=O)(NC1CCC(N2CCC(c3ccccc3OCC#Cc3ccccc3F)CC2)CC1)c1ccc(-c2ccccn2)s1,6.545507431030273,7.542054653167725,7.043781042098999,6.93096923828125,6.738238334655762
NC1CCN(c2ccc(-c3c[nH]c4ncccc34)cc2)CC1,5.624677658081055,6.112554550170898,5.868616104125977,5.586300849914551,5.605489253997803
CN1CCc2cc(Br)c(O)cc2C(c2cccc3cccnc23)C1,6.394145488739014,6.221346378326416,6.307745933532715,7.0461578369140625,6.720151662826538
O=C1OC2(CCN(Cc3cccnc3)CC2)CN1c1ccc2c(c1)OCO2,5.773054122924805,5.1490159034729,5.4610350131988525,5.118619918823242,5.445837020874023
CN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,6.43051290512085,6.615733623504639,6.523123264312744,7.728774070739746,7.079643487930298
Cc1nc2cc(F)ccc2c(=O)n1CC1CCCN(C(C)C)C1,5.324734687805176,6.218838691711426,5.771786689758301,5.791041374206543,5.557888031005859
COc1cccc2c1-c1ccc3c(c1C(c1cccc(F)c1)O2)C(C)=CC(C)(C)N3,5.296723365783691,5.890619277954102,5.5936713218688965,7.3660888671875,6.331406116485596
COc1cc(Nc2nccs2)c(OC)cc1CCCN,6.048731327056885,5.673393249511719,5.861062288284302,5.742491722106934,5.895611524581909
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,7.742376327514648,6.387310028076172,7.06484317779541,7.725061416625977,7.7337188720703125
OCCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,6.3352952003479,6.688372611999512,6.511833906173706,6.0839457511901855,6.209620475769043
Oc1ccc(O)c2c1C1CCCCC1CN(CCCc1cccc3ccccc13)C2,7.218432426452637,7.264122486114502,7.241277456283569,6.797266006469727,7.007849216461182
COc1ccccc1N1CCN(CCCCCNC(=O)c2ccc(-c3cccc(Cl)c3)o2)CC1,7.240090370178223,7.850502967834473,7.545296669006348,6.5618577003479,6.9009740352630615
O=C(c1cc(CCC2CCCC2)ccn1)N1CCc2c([nH]c3ccc(Cl)cc23)C1,6.442207336425781,6.064164161682129,6.253185749053955,6.538160800933838,6.49018406867981
O=S(=O)(NC1CCC(N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1ccc(OC(F)F)cc1,6.799986839294434,7.881039619445801,7.340513229370117,6.3809990882873535,6.5904929637908936
Oc1ccc2c(c1)OC(CNCCCOc1ccc3[nH]cnc3c1)CC2,9.682465553283691,8.230063438415527,8.95626449584961,6.944942474365234,8.313704013824463
c1cnc2ccc(OCCCN3CCN(c4cccc5c4OCCO5)CC3)cc2c1,7.343453407287598,7.732856273651123,7.53815484046936,7.2389326095581055,7.291193008422852
CN1CC=C(c2c[nH]c3ccc(NC(=O)c4ccc(Cl)cc4)cc23)CC1,6.947942733764648,6.36632251739502,6.657132625579834,7.269266128540039,7.108604431152344
c1ccc(CCCN2CCN(c3cccc4[nH]ccc34)CC2)cc1,8.163573265075684,6.687654972076416,7.42561411857605,6.987448215484619,7.575510740280151
COc1ccc2[nH]cc(CCCCN3CCN(c4cccc5c4CCO5)CC3)c2c1,8.053466796875,7.660552978515625,7.857009887695312,7.326316833496094,7.689891815185547
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,9.175222396850586,8.254637718200684,8.714930057525635,8.562373161315918,8.868797779083252
Cc1ccc(F)cc1N1CCN(CCCOc2ccc3c(O)n(C)cc3c2)CC1,7.252575874328613,7.304172992706299,7.278374433517456,7.746528625488281,7.499552249908447
COc1ccccc1N1CCN(CCCCNC(=O)c2cccc3c2OCO3)CC1,7.33538293838501,8.34212875366211,7.83875584602356,6.154159069061279,6.7447710037231445
O=c1c2ccc(CCCN3CCN(c4ccccc4)CC3)cc2oc2c(O)c(O)ccc12,7.526210308074951,6.869948863983154,7.198079586029053,6.575695991516113,7.050953149795532
CCCCN(C)C1CCc2c(ccc(OC)c2OC)C1,7.175227165222168,7.225063323974609,7.200145244598389,6.438303470611572,6.80676531791687
CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2ccc(Br)cc2)C1,6.066598415374756,6.950499057769775,6.508548736572266,7.007768154144287,6.5371832847595215
O=C(O)c1ccc(Cl)cc1NN=Cc1ccoc1,5.089642524719238,4.722845077514648,4.906243801116943,5.284788608551025,5.187215566635132
COc1ccc(C(=O)NCC2CCC(CN3CCN(c4ccccc4OC)CC3)CC2)cc1,6.527279853820801,7.861662864685059,7.19447135925293,6.08773946762085,6.307509660720825
Cc1cccc(C2(O)CCN(CCCCN3C(=O)CC4(O)C(CCCN5CCC(O)CC5)CC4C3=O)CC2)c1,5.3689727783203125,6.968755722045898,6.1688642501831055,6.27236795425415,5.8206703662872314
FC(F)(F)c1ccc(C2CCCN3CCc4ccc(N5CCNCC5)cc4C3)C2)cc1,,,,,
N#Cc1ccc(C(=O)OCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1,6.586205959320068,6.957857608795166,6.772031784057617,6.269192695617676,6.427699327468872
CCCN1CCCC(c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)C1,6.046831607818604,6.876242637634277,6.46153712272644,5.733415126800537,5.89012336730957
CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,8.200567245483398,8.143576622009277,8.172071933746338,7.018841743469238,7.609704494476318
COc1ccccc1N1CCN(CCCCNC(=O)c2nc(C)cs2)CC1,7.008903980255127,7.949222564697266,7.479063272476196,6.018556594848633,6.51373028755188
CN1CCN(c2cccc3c2=O)CC1,,,,,
CCOC(=O)C1C(=N)n2c(sc(=Cc3cccs3)c2=O)=C(C(N)=O)C1c1cccs1,5.241603851318359,5.154909610748291,5.198256731033325,4.050500869750977,4.646052360534668
CCC1(CCCCN2CCN(c3ccccn3)CC2)C(=O)Nc2ccccc21,7.037732601165772,7.140829086303711,7.089280843734741,6.664248943328857,6.8509907722473145
O=C(O)C1C(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC(O)CN1Cc1ccc(F)cc1,6.483351707458496,6.521054744720459,6.5022032260894775,5.892678737640381,6.1880152225494385
CC(C)Oc1ccccc1N1CCN(CC(O)CNC(=O)c2ccc(F)cc2)CC1,6.670475006103516,6.8531341552734375,6.761804580688477,5.328452110290527,5.9994635581970215
O=C1CC(=Cn2ccnc2)c2c(ccc3c2OCCCO3)N1,7.170360565185547,4.411337375640869,5.790848970413208,6.513036251068115,6.841698408126831
CCOc1ccc2ccccc2c1CN1CCN(CC(=O)N2c3ccccc3CC2C)CC1,6.470551490783691,6.357637882232666,6.414094686508179,6.631108283996582,6.550829887390137
O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1C1CCN(CC2CCC2)CC1,6.072145462036133,6.660998821258545,6.366572141647339,5.383601188659668,5.7278733253479
Cc1nn(-c2ccccc2)cc1CN1CCN(CC(=O)N2c3ccccc3NC2(C)C)CC1,5.926522731781006,6.612015247344971,6.269268989562988,6.160519599914551,6.043521165847778
CCCCN1CCN(c2ccc(Cl)cc2)CC1CCO,5.98446798324585,6.354416370391846,6.169442176818848,6.428676128387451,6.20657205581665
FC(F)(F)c1ccc2[nH]c(Cc3cnc[nH]3)nc2c1,7.195672988891602,5.702237129211426,6.448955059051514,5.2665605545043945,6.231116771697998
OC1(CCCC(F)(F)F)CCN(CCCOc2ccc(F)cc2)CC1,4.898064613342285,6.955623626708984,5.926844120025635,5.800647735595703,5.349356174468994
Cc1ccc2c(N3CCN(CCc4c(Cl)ccc5c4ccc(=O)n5C)CC3)cc(F)cc2n1,7.23875617980957,6.278526306152344,6.758641242980957,7.223647594451904,7.231201887130737
Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)C(C)C)c4)CC3)cccc2n1,6.414273262023926,7.075220108032227,6.744746685028076,6.438292026519775,6.426282644271851
