SMILES,D3R_pXC50,D2R_pXC50,D2R_D3R_pXC50
Cc1cc(C(=O)NCCCNC(=O)c2ccc(O)cc2NC2CCCC2)ccc1Br,6.880706787109375,6.290706634521484,6.58570671081543
CCCCN(CCCC)C1CCc2c(O)cccc2C1,8.147453308105469,7.942216396331787,8.044834852218628
Cc1nc2cc(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2n1CC1CCCN(C(C)C)C2,,,
COc1cccc(C(C)NC(=O)c2sc(-c3ccncc3)nc2C)c1,5.046158313751221,4.892536163330078,4.969347238540649
N#Cc1cccc(N2CCN(CCCCn3ncc(=O)n(CCCN4CCN(c5ccccc5OC(C(F)(F)F)CC4)c3=O)CC2)c1,,,
COc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,8.273123741149902,7.3378825187683105,7.8055031299591064
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,8.816180229187012,6.68971061706543,7.752945423126221
CCCN(CCC1CCC(NS(=O)(=O)c2ccc(C)cc2)CC1)C1CCc2nc(N)sc2C1,8.697796821594238,7.227878570556641,7.9628376960754395
Cc1ccccc1N1CCN(CCCCNC(=O)C23CCC(C)(C(=O)N2CCCC2)CC3)CC1,,,
CCN(CC)C(=O)NC1CC2=C(Cc3c[nH]c4cccc2c34)N(C)C1,8.415810585021973,8.485456466674805,8.450633525848389
CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,5.90226411819458,6.661169528961182,6.281716823577881
CCCCN(CCCC)C1CCc2ccc3[nH]ccc3c2C1,7.27394962310791,7.663437843322754,7.468693733215332
CN1CCc2c(sc3ncn(CCN4CCN(c5cncc6ccccc56)CC4)c(=O)c23)C1,7.24682092666626,7.403750419616699,7.3252856731414795
CN1CCc2c(sc3ncn(CCN4CCN(c5cncc6ccccc56)CC4)c(=O)c23)C1,7.24682092666626,7.403750419616699,7.3252856731414795
CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,5.90226411819458,6.661169528961182,6.281716823577881
CC(C)N=C1SC(=Cc2ccc(OCCO)cc2)CC(=O)N1c1ccccc1,5.404270648956299,5.404498100280762,5.40438437461853
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,8.728216171264648,7.112811088562012,7.92051362991333
CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,6.699309349060059,7.682918071746826,7.191113710403442
COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccccc2OCCOc2ccccc2)CC1,8.606550216674805,7.537124156951904,8.071837186813354
COc1ccccc1N1CCN(CCCNC(=O)c2cc3ccncc3cn2)CC1,6.713507175445557,5.942416191101074,6.327961683273315
COc1ccccc1N1CCN(CCCCNC(C)=O)CC1,7.443803787231445,7.717592716217041,7.580698251724243
OC1(c2ccc(-c3cccnc3)cc2)CCN(Cc2cccc3cc(F)ccc23)CC1,6.673808097839356,7.405953407287598,7.039880752563477
O=C1N(CCN2Cc3ccccc3C2)CCN1c1cccc(Cl)c1,7.879937171936035,6.888767719268799,7.384352445602417
CCCN(CCN1CCN(c2ccccc2O)CC1)C1CCc2ccc(O)cc2C1,9.087706565856934,7.675475597381592,8.381591081619263
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc(F)cc(-c2cccnc2)c1,8.81857681274414,6.86362886428833,7.841102838516235
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2OC)CC1,8.283096313476562,6.821022033691406,7.552059173583984
COc1ccccc1N1CCN(Cc2ccc(C(=O)NCCCCCCC(O)=NO)cc2)CC1,6.743180274963379,7.421056270599365,7.082118272781372
CCOc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3o2)CC1,8.812149047851562,7.028538703918457,7.92034387588501
COc1cccc(NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,6.71487283706665,7.540716171264648,7.127794504165649
O=C(O)C1CCCN1C(=O)CCCCN1CC=C(c2ccccc2Cl)CC1,7.085254192352295,7.051417350769043,7.068335771560669
COc1ccccc1N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1,7.482704162597656,7.234968662261963,7.35883641242981
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,8.815154075622559,7.137609958648682,7.97638201713562
Oc1ccc2c(c1)OC(CNCc1ccsc1)CC2,8.604690551757812,9.356339454650879,8.980515003204346
O=C(NC1CCC(=O)N2CCCC2CN2CCC3(CC2)CCN3c2ccccc2)CC1)c1ccc2c(c1)-c1ccccc1C2=O,,,
CC(=O)Nc1cccc(CN=C2C(=O)C(=O)C2Nc2ccc3[nH]ncc3c2)c1,4.258754730224609,4.990999698638916,4.624877214431763
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2o1,8.589242935180664,7.196660041809082,7.892951488494873
CCCN(Cc1cccs1)C1CCc2ccc3[nH]cc(C=O)c3c2C1,6.688925266265869,6.947275638580322,6.818100452423096
COc1cc2c(cc1OC)CN(CCC(=O)c1cc3c(s1)CCCC3)CC2,5.820496559143066,6.4870171546936035,6.153756856918335
Cc1nc2ccccc2n1Cc1ccc(C#N)cc1,5.226976871490479,5.916641712188721,5.5718092918396
Cc1cc(C(=O)NCc2ccccc2)c(C)n1CC1CCCN1C,6.966938018798828,6.278293132781982,6.622615575790405
CCOc1ccccc1N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1,7.822751998901367,7.259739398956299,7.541245698928833
CCCN(CC=CI)C1CCc2cc(O)ccc2C1,7.518572807312012,6.777496814727783,7.1480348110198975
CCCN(CCN1CCN(Cc2ccc(Cl)cc2)CC1)C1CCc2c(O)cccc2C1,8.282403945922852,6.470041751861572,7.376222848892212
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1CCc2ccc3[nH]ccc3c2C1,8.45261001586914,7.4500017166137695,7.951305866241455
Cc1c(-c2ccc3n[nH]c(N)c3c2)nnn1Cc1cccc(Br)c1,6.452450752258301,6.812772274017334,6.632611513137817
Cc1csc2ncc(C(=O)NCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c(O)c12,7.483051776885986,6.581984519958496,7.032518148422241
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3=CC4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,9.667253494262695,8.848762512207031,9.258008003234863
CC(=O)Nc1cccc(CN2CCN(c3cccc4nc(C)ccc34)CC2)c1,6.1220550537109375,6.441044807434082,6.28154993057251
CC(=O)Nc1cccc(-c2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc2)c1,6.29052209854126,7.1640944480896,6.72730827331543
CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2nc(N)sc2C1,8.901445388793945,7.469848155975342,8.185646772384644
COc1cccc(C(CCN)NC(=O)c2ccc(-c3ccncc3F)cc2)c1,6.10298490524292,5.381723403930664,5.742354154586792
N#Cc1cccc(NC(=O)NCCCCN2CCC3(CCc4ccccc43)CC2)c1,7.835365295410156,6.409570217132568,7.122467756271362
COc1ccc(-c2cnc(CCCCN3CCN(c4cccc(Cl)c4Cl)CC3)[nH]2)cc1,8.002665519714355,7.6132049560546875,7.8079352378845215
CCN1CCN(CCCCNC(=O)CCc2ccc(OC)cc2)CC1,6.558932781219482,4.91545295715332,5.737192869186401
CC(C)(C)C(O)CN1CCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)CC1,7.191312313079834,6.233513355255127,6.7124128341674805
CCCN(CCC1CCC(NS(=O)(=O)c2cccc(C(F)(F)F)c2)CC1)C1CCc2nc(N)sc2C1,9.137948036193848,7.461785316467285,8.299866676330566
CC(=O)NC(Cc1cnc[nH]1)C(=O)NC1CCCC1,5.253570556640625,6.4391350746154785,5.846352815628052
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1CNC(=O)C1CCC1,7.072649955749512,7.060964584350586,7.066807270050049
CC(=O)NC1CCN(c2nc3ncc(C(=O)O)c(O)c3c(C)c2F)C1,5.4455342292785645,6.546591281890869,5.996062755584717
CN1CCc2c(sc3ncn(CCN4CCN(c5ccncc5Cl)CC4)c(=O)c23)C1,7.29779052734375,7.053447723388672,7.175619125366211
CCCN(CCC1CCC(NC(=O)c2ccc3ccccc3c2)CC1)C1CCc2nc(N)sc2C1,8.741766929626465,6.920759677886963,7.831263303756714
COc1ccccc1N1CCN(CCCCCn2c(-c3ccc(OC)c(OC)c3)nc3ccccc32)CC1,7.575201988220215,6.600216865539551,7.087709426879883
CCCN(CCC)C1CCc2sc(-c3cccc(C(F)(F)F)c3)cc2C1,7.313394546508789,6.797948837280273,7.055671691894531
Cc1cn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc2c(C)n1,4.473402500152588,5.741744041442871,5.1075732707977295
COc1ccccc1N1CCN(CCCCCNC(=O)C2CC2c2ccccc2)CC1,7.317970275878906,7.4768476486206055,7.397408962249756
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccc(Cl)cc2)cc1,8.75448989868164,7.108882427215576,7.931686162948608
CN(CCCc1ccc(F)cc1)CCc1ccc(C(=O)O)cc1,6.382815361022949,6.075782775878906,6.229299068450928
COc1ccccc1N1CCN(CCCC(=O)NCc2cc3ccccc3o2)CC1,6.758808612823486,7.512973785400391,7.1358911991119385
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1,8.862669944763184,7.728926181793213,8.295798063278198
COc1cccc(C(=O)NC2CCC(Nc3ncc(Br)c(NC4CCCC4)n3)CC2)c1,7.323688507080078,8.0138521194458,7.6687703132629395
Cc1cnccc1C1=NC(C)CCN1c1cccc([N+](=O)[O-])c1,6.043867111206055,5.287632942199707,5.665750026702881
CCCN(CCC)C1CCc2ccc3[nH]c(O)cc3c2C1,7.736579895019531,7.509315013885498,7.622947454452515
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCC1CC1,8.750661849975586,6.981033802032471,7.865847826004028
Oc1[nH]cc2ccc(OCCCN3CCN(c4cccc5c4OCCC5)CC3)cc12,7.810902118682861,8.819002151489258,8.31495213508606
O=C(NCCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)c1cccc2c1CCC2,8.176941871643066,7.4773359298706055,7.827138900756836
COc1cccc(CCN2CCN(c3nc4c(NCCCN5CCN(C)CC5)cccc4[nH]3)CC2)c1,6.36944580078125,5.939300060272217,6.154372930526733
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2nc(NCC3CCCC3)c3nncn3n2)cc1,7.895703315734863,7.212785243988037,7.55424427986145
O=C(Nc1ncc(Cc2ccc(F)cc2)s1)c1ccc(F)cc1,5.237207412719727,6.481568813323975,5.859388113021851
COc1ccc2[nH]cc(C3CCN(CCCCN4CCN(c5ccccc5OC)CC4)CC3)c2c1,7.020952224731445,7.700531959533691,7.360742092132568
CC1=NC2=CCCCN2C(=O)C1CCN1CCN(c2cccc(Cl)c2)CC1,7.877655029296875,6.557485580444336,7.2175703048706055
O=C(NC1CCCC1)c1cccc(S(=O)(=O)N2CCC3(CC2)OCCO3)c1,4.815732479095459,6.000421524047852,5.408077001571655
O=C(O)c1cccc(C=Cc2ccc3ccccc3n2)c1,5.753684043884277,5.373959541320801,5.563821792602539
O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2cn1,8.792204856872559,6.922908782958984,7.8575568199157715
COc1ccc(NC(=O)c2ccc(N3CCCC3=O)cc2)cc1NC(=O)C#CCO,4.439281940460205,5.979268550872803,5.209275245666504
N#Cc1ccc2c(c1)CCC2N1CCN(c2ccc(Cl)cc2)CC1,5.428723335266113,5.396317481994629,5.412520408630371
CCCN(CCCN1CCN(c2ccc(-c3nc4ccccc4o3)cc2Cl)CC1)C1CCc2nc(N)sc2C1,8.503692626953125,6.472738742828369,7.488215684890747
COc1cccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c1,7.820438385009766,6.575799465179443,7.1981189250946045
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,9.065713882446287,7.43854284286499,8.25212836265564
CCCc1cn(C)nc1-c1nc2c3ccccc3ccn2n1,5.902137279510498,5.664357662200928,5.783247470855713
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncccn4)cc23)CC1,6.02629280090332,6.641110420227051,6.3337016105651855
COc1ccccc1N1CCN(CCCCCNC(=O)C=Cc2cccc(F)c2)CC1,8.219487190246582,7.478695392608643,7.849091291427612
COc1cccc(C2=NN(CCCCCNC(=O)c3ccc(C#N)cc3)C(C)(C)C2)c1,6.996669292449951,7.275157928466797,7.135913610458374
CCCN(CCN1CCN(c2cccc3c2OCCC3)CC1)C1CCc2ccc(O)cc2C1,8.5125150680542,8.074212074279785,8.293363571166992
CCCN(CCC1CCC(NS(=O)(=O)c2ccc(I)cc2)CC1)C1CCc2nc(N)sc2C1,9.195062637329102,7.5578532218933105,8.376457929611206
CCCN(CCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(C(F)(F)F)cc4)[nH]c3c2)CC1)C1CCc2nc(N)sc2C1,,,
COc1ccc(-c2nc(COc3ccc(-c4nn(C)cc4C)cc3)no2)cc1,5.856966495513916,5.091462135314941,5.474214315414429
COc1ccc(CNc2nc3ccccc3n2CCC(N)=O)cc1,4.419137954711914,7.692424774169922,6.055781364440918
N#Cc1ccc2c(-c3ccc(OCCN4CCN(c5cccnc5)CC4)cc3)c(C(F)(F)F)nn2n1,6.263532638549805,6.720096111297607,6.491814374923706
O=C(NCCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)c1cccc2c1-c1ccccc1O2,7.993146896362305,6.557441234588623,7.275294065475464
CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2nc(N)sc2C1,8.557796478271484,7.020412921905518,7.789104700088501
COc1ccccc1N1CCN(CCN(C(=O)Cn2cc([N+](=O)[O-])cn2)CC1,,,
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)C)oc6c(C)c5CC4)n3C)cccc2n1,7.7170867919921875,6.191666603088379,6.954376697540283
COc1cc2c(cc1OC)CN(Cc1ccc(C)cc1)CC2,5.7964630126953125,6.4115376472473145,6.1040003299713135
CCCN1CCC2C(C1)c1ccc(I)cc1C(=O)N2CC,7.658924102783203,7.708668231964111,7.683796167373657
CCCN(CCC1CCC(NS(=O)(=O)c2ccccc2OC)CC1)C1CCc2nc(N)sc2C1,8.84175968170166,7.203183650970459,8.02247166633606
CCCOc1ccccc1N1CCN(CCCCNS(=O)(=O)c2ccc3ccccc3c2)CC1,7.990355014801025,7.70804500579834,7.849200010299683
COc1ccc2[nH]cc(CCCCN3CCN(c4cccc5[nH]c(-c6ccc(C)o6)nc45)CC3)c2c1,7.499574661254883,7.714577674865723,7.607076168060303
COc1c(-c2ncc3ccccc3n2)cc(-c2ccco2)nc1N,6.566595554351807,4.391373157501221,5.478984355926514
Cc1cccc(N2CCN(CCCOc3ccc4c(c3)CCC4CCN(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)c1C,,,
Cc1ccc2c(c1)C1(CCCN(CCC(=O)c3ccc(F)cc3)CC1)OCCCO2,6.126150131225586,7.21580171585083,6.670975923538208
CC(C)N1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(Cl)cc4)n[nH]3)cc2)CC1,5.747814655303955,5.065800666809082,5.4068076610565186
CCN(CC)C(=O)NC1Cc2c(cc3c4c(cccc24)NC3)N(C)C1,8.481401443481445,8.34825611114502,8.414828777313232
O=C(NCCCCl)C1CCN(C2CCN(Cc3ccccc3)CC2)CC1,6.007755279541016,4.725557327270508,5.366656303405762
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(F)(F)F)oc6cc5CC4)n3C)cccc2n1,7.831142425537109,6.249937057495117,7.040539741516113
O=C(NCC1CCC(CN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1ccc2cc(F)ccc2c1,7.81084680557251,6.464104175567627,7.137475490570068
N#Cc1c(-c2ccccc2)cc(-c2ccc(C(=O)N3CCC4(CC3)OCCO4)cc2)nc1N,5.7687506675720215,5.435657501220703,5.602204084396362
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1I,6.523077964782715,7.508561134338379,7.015819549560547
CC1CN(CCCn2ncc3c4ccccc4cc4ccc(CC(=O)O)cc4c32)CCN1,,,
CCOc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccc(OC)cc2)CC1,8.821099281311035,7.348546504974365,8.0848228931427
C[SH](=O)(O)Nc1ccc(CCNC(=O)C2CCCN2C(=O)CN2CCN(c3ccccc3OC(F)(F)F)CC2)cc1,8.022297859191895,7.424102783203125,7.72320032119751
CC(C)(C)c1ccc(C(=O)NCCC(=O)N(CCCCN2CCC(Cc3ccccc3)CC2)c2ccc(F)c(F)c2)cc1,7.150949954986572,6.67497444152832,6.912962198257446
N#Cc1ccc(C2CCN(CCCCN3CCN(c4cccc5nc(C(F)(F)F)oc45)CC3)CC2)cc1,7.124045372009277,7.6749162673950195,7.399480819702148
O=C(NCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(I)ccc2[nH]1,8.552024841308594,7.516238212585449,8.034131526947021
COc1ccc(CN2CCOC(CSc3ccc(Cl)cc3)C2)cc1,6.05371618270874,5.955536842346191,6.004626512527466
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(O)ccc2[nH]1,9.624122619628906,7.562704086303711,8.593413352966309
O=C(NC1CCCN2CCN(c3cccc(Cl)c3)CC2C1)c1ccc(-c2cnc3ccccc3n2)cc1,7.19741678237915,5.9427947998046875,6.570105791091919
O=C(c1ccc(Cl)cc1)C1CCN(CCn2c(-c3ccccc3)nc3ccccc32)CC1,6.6265869140625,6.214625835418701,6.420606374740601
COc1cccc(C(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)c1,5.014537811279297,6.289268493652344,5.65190315246582
CS(=O)(=O)Nc1ccc(N2CCC(CNC(=O)c3ccoc3)CC2)c(F)c1,7.093114852905273,6.270430564880371,6.681772708892822
COc1cc(NC(=O)C2Cc3ccccc3CN2C(=O)C(N)Cc2ccccc2)cc(OC)c1OC,6.145364284515381,6.495127201080322,6.320245742797852
COc1ccccc1N1CCN(CCCCNC(=O)C=Cc2ccc3c(c2)OCO3)CC1,8.720008850097656,7.545288562774658,8.132648706436157
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,5.6625075340271,6.004299163818359,5.8334033489227295
CC1CN(Cc2cccc(-c3cc(CNC(=O)c4ccccc4F)ccc3F)c2)CCN1,5.841800212860107,6.274349212646484,6.058074712753296
CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1,6.288370132446289,5.661478042602539,5.974924087524414
Cc1ccc2sc(C(=O)N3CCC4(CC3)CN(C)CC4)cc2c1,6.400287628173828,5.111416339874268,5.755851984024048
Cc1ccc2[nH]c(-c3ccc(-c4ccc(C5CC5)o4)cc3)nc2c1,6.815045833587647,5.858722686767578,6.336884260177612
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3[nH]cc(C(F)(F)F)c3c2)CC1,8.586199760437012,8.1049165725708,8.345558166503906
CCCN(CCN1CCN(c2ccccc2OC)CC1)C1CCc2ccc(O)cc2C1,8.517810821533203,7.815720081329346,8.166765451431274
CC=CCN1CCc2[nH]c3ccccc3c2C1,6.789290428161621,6.533899307250977,6.661594867706299
CCCN(CCC)C1CCc2ccc(O)cc2C1,8.176798820495605,7.70214319229126,7.939471006393433
NC(=O)c1ccc(N2CCC3(CCCN(CCCc4c[nH]c5ccccc45)C3=O)CC2)cc1,6.191750526428223,7.0490217208862305,6.620386123657227
CCN(CC)C(=O)NC1Cc2c(cc3c[nH]c4c3c2C=CC4)N(C)C1,9.04771900177002,8.286233901977539,8.66697645187378
CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,5.762171745300293,7.0743913650512695,6.418281555175781
Cc1cc2c(o1)N(CC1CCC(NCc3cccc4c3OCO4)CC1)CC2,7.414848327636719,6.387683868408203,6.901266098022461
CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6cnccc56)CC4)c(=O)c23)C1,7.204916000366211,7.502577781677246,7.3537468910217285
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(C4CC4)CC3)s2)o1,7.210744380950928,5.405825614929199,6.3082849979400635
COc1cccc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1,6.753806114196777,6.378729820251465,6.566267967224121
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccc2CCc2ccc(cc2)CC3)CC1,8.41833782196045,7.5758771896362305,7.99710750579834
Cc1nc(-c2ccc(OCCNCC(O)c3ccc(Cl)c(Cl)c3)cc2)no1,7.11591100692749,5.3506646156311035,6.233287811279297
CS(=O)(=O)c1cccc(C(=O)NCCCN2CCC(NC(=O)c3cnc4ccccc4c3)CC2)c1,6.987757205963135,6.466561317443848,6.727159261703491
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,6.903762340545654,6.776462078094482,6.840112209320068
COc1ccccc1N1CCN(CCCCSc2nc(N)c3cc(S(C)(=O)=O)ccc3n2)CC1,7.807955741882324,7.548012733459473,7.677984237670898
COc1ccccc1N1CCN(CCC2CC3CCC(C2)N3C(c2ccccc2Cl)c2ccccc2Cl)CC1,6.99144172668457,7.087626934051514,7.039534330368042
CS(=O)(=O)NC1CC2CCC(C1)N2Cc1cccc(-c2cccc3nc(C(F)(F)F)oc23)c1,8.747532844543457,6.920201301574707,7.833867073059082
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccc(F)cc1,6.56119441986084,7.640166282653809,7.100680351257324
Oc1ccc2c(c1)CCCC2CCN1CCN(c2cccc(Cl)c2Cl)CC1,7.698215007781982,7.896245002746582,7.797230005264282
Oc1nc2c(O)ccc(C(O)CNCCCOCCNCCc3cccc(CNCCc4ccc(Cl)c(Cl)c4)c3)c2s1,7.089171409606934,5.850446701049805,6.469809055328369
CCN(CCCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)S(=O)(=O)c1ccc(OC)cc1,6.555911540985107,6.179906368255615,6.367908954620361
CN(CCOc1ccc(Cl)cc1)CC1CC1,6.955257415771484,6.361406326293945,6.658331871032715
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2[nH]1,9.104984283447266,7.324804306030273,8.21489429473877
O=C1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,6.847138404846191,8.409677505493164,7.628407955169678
CN(CCCCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,7.344241142272949,7.07616662979126,7.2102038860321045
Fc1ccc2ncc(-c3ccc(N4CCC5(CC4)OCCO5)nc3)n2c1,5.216529846191406,5.665885925292969,5.4412078857421875
O=C(C1CC1)N1CCC(O)(c2ccc(Cl)cc2)CC1,6.7062578201293945,6.786355018615723,6.746306419372559
CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2nc(N)sc2C1,8.557796478271484,7.020412921905518,7.789104700088501
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(F)ccc2[nH]1,9.104972839355469,7.324804306030273,8.214888572692871
CCCN(CCC1CCC(NS(=O)(=O)c2ccc(I)cc2)CC1)C1CCc2nc(N)sc2C1,9.195062637329102,7.5578532218933105,8.376457929611206
CCCN(CCC1CCC(NS(=O)(=O)c2cccc(I)c2)CC1)C1CCc2nc(N)sc2C1,9.064620018005373,7.614026069641113,8.339323043823242
COc1cc(C(=O)NC2CC3CCCC(C2)N3Cc2cccs2)cc(OC)c1OC,8.188582420349121,6.603118419647217,7.395850419998169
CN1CCN(c2ncc3ccc(-c4ccccc4)n3n2)CC1,5.655173301696777,5.985668182373047,5.820420742034912
