SMILES,AChE_pXC50,D2R_pXC50,D3R_pXC50,_5HT2A_pXC50,MAOB_pXC50,AChE_MAOB_pXC50,D2R_D3R_pXC50,D2R__5HT2A_pXC50
COc1cc(NC(=O)C(C)(C)CC(C)C)ccc1Nc1nc2ccccc2nc1Cl,5.172384738922119,6.864331245422363,5.101542472839356,5.423209190368652,4.702593326568604,4.937489032745361,5.982936859130859,6.143770217895508
COc1ccc(C2n3c(C)cc(C)nc3=O)ccc3c(=O)n(CC(=O)NCc3ccccn3)c23)cc1,,,,,,,,
CNC(=O)C(C)n1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(C)cc5)cc4)csc23)cn1,6.647512912750244,5.92677116394043,4.481388568878174,7.028217792510986,4.4864044189453125,5.566958665847778,5.204079866409302,6.477494478225708
O=C(O)c1ccccc1Nc1ncnc(Nc2cccc(F)c2)n1,5.5426177978515625,6.703123569488525,4.097323417663574,4.70579719543457,5.734973907470703,5.638795852661133,5.40022349357605,5.704460382461548
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCCCCCCCCN)cnc(N)c34)cc2)c1,5.595563888549805,5.945208549499512,5.296670913696289,6.18187427520752,5.4030961990356445,5.499330043792725,5.6209397315979,6.063541412353516
CCN(CC)CCCOc1cc(C=C2C(=O)Nc3ccc(Cl)cc32)ccc1Cl,5.851154327392578,5.958212852478027,7.4398908615112305,6.584839344024658,5.744451522827148,5.797802925109863,6.699051856994629,6.271526098251343
O=C(O)C1CCCN1N=C(c1ccc(Br)cc1)c1cccc2ccccc12,5.4774017333984375,5.4795427322387695,5.24444580078125,5.484918594360352,4.833887100219727,5.155644416809082,5.36199426651001,5.4822306632995605
COc1cccc(C(=O)Nc2ccc3nc(-c4cc(C)c(C)c(NC(=O)c5ccccc5)c4)[nH]c3c2)c1,6.250334739685059,5.776119232177734,5.487385749816895,6.997159481048584,4.698284149169922,5.47430944442749,5.6317524909973145,6.386639356613159
COc1ccc(NC(=O)C(Cl)=C(Cl)S(O)=Cc2ccccc2Cl)cn1,5.233771800994873,6.627542018890381,6.882322788238525,6.68865966796875,5.481101512908936,5.357436656951904,6.754932403564453,6.658100843429565
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)C#Cc1cc(C(N)=O)ccc1F,5.016520023345947,6.08726692199707,6.7555012702941895,5.667339324951172,6.863337993621826,5.939929008483887,6.42138409614563,5.877303123474121
CC(C)(C)NC(=O)C1CN(C(=O)COc2ccc(F)cc2Cl)CCN1C(=O)OC(C)(C)C,4.720765113830566,6.467861175537109,5.994292259216309,6.572048664093018,3.663942813873291,4.192353963851929,6.231076717376709,6.5199549198150635
O=C1NC(c2ccc(O)cc2)=NC12CCC(=O)CC2,6.620835304260254,6.695553779602051,6.833144664764404,6.237834930419922,5.874692916870117,6.2477641105651855,6.7643492221832275,6.466694355010986
CNC(=O)c1ccccc1Nc1cc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,6.295086860656738,7.333377361297607,5.871184349060059,6.197287082672119,4.097309589385986,5.196198225021362,6.602280855178833,6.765332221984863
Cc1cccc(C=C2SC(=O)N(CC3CC3)C2=O)c1,5.898088455200195,5.069338798522949,5.95826530456543,5.137031555175781,5.8849687576293945,5.891528606414795,5.5138020515441895,5.103185176849365
CC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,6.241300582885742,7.781813621520996,8.555895805358887,6.430092811584473,7.000680446624756,6.620990514755249,8.168854713439941,7.105953216552734
CC(C)(C)N1CCN(CC(O)COc2cccc3[nH]c4ccccc4c23)CC1,5.007270336151123,5.327157020568848,6.372707843780518,6.466122150421143,4.099371910095215,4.553321123123169,5.849932432174683,5.896639585494995
CNC(=O)c1cccc(CSc2nc(O)c3c(C)c(CCC(=O)O)sc3n2)c1,6.704314231872559,7.265901565551758,4.386553287506104,5.328817367553711,5.651097774505615,6.177706003189087,5.826227426528931,6.297359466552734
COc1cc(C(N)=O)ccc1OCC(=O)N1CCN(c2ccc(F)cc2)CC1,5.598336696624756,5.399843692779541,4.669865131378174,6.083871364593506,5.472861289978027,5.535598993301392,5.034854412078857,5.741857528686523
COc1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(C(CO)CO)CCC32)cc1,5.248212814331055,5.313248157501221,6.231842517852783,6.557435989379883,6.337808609008789,5.793010711669922,5.772545337677002,5.935342073440552
CC(C)C(CO)N1CCN(CCC23CC4CC(CC(C4)C2)C3)CC1,5.901755809783936,4.733440399169922,5.960989475250244,5.905904293060303,4.226969242095947,5.064362525939941,5.347214937210083,5.319672346115112
O=C(NCC1CC1)C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1,5.767991542816162,7.297602653503418,6.210803031921387,5.52991247177124,4.918025970458984,5.343008756637573,6.754202842712402,6.413757562637329
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,7.656255722045898,6.300849914550781,7.326893329620361,7.040327548980713,5.175633907318115,6.415944814682007,6.813871622085571,6.670588731765747
COc1cc2c(c(OC)c1OC)C1OC(C(=O)O)C(C(=O)O)C21,5.413002014160156,6.516022205352783,3.5048365592956543,4.438836097717285,2.8720691204071045,4.14253556728363,5.010429382324219,5.477429151535034
CCC(C(=O)OCC(=O)N1CCN(c2ccccc2C)CC1)N1C(=O)C(=NC(=O)C2CC2)C1=O,5.909991264343262,5.332535266876221,5.340324878692627,6.07439661026001,4.494929790496826,5.202460527420044,5.336430072784424,5.703465938568115
CC(C=NNc1nc(-c2ccccc2)nc2ccccc12)=Cc1ccccn1,4.609908103942871,4.826339244842529,5.609435558319092,5.260176658630371,3.951083660125733,4.280495882034302,5.2178874015808105,5.04325795173645
C=CCn1c(=O)c2c(nc(-c3cc(C)cc(C)c3)n2C)n(C)c1=O,5.944560527801514,7.275974750518799,7.1422929763793945,6.5371832847595215,5.814723491668701,5.879642009735107,7.209133863449097,6.90657901763916
C=CCNC(=O)OC(C)CC1=CCCCC1,5.431225299835205,9.04393196105957,6.813610076904297,5.121258735656738,3.7957205772399902,4.613472938537598,7.928771018981934,7.082595348358154
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,5.206841468811035,6.004299163818359,5.6625075340271,6.301417350769043,5.82296895980835,5.514905214309692,5.8334033489227295,6.152858257293701
CN(C)c1ccc(C2CC3(C)C(CCC3(O)C#Cc3ccc(CO)cc3)C3OC=C4CC(=O)CCC4=C23)cc1,5.275882244110107,5.882379531860352,5.920210838317871,6.343033790588379,7.763821601867676,6.519851922988892,5.901295185089111,6.112706661224365
COc1cccc(NC(=O)Cc2ccc(Nc3ncnc4c3ncn4C3OC(CO)C(O)C3O)cc2)c1,5.633151054382324,5.266486644744873,3.879161357879639,6.762223720550537,4.523390769958496,5.07827091217041,4.572824001312256,6.014355182647705
COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,5.711820125579834,6.577808856964111,5.6129536628723145,6.349963188171387,5.167862892150879,5.4398415088653564,6.095381259918213,6.463886022567749
COc1cc(C=C2COC(=O)C2C)ccc1O,5.69867467880249,5.069039821624756,4.89599084854126,5.029019355773926,5.516424655914307,5.607549667358398,4.982515335083008,5.049029588699341
O=C(C[N+]12CCC(CC1)C(C(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cccnc1F,4.859097003936768,6.801918029785156,6.315463066101074,6.457009792327881,5.518141746520996,5.188619375228882,6.558690547943115,6.6294639110565186
Cn1ncc(Br)c1-c1nc(NC2CC2)c2c(C(F)(F)F)cccc2n1,5.775572776794434,6.166840076446533,6.290258884429932,6.708386421203613,5.795844078063965,5.785708427429199,6.228549480438232,6.437613248825073
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)nccn23)n1,5.19141960144043,5.883898735046387,4.583619117736816,5.812177658081055,5.736908912658691,5.4641642570495605,5.233758926391602,5.848038196563721
CN1CCC(Oc2ccc(Cl)cc2Cl)CC1,4.038848876953125,7.029573440551758,7.135395526885986,7.016417980194092,4.3477654457092285,4.193307161331177,7.082484483718872,7.022995710372925
CCCCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccccc1,5.257349014282227,5.76923942565918,5.977420806884766,7.135019302368164,4.399477005004883,4.828413009643555,5.873330116271973,6.452129364013672
C=CCNC(=O)N1CCC(Nc2ncc(C(=O)c3cccs3)c(OC)n2)CC1,6.257124423980713,8.307531356811523,5.538288116455078,5.317379474639893,4.803754806518555,5.530439615249634,6.922909736633301,6.812455415725708
Cc1nn(-c2ccccc2)c(O)c1N=Nc1ccc(S(N)(=O)=O)cc1,6.046499252319336,6.787747383117676,7.633317947387695,5.154956340789795,3.2852354049682617,4.665867328643799,7.2105326652526855,5.971351861953735
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCc3ccccc3)c2n1,5.426762580871582,6.12448263168335,6.436977386474609,5.834064960479736,5.947280406951904,5.687021493911743,6.2807300090789795,5.979273796081543
CNC(=O)C(NS(=O)(=O)c1ccc(OC)cc1)c1ccccc1,5.411693096160889,6.661154270172119,5.986040115356445,5.2417192459106445,3.431691646575928,4.421692371368408,6.323597192764282,5.951436758041382
CCN1CC(CN2N=C(c3ccccc3O)CC2c2ccc(OC)c(Cl)c2)OC1=O,6.541952610015869,7.201765060424805,6.100054264068604,5.961195945739746,4.897647380828857,5.719799995422363,6.650909662246704,6.581480503082275
COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1OC,4.665558815002441,5.776961326599121,4.596434116363525,4.541635513305664,4.920530319213867,4.793044567108154,5.186697721481323,5.159298419952393
CCCCNC(=O)C1CCC(Nc2nc(-c3ccncc3)cs2)CC1,4.608521938323975,6.140340805053711,6.577620029449463,5.540254592895508,5.803537368774414,5.206029653549194,6.358980417251587,5.840297698974609
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(SC)cc2)cc1,6.071561813354492,6.782087802886963,5.016533851623535,7.035854816436768,4.421159267425537,5.246360540390015,5.899310827255249,6.908971309661865
Cc1nn(C(C)C(=O)NC(C)CCN2CCCC2)c(C)c1Cl,5.809401512145996,6.101052284240723,7.631235122680664,6.330242156982422,4.67688512802124,5.243143320083618,6.866143703460693,6.215647220611572
O=C(O)Cc1c(C(=O)O)[nH]c2cc(Cl)c(Cl)cc12,5.111538410186768,6.503797054290772,3.761211395263672,4.71014404296875,4.850071907043457,4.980805158615112,5.132504224777222,5.606970548629761
COc1ccccc1-c1cccc2c1S(=O)(=O)N(C(C)CO)C2=O,6.470785140991211,5.707290649414063,6.1094584465026855,5.87874698638916,5.0414228439331055,5.756103992462158,5.908374547958374,5.793018817901611
CCCN(CCc1ccccn1)Cc1cnc2c(-c3ccc(C)cc3)cnn2c1O,5.533458232879639,5.806185245513916,6.823979377746582,5.688007354736328,5.060332775115967,5.296895503997803,6.315082311630249,5.747096300125122
CCC(C)C(=O)NCCCc1csc(-c2ccc(N(C)C)cc2)n1,4.9801201820373535,6.451850414276123,6.444678783416748,6.0957465171813965,5.783010005950928,5.381565093994141,6.4482645988464355,6.27379846572876
Cn1cc(C=CC(=O)NS(=O)(=O)c2ccccc2)c2c(Oc3ccc(Cl)cc3)cccc21,5.817919731140137,6.404967784881592,5.9611592292785645,7.129870414733887,4.810730457305908,5.3143250942230225,6.183063507080078,6.767419099807739
Cc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)O,4.587674140930176,5.117204666137695,4.884842872619629,6.156206607818604,4.453748226165772,4.520711183547974,5.001023769378662,5.636705636978149
CCC(C)C(=O)Nc1nc2ccc(OC)cc2s1,5.522891044616699,6.032671451568604,4.471621036529541,4.455999851226807,6.497528553009033,6.010209798812866,5.252146244049072,5.244335651397705
CCNC(=O)c1ccc(CN2CCN(c3cccc4nc(C)ccc34)CC2)cc1,5.852878570556641,6.865321636199951,7.217003345489502,6.1111321449279785,4.3116888999938965,5.0822837352752686,7.041162490844727,6.488226890563965
COc1ccccc1CNC(C)Cc1ccc(OC)c(OC)c1,4.784615516662598,6.085424423217773,6.693187713623047,7.332736015319824,3.519214391708374,4.151914954185486,6.38930606842041,6.709080219268799
O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1F,4.328088760375977,5.214226245880127,6.274243354797363,6.355240821838379,5.274001121520996,4.801044940948486,5.744234800338745,5.784733533859253
COc1cc2nncc(-c3cccc4ccccc34)c2cc1OC,4.897050857543945,5.3812432289123535,5.619813919067383,4.18467903137207,5.732729434967041,5.314890146255493,5.500528573989868,4.782961130142212
O=C(CCN1CCCC1)Nc1ccc2c(c1)C(=O)c1ccccc1-2,6.61829948425293,6.261813163757324,6.287930488586426,6.287530422210693,5.121575355529785,5.869937419891357,6.274871826171875,6.274671792984009
CC(O)CN1CCN(c2ccc3nc(-c4ccccc4Cl)[nH]c3c2)CC1C,5.34561824798584,6.24666690826416,6.399016380310059,6.175761222839356,5.090174674987793,5.217896461486816,6.322841644287109,6.211214065551758
COc1cccc(CNCCCNC(=O)Cn2nc(C)c([N+](=O)[O-])c2C)c1,5.662031173706055,5.963513374328613,6.226804256439209,7.009241580963135,4.2408833503723145,4.951457262039185,6.095158815383911,6.486377477645874
CCCCN(C(=O)c1ccc(F)cc1)c1nnc(-c2cccnc2)s1,5.907284259796143,5.388842582702637,6.023436546325684,5.052728176116943,6.612788677215576,6.260036468505859,5.70613956451416,5.22078537940979
COc1cc(C(=O)OCC(=O)c2ccc3c(c2)OCO3)cc(OC)c1OC,5.427261352539063,4.3856282234191895,4.606575012207031,4.468029975891113,4.258119106292725,4.8426902294158936,4.49610161781311,4.426829099655151
CNc1cc(C(=O)NC2CCN(C(C)C)CC2)ccn1,4.432114601135254,6.459892272949219,7.076297283172607,6.461111068725586,5.048340320587158,4.740227460861206,6.768094778060913,6.460501670837402
CC(C)(C)NCC(O)c1c(F)cccc1F,3.0370397567749023,5.473270893096924,4.601840972900391,5.435460567474365,5.062525749206543,4.049782752990723,5.037555932998657,5.4543657302856445
Cc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,6.794978618621826,5.126150131225586,6.1950201988220215,6.179936408996582,3.983806133270264,5.389392375946045,5.660585165023804,5.653043270111084
Cc1cc2c(C(=O)N(C)C)cccc2n1S(=O)(=O)c1ccccc1,5.47368049621582,5.900699615478516,5.408669948577881,6.653006553649902,4.015478610992432,4.744579553604126,5.654684782028198,6.276853084564209
CCOC(=O)c1cnc(SCc2ccccc2C)nc1N,6.546106338500977,5.874209880828857,5.073936939239502,5.558502197265625,5.971397399902344,6.25875186920166,5.47407341003418,5.716356039047241
Oc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,5.86835527420044,5.908539295196533,6.358203887939453,4.484936237335205,5.256070613861084,5.562212944030762,6.133371591567993,5.196737766265869
CC(=O)N1CCC(C(=O)N2CCN(c3ccccn3)CC2)CC1,4.780961036682129,4.752763748168945,5.457810401916504,5.838196277618408,4.338307857513428,4.559634447097778,5.105287075042725,5.295480012893677
CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO,6.017041206359863,4.636605262756348,4.944238185882568,6.387746334075928,5.209296703338623,5.613168954849243,4.790421724319458,5.512175798416138
CN(c1ncccc1CNc1nc(Nc2ccc3[nH]c(O)cc3c2)ncc1C(F)(F)F)S(C)(=O)=O,6.080163478851318,7.283887386322021,6.286333560943604,5.787013053894043,4.885314464569092,5.482738971710205,6.7851104736328125,6.535450220108032
CCCNC(=O)c1cn(Cc2ccc(F)cc2)c2cc(-c3ccc(NC(=O)CC)cc3)c(CN(C)Cc3ccccc3)n2c1=O,5.932929039001465,6.896549701690674,5.865223407745361,7.214635372161865,4.434979438781738,5.183954238891602,6.380886554718018,7.0555925369262695
CCCNC(=O)C(C)N1C(=O)C(C)(C)c2cccc(C(F)(F)F)c21,5.7944817543029785,6.488762855529785,7.567798614501953,6.014565944671631,5.634044647216797,5.714263200759888,7.028280735015869,6.251664400100708
COC(=O)c1ccc(CNC2CCC(C(=O)OC)CC2)cc1,3.640402555465698,5.754435062408447,5.0359649658203125,5.816934108734131,3.728190898895264,3.684296727180481,5.39520001411438,5.785684585571289
CCCN1C(=O)C2CCC(O2)C1=NC(=O)c1cccc2ncccc12,5.8181986808776855,5.150332927703857,4.929376125335693,4.885293006896973,5.318286418914795,5.56824254989624,5.039854526519775,5.017812967300415
COC(=O)c1c(-c2cc(Cl)c(OC)c(Cl)c2)csc1NC(=O)c1ccc(C#N)cc1,5.73273515701294,4.778163909912109,5.356314182281494,4.828403949737549,5.092540264129639,5.412637710571289,5.067239046096802,4.803283929824829
COc1ccccc1CNc1ncnc2c1ncn2C1OC(CC(N)=O)C2OC(C)C(O)C1O,,,,,,,,
CCCCn1c2c(c3c4c[nH]c(O)c4c4c5cn(C)nc5ccc4c31)C=C(N=C(O)OC(C)C)CC2,6.193055152893066,6.437879085540772,5.824487209320068,5.470134258270264,4.115718841552734,5.1543869972229,6.13118314743042,5.954006671905518
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,6.800764560699463,7.8816609382629395,8.765548706054688,6.273489952087402,6.528553009033203,6.664658784866333,8.323604822158813,7.077575445175171
N#Cc1ccc(-n2c(O)cc(N3CCC(n4nccn4)CC3)c2O)cc1,5.5099263191223145,7.058216571807861,5.908947944641113,5.083340644836426,5.267218112945557,5.3885722160339355,6.483582258224487,6.0707786083221436
CC(=O)c1ccc(NC(=O)NCCc2nnc3ccc(SCC(=O)N4CCCC4)nn23)cc1,6.434176921844482,7.073668003082275,5.16539192199707,6.689435005187988,5.062742233276367,5.748459577560425,6.119529962539673,6.881551504135132
CN(C)c1cccc2c(S(=O)(=O)N(CCN)c3cncc(-c4ccc5c(c4)OCO5)c3)cccc12,5.749712467193604,5.939090251922607,5.817677021026611,5.943408489227295,4.842789173126221,5.296250820159912,5.878383636474609,5.941249370574951
CCOC(=O)C1C(=O)c2ccccc2N(CC)c2nc(O)nc(OC3CCC3)c2C1c1cccs1,6.778137683868408,6.330912113189697,5.375308513641357,4.6507978439331055,5.586442947387695,6.182290315628052,5.853110313415527,5.490854978561401
CCOC(=O)c1c(C)oc2c(CN3CCCCC3)c(O)ccc2c1=O,6.351128578186035,5.947813034057617,5.737639427185059,6.1795268058776855,3.754054546356201,5.052591562271118,5.842726230621338,6.063669919967651
COc1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1OC,5.341776371002197,6.446569442749023,7.776581764221191,6.075043678283691,4.403559684753418,4.872668027877808,7.111575603485107,6.260806560516357
CCCCOc1ccc(-n2cnc3cc(CN4CCN(CCO)CC4)ccc32)cc1,4.947324752807617,6.121955871582031,5.877325057983398,5.954851150512695,5.138559341430664,5.042942047119141,5.999640464782715,6.038403511047363
CC(=NNC(=O)c1nnn(-c2nonc2N)c1C)c1ccccc1,4.994117736816406,5.726589679718018,4.993035316467285,4.381799221038818,3.689409732818604,4.341763734817505,5.359812498092651,5.054194450378418
CCc1nn(CC(O)CO)c2c1c(=O)c1cc(Cl)ccc1n2O,6.52478551864624,6.112880229949951,5.704119682312012,7.670385360717773,3.912187814712525,5.218486666679382,5.9084999561309814,6.891632795333862
O=C(O)c1ccc2nc(-c3ccccc3)cn2c1,5.082423686981201,5.787723541259766,5.283855438232422,4.175408840179443,4.996122360229492,5.039273023605347,5.535789489746094,4.9815661907196045
COCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.3587493896484375,6.016503810882568,5.8528547286987305,7.231746673583984,5.913735866546631,5.136242628097534,5.934679269790649,6.624125242233276
CCN(CCc1ccccc1)C1C2CC3CC(C2)CC1C3,5.923239231109619,6.396485328674316,6.525423526763916,6.107375621795654,3.481971502304077,4.702605366706848,6.460954427719116,6.251930475234985
CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,5.989378929138184,6.393793106079102,6.446815013885498,7.3059000968933105,5.202291011810303,5.595834970474243,6.4203040599823,6.849846601486206
COc1ccc(OC)c(-c2c(C(O)c3ccccc3)[n+](CCCO)c3ccc(OC)cc3n2CCN)c1,,,,,,,,
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)C1=Nc1ccc(OC(F)(F)F)cc1,6.573543071746826,4.954776287078857,5.683667182922363,5.342446327209473,4.994852542877197,5.784197807312012,5.31922173500061,5.148611307144165
CNCC1(O)Cc2ccccc2C1Oc1ccc(O)cc1C,5.112900257110596,6.946380615234375,5.220934867858887,6.790838718414307,4.317732810974121,4.715316534042358,6.083657741546631,6.868609666824341
COC(=O)c1c(NC(=O)C2COCCN2)sc2c1CCCC2,5.467402458190918,5.833057880401611,3.921940326690674,4.838402271270752,4.671136379241943,5.069269418716431,4.877499103546143,5.335730075836182
O=C(NN=Cc1ccccn1)c1cn(C(=O)c2ccccc2)c2ccccc12,5.055554866790772,5.232199668884277,5.1957221031188965,5.706730842590332,4.176924705505371,4.616239786148071,5.213960886001587,5.469465255737305
CSc1cc(C(=O)NN)c(OCC(C)C)c(SCc2cccc(Cl)c2)c1,6.009557247161865,6.651392459869385,6.161658763885498,6.761645317077637,5.173696517944336,5.591626882553101,6.406525611877441,6.706518888473511
CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO,6.017041206359863,4.636605262756348,4.944238185882568,6.387746334075928,5.209296703338623,5.613168954849243,4.790421724319458,5.512175798416138
CC(C)Oc1cc(OC2CC(C)(C)C(O)CC(C)O2)ccc1F,4.459008693695068,5.805049896240234,5.747766971588135,6.881643772125244,4.571410655975342,4.515209674835205,5.776408433914185,6.343346834182739
Cc1ccc(C(=O)N(C)C)cc1NC(=O)NC1CCCCC1,5.141207695007324,6.726505756378174,6.382118701934815,6.062868118286133,3.910715103149414,4.525961399078369,6.554312229156494,6.394686937332153
CC(C)NC(=O)c1cccc(NC(=O)C(=O)Nc2ccc3c(c2)OCO3)c1,5.062183380126953,5.960566520690918,5.603213310241699,5.477914810180664,4.432415962219238,4.747299671173096,5.781889915466309,5.719240665435791
COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,6.895235061645508,7.004148483276367,5.147251129150391,4.715476512908936,4.673135757446289,5.784185409545898,6.075699806213379,5.859812498092651
N#CC(C#N)=Cc1ccc(O)c(O)c1,4.447535514831543,6.675328731536865,3.066114664077759,2.5856215953826904,6.532376766204834,5.4899561405181885,4.870721697807312,4.630475163459778
COc1ccc(OCC(=O)N2CCC3(CC2)CN(Cc2ccccc2)CC3)cc1,5.619239330291748,4.78516960144043,5.1399688720703125,6.513915538787842,4.084976196289063,4.852107763290405,4.962569236755371,5.649542570114136
O=C(O)c1ccc(C=Cc2ccc3c(c2)OCO3)cc1,4.560358047485352,5.80030632019043,5.615536212921143,4.564655303955078,6.5880303382873535,5.5741941928863525,5.707921266555786,5.182480812072754
O=C(Nc1ccc(F)cc1F)N1CCC2(CC1)OCCO2,5.872589111328125,5.565436363220215,5.525196075439453,5.117709159851074,5.768804550170898,5.820696830749512,5.545316219329834,5.3415727615356445
CCCCC(=O)Nc1ccc(Cc2cc(C(N)=O)c(N)c(C)[nH]2)cc1,,,,,,,,
Cc1cccc(C23OC(C)C(NCCc4cnc(N(C)C)s4)C(O)C2O)c1,,,,,,,,
O=C(NCCN1CCCC1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,6.741701126098633,6.527078151702881,7.602446556091309,7.434761524200439,5.040784358978272,5.891242742538452,7.064762353897095,6.98091983795166
COc1cc(C=NNc2ncnc3[nH]ncc23)ccc1O,4.078280448913574,6.212565898895264,3.876192092895508,4.632277488708496,3.2944822311401367,3.6863813400268555,5.044378995895386,5.42242169380188
CC(C)(C)OC(=O)N1CCC(n2nnc3ccccc32)CC1,4.772124290466309,7.551014900207519,5.631714344024658,7.009781360626221,3.8753271102905273,4.323725700378418,6.591364622116089,7.28039813041687
CCC(=O)Nc1ccc2nc3c(O)nc(O)nc3nc2c1,4.618561267852783,6.812469959259033,4.831723690032959,3.254850387573242,4.3468122482299805,4.482686758041382,5.822096824645996,5.033660173416138
